evidence_id,disease_id,drug_name,normalized_drug_name,canonical_drug_id,match_status
imev_a37a91dcffbe8ea9,Psoriasis,REPOTRECTINIB,repotrectinib,cdrug_941e9bd7e38f28d8,matched
imev_fba5bb112acce41d,Psoriasis,BMS-911543,bms-911543,cdrug_fe58aa8064b2e87b,matched
imev_9603cb50c2ba8163,Psoriasis,DECERNOTINIB,decernotinib,cdrug_f118c0b3ad3f6604,matched
imev_262afd768d8d0ce4,Psoriasis,CDP840,cdp840,cdrug_89d09223375c0b66,matched
imev_97f140fd3dcd6747,Psoriasis,MOMELOTINIB,momelotinib,cdrug_bfd53d5593322ba1,matched
imev_c7ded020e3426545,Psoriasis,TOFACITINIB CITRATE,tofacitinib,cdrug_5a6ce189f111e47c,matched
imev_1ba7a99bcec5f613,Psoriasis,RUXOLITINIB,ruxolitinib,cdrug_6c95cca9e9b8fc23,matched
imev_8b7a54dc4912931b,Psoriasis,PICLAMILAST,piclamilast,cdrug_9373a673e47eb859,matched
imev_51f4c5e5269af5a1,Psoriasis,STAUROSPORINE,staurosporine,cdrug_66e7da8131e061dc,matched
imev_e0c755b88d2f23d1,Psoriasis,ABIVERTINIB,abivertinib,cdrug_ada9a241625f20a0,matched
imev_cff9c2cf4168c6e8,Psoriasis,ROFLUMILAST,roflumilast,cdrug_c3144dbb448019d0,matched
imev_2a97d537e8f5a508,Psoriasis,BMS-986202,bms-986202,cdrug_1b002a0118c221e9,matched
imev_e1e7b2ee6061ac17,Psoriasis,AZD-1480,azd-1480,cdrug_f80a574bcccb0323,matched
imev_37bcc8e2c7906b1c,Psoriasis,DEUCRAVACITINIB,deucravacitinib,cdrug_9d0dd68c5d51cf92,matched
imev_1a43bb4bd8d83e89,Psoriasis,TOFACITINIB,tofacitinib,cdrug_5a6ce189f111e47c,matched
imev_a27115cca3d8078e,Psoriasis,NS-018,ns-018,cdrug_4a29d26f8861fbe6,matched
imev_d4492d1275a40544,Psoriasis,RITLECITINIB,ritlecitinib,cdrug_b5ca35ac2b9b34ae,matched
imev_778ce0cdfeb45819,Psoriasis,UK-500001,uk-500001,cdrug_68e82574589d0333,matched
imev_068818bdf5bd81c0,Psoriasis,ATINVICITINIB,atinvicitinib,cdrug_0abcecf22edf1da7,matched
imev_1f9f078cd64a5181,Psoriasis,CERDULATINIB,cerdulatinib,cdrug_7d39d8c9b73946a3,matched
imev_a31428c83c882dfe,Psoriasis,LONDAMOCITINIB,londamocitinib,cdrug_f58fdfe1697da1c9,matched
imev_ea72f3823392b32c,Psoriasis,IBERDOMIDE,iberdomide,cdrug_e31f8ab133e9cdba,matched
imev_d635abf42f7ec982,Psoriasis,BARICITINIB,baricitinib,cdrug_48c33381342f928d,matched
imev_71d00cd13afdee80,Psoriasis,PEFICITINIB,peficitinib,cdrug_86683458b87a205d,matched
imev_cb080b0809607b3d,Psoriasis,FEDRATINIB,fedratinib,cdrug_575c6385c524f680,matched
imev_8be3f91193bd4ae0,Psoriasis,UPADACITINIB,upadacitinib,cdrug_5327ddd6a8dfd4ff,matched
imev_9dfb4f3930a1e654,Psoriasis,LESTAURTINIB,lestaurtinib,cdrug_5d6b2e1a477d01ae,matched
imev_7ed2f6a915a50c33,Psoriasis,JNJ-7706621,jnj-7706621,cdrug_93ce5173efc14556,evidence_only
imev_231c6a2c6002c976,Psoriasis,PACRITINIB,pacritinib,cdrug_53c80a3c0d50123d,matched
imev_b48ff3331dc4c70c,Psoriasis,AT-9283,at-9283,cdrug_fd8b3b58802cb6f2,matched
imev_89be96770c066f09,Psoriasis,REPOTRECTINIB,repotrectinib,cdrug_941e9bd7e38f28d8,matched
imev_654a774f5032c69f,Psoriasis,BMS-911543,bms-911543,cdrug_fe58aa8064b2e87b,matched
imev_7a71c604e1bc6ee5,Psoriasis,DECERNOTINIB,decernotinib,cdrug_f118c0b3ad3f6604,matched
imev_2b88a78ea471b02c,Psoriasis,CDP840,cdp840,cdrug_89d09223375c0b66,matched
imev_162bc8186afdbb62,Psoriasis,MOMELOTINIB,momelotinib,cdrug_bfd53d5593322ba1,matched
imev_66603ba994dcfa00,Psoriasis,TOFACITINIB CITRATE,tofacitinib,cdrug_5a6ce189f111e47c,matched
imev_ecb3d246aaa957c5,Psoriasis,RUXOLITINIB,ruxolitinib,cdrug_6c95cca9e9b8fc23,matched
imev_87eddf40d2428cb6,Psoriasis,PICLAMILAST,piclamilast,cdrug_9373a673e47eb859,matched
imev_d9022e430ba73272,Psoriasis,STAUROSPORINE,staurosporine,cdrug_66e7da8131e061dc,matched
imev_acce18ca74eefdcc,Psoriasis,ABIVERTINIB,abivertinib,cdrug_ada9a241625f20a0,matched
imev_2b8f9d471213f22f,Psoriasis,ROFLUMILAST,roflumilast,cdrug_c3144dbb448019d0,matched
imev_898fd8de210e9bef,Psoriasis,BMS-986202,bms-986202,cdrug_1b002a0118c221e9,matched
imev_0c616053a1539081,Psoriasis,AZD-1480,azd-1480,cdrug_f80a574bcccb0323,matched
imev_43ad7c4dfee75762,Psoriasis,DEUCRAVACITINIB,deucravacitinib,cdrug_9d0dd68c5d51cf92,matched
imev_5094a71f5b6a3aed,Psoriasis,TOFACITINIB,tofacitinib,cdrug_5a6ce189f111e47c,matched
imev_fa9fad114e37d736,Psoriasis,NS-018,ns-018,cdrug_4a29d26f8861fbe6,matched
imev_a51babb863e85281,Psoriasis,RITLECITINIB,ritlecitinib,cdrug_b5ca35ac2b9b34ae,matched
imev_e315ec8789d7c52d,Psoriasis,UK-500001,uk-500001,cdrug_68e82574589d0333,matched
imev_1cf506715b1b1f40,Psoriasis,ATINVICITINIB,atinvicitinib,cdrug_0abcecf22edf1da7,matched
imev_a70c3b88ebfb3236,Psoriasis,CERDULATINIB,cerdulatinib,cdrug_7d39d8c9b73946a3,matched
imev_6be768170c6c1bde,Psoriasis,LONDAMOCITINIB,londamocitinib,cdrug_f58fdfe1697da1c9,matched
imev_5f1450b2cea6eb1e,Psoriasis,IBERDOMIDE,iberdomide,cdrug_e31f8ab133e9cdba,matched
imev_ae30d8ccf494b39f,Psoriasis,BARICITINIB,baricitinib,cdrug_48c33381342f928d,matched
imev_e2e4fa99bcbb1619,Psoriasis,PEFICITINIB,peficitinib,cdrug_86683458b87a205d,matched
imev_1909c8fbc621c519,Psoriasis,FEDRATINIB,fedratinib,cdrug_575c6385c524f680,matched
imev_e834fc1ce339bc65,Psoriasis,UPADACITINIB,upadacitinib,cdrug_5327ddd6a8dfd4ff,matched
imev_e8347e12befe5468,Psoriasis,LESTAURTINIB,lestaurtinib,cdrug_5d6b2e1a477d01ae,matched
imev_7a48676a37fce249,Psoriasis,JNJ-7706621,jnj-7706621,cdrug_93ce5173efc14556,evidence_only
imev_b1583c8fb3f9a8b3,Psoriasis,PACRITINIB,pacritinib,cdrug_53c80a3c0d50123d,matched
imev_3147767436c91ef8,Psoriasis,AT-9283,at-9283,cdrug_fd8b3b58802cb6f2,matched
imev_b17102f06f4b84bf,Psoriasis,REPOTRECTINIB,repotrectinib,cdrug_941e9bd7e38f28d8,matched
imev_6a1e17f3b53a08ce,Psoriasis,BMS-911543,bms-911543,cdrug_fe58aa8064b2e87b,matched
imev_97deffb6acbd2d2e,Psoriasis,DECERNOTINIB,decernotinib,cdrug_f118c0b3ad3f6604,matched
imev_d9ec8e8ce7d2c4e8,Psoriasis,CDP840,cdp840,cdrug_89d09223375c0b66,matched
imev_0fda70c1f852771f,Psoriasis,MOMELOTINIB,momelotinib,cdrug_bfd53d5593322ba1,matched
imev_c1d903dc88036ce6,Psoriasis,TOFACITINIB CITRATE,tofacitinib,cdrug_5a6ce189f111e47c,matched
imev_beb4c0688f4eacfa,Psoriasis,RUXOLITINIB,ruxolitinib,cdrug_6c95cca9e9b8fc23,matched
imev_9f423670a388d501,Psoriasis,PICLAMILAST,piclamilast,cdrug_9373a673e47eb859,matched
imev_cf0f6f561f3d6124,Psoriasis,STAUROSPORINE,staurosporine,cdrug_66e7da8131e061dc,matched
imev_f96bd0bf76a27530,Psoriasis,ABIVERTINIB,abivertinib,cdrug_ada9a241625f20a0,matched
imev_ff5457ed01ac0204,Psoriasis,ROFLUMILAST,roflumilast,cdrug_c3144dbb448019d0,matched
imev_04a8e65a7d7a13df,Psoriasis,BMS-986202,bms-986202,cdrug_1b002a0118c221e9,matched
imev_194a391a3638700f,Psoriasis,AZD-1480,azd-1480,cdrug_f80a574bcccb0323,matched
imev_112fc343e4e3a98f,Psoriasis,DEUCRAVACITINIB,deucravacitinib,cdrug_9d0dd68c5d51cf92,matched
imev_42c9a3c09b42c51d,Psoriasis,TOFACITINIB,tofacitinib,cdrug_5a6ce189f111e47c,matched
imev_43832271998a34d2,Psoriasis,NS-018,ns-018,cdrug_4a29d26f8861fbe6,matched
imev_7e8dbc7c22ddbf58,Psoriasis,RITLECITINIB,ritlecitinib,cdrug_b5ca35ac2b9b34ae,matched
imev_c6899fb9a5be023e,Psoriasis,UK-500001,uk-500001,cdrug_68e82574589d0333,matched
imev_1e9a75320544c153,Psoriasis,ATINVICITINIB,atinvicitinib,cdrug_0abcecf22edf1da7,matched
imev_f859a8433564e8b7,Psoriasis,CERDULATINIB,cerdulatinib,cdrug_7d39d8c9b73946a3,matched
imev_077837e1e89db3fd,Psoriasis,LONDAMOCITINIB,londamocitinib,cdrug_f58fdfe1697da1c9,matched
imev_7dbf843599da2903,Psoriasis,IBERDOMIDE,iberdomide,cdrug_e31f8ab133e9cdba,matched
imev_7f09ce58fc63f905,Psoriasis,BARICITINIB,baricitinib,cdrug_48c33381342f928d,matched
imev_2bf0f07574229a6f,Psoriasis,PEFICITINIB,peficitinib,cdrug_86683458b87a205d,matched
imev_da27cb7b8a57ff6e,Psoriasis,FEDRATINIB,fedratinib,cdrug_575c6385c524f680,matched
imev_60b4260ebae0a8f2,Psoriasis,UPADACITINIB,upadacitinib,cdrug_5327ddd6a8dfd4ff,matched
imev_49915b9585997e36,Psoriasis,LESTAURTINIB,lestaurtinib,cdrug_5d6b2e1a477d01ae,matched
imev_b4d3cb2d99c2ab92,Psoriasis,JNJ-7706621,jnj-7706621,cdrug_93ce5173efc14556,evidence_only
imev_0a38319e8d42dba1,Psoriasis,PACRITINIB,pacritinib,cdrug_53c80a3c0d50123d,matched
imev_dbbcc55143de5bd2,Psoriasis,AT-9283,at-9283,cdrug_fd8b3b58802cb6f2,matched
imev_3b44ae0fc25c9946,Psoriasis,REPOTRECTINIB,repotrectinib,cdrug_941e9bd7e38f28d8,matched
imev_d888710839e5d853,Psoriasis,BMS-911543,bms-911543,cdrug_fe58aa8064b2e87b,matched
imev_fd2a41864087954e,Psoriasis,DECERNOTINIB,decernotinib,cdrug_f118c0b3ad3f6604,matched
imev_ebdc894aa1198db7,Psoriasis,CDP840,cdp840,cdrug_89d09223375c0b66,matched
imev_cb404aab0892d7d2,Psoriasis,MOMELOTINIB,momelotinib,cdrug_bfd53d5593322ba1,matched
imev_4d7c83433fd7709a,Psoriasis,TOFACITINIB CITRATE,tofacitinib,cdrug_5a6ce189f111e47c,matched
imev_d3f9a473bc773547,RA,RUXOLITINIB,ruxolitinib,cdrug_6c95cca9e9b8fc23,matched
imev_d3fe5166abeeb97e,RA,TOFACITINIB,tofacitinib,cdrug_5a6ce189f111e47c,matched
imev_e19c103b020e9ddb,RA,IBRUTINIB,ibrutinib,cdrug_5171ad46a038c047,matched
imev_fa69b0f84d75d89b,RA,BRANEBRUTINIB,branebrutinib,cdrug_d2710deb05a2dc71,matched
imev_ebcac05a3d1894d9,RA,LUXEPTINIB,luxeptinib,cdrug_c1fbc2e27a32152b,matched
imev_094027e05126e003,RA,STAUROSPORINE,staurosporine,cdrug_66e7da8131e061dc,matched
imev_271fc6dc53fb186c,RA,AZD-1480,azd-1480,cdrug_f80a574bcccb0323,matched
imev_57e7ec7654c0c4d5,RA,NS-018,ns-018,cdrug_4a29d26f8861fbe6,matched
imev_352b0a2fbf6e26f8,RA,NEMTABRUTINIB,nemtabrutinib,cdrug_d7c443e54c9eadf0,matched
imev_c82a0f4ec6ceb606,RA,ZANUBRUTINIB,zanubrutinib,cdrug_63bd67f24b93fc34,matched
imev_816d8c2a79124c15,RA,BMS-986142,bms-986142,cdrug_3edfd50510eef142,matched
imev_2e9c48b5d3d45a6d,RA,SOFNOBRUTINIB,sofnobrutinib,cdrug_8f45a22f1db916b3,matched
imev_fa8ab2096b83b614,RA,ABIVERTINIB,abivertinib,cdrug_ada9a241625f20a0,matched
imev_c1dcc81778168bad,RA,ATINVICITINIB,atinvicitinib,cdrug_0abcecf22edf1da7,matched
imev_7a6cd0098f0a9a57,RA,MILREBRUTINIB,milrebrutinib,cdrug_6564ca080d113c11,matched
imev_7f1ceee1ef5f56fd,RA,LONDAMOCITINIB,londamocitinib,cdrug_f58fdfe1697da1c9,matched
imev_b157d3b85dfd75ce,RA,RUXOLITINIB,ruxolitinib,cdrug_6c95cca9e9b8fc23,matched
imev_4127c51d8e5410b6,RA,TOFACITINIB,tofacitinib,cdrug_5a6ce189f111e47c,matched
imev_770106159f4a1763,RA,IBRUTINIB,ibrutinib,cdrug_5171ad46a038c047,matched
imev_141c5dd7b92ac3cb,RA,BRANEBRUTINIB,branebrutinib,cdrug_d2710deb05a2dc71,matched
imev_1395f5b23fdc9056,RA,LUXEPTINIB,luxeptinib,cdrug_c1fbc2e27a32152b,matched
imev_dfceb303a0c21f89,RA,STAUROSPORINE,staurosporine,cdrug_66e7da8131e061dc,matched
imev_43d8e0fb2af8c060,RA,AZD-1480,azd-1480,cdrug_f80a574bcccb0323,matched
imev_fcaba34e01260754,RA,NS-018,ns-018,cdrug_4a29d26f8861fbe6,matched
imev_24ce025a8d2b36ec,RA,NEMTABRUTINIB,nemtabrutinib,cdrug_d7c443e54c9eadf0,matched
imev_8b260ee7241e6d4f,RA,ZANUBRUTINIB,zanubrutinib,cdrug_63bd67f24b93fc34,matched
imev_7ca07abeee1b9337,RA,BMS-986142,bms-986142,cdrug_3edfd50510eef142,matched
imev_b16675879af70fab,RA,SOFNOBRUTINIB,sofnobrutinib,cdrug_8f45a22f1db916b3,matched
imev_992cbdf20696c02e,RA,ABIVERTINIB,abivertinib,cdrug_ada9a241625f20a0,matched
imev_652abd1d9fd103ce,RA,ATINVICITINIB,atinvicitinib,cdrug_0abcecf22edf1da7,matched
imev_cd2819f425e434b4,RA,MILREBRUTINIB,milrebrutinib,cdrug_6564ca080d113c11,matched
imev_5a3bacc4e6d810ce,RA,LONDAMOCITINIB,londamocitinib,cdrug_f58fdfe1697da1c9,matched
imev_65de1c90b6d30b11,STAD,Irinotecan,irinotecan,cdrug_da0375af747f9b98,matched
imev_cce6c12104328869,STAD,Docetaxel,docetaxel,cdrug_61a5e8e07ce664d1,matched
imev_ba3fb1db69bcc7fd,STAD,Topotecan,topotecan,cdrug_c40413853cfa1088,matched
imev_78ac0b0239a39b44,STAD,Paclitaxel,paclitaxel,cdrug_20b83add6b9c4f21,matched
imev_739160077647be5c,STAD,Camptothecin,camptothecin,cdrug_a286fdd293b9be53,matched
imev_da4206b9f44fcfb2,STAD,Vinblastine,vinblastine,cdrug_f8909ca4d8abdc96,matched
imev_434f261f165ea5ee,STAD,Vinorelbine,vinorelbine,cdrug_b927e4cdcac90f13,matched
imev_26f8be1d83e88285,STAD,Bleomycin (50 uM),bleomycin,cdrug_c8c9b4017be1244b,matched
imev_f194b28904727216,STAD,Bleomycin,bleomycin,cdrug_c8c9b4017be1244b,matched
imev_7428826ed24e7773,STAD,Epirubicin,epirubicin,cdrug_34152dace9ff98c9,matched
imev_a9b52a48fabbe973,STAD,Tozasertib,tozasertib,cdrug_32e12f4a864d093b,matched
imev_dd3c8f452bafa368,STAD,Temsirolimus,temsirolimus,cdrug_ec25ee06790a07e7,matched
imev_cc0df289f16aff1f,STAD,Rapamycin,rapamycin,cdrug_9487650b5625fd2e,matched
imev_af375b00536154ca,STAD,Irinotecan,irinotecan,cdrug_da0375af747f9b98,matched
imev_2094727079789ac2,STAD,Docetaxel,docetaxel,cdrug_61a5e8e07ce664d1,matched
imev_0a7ed05d438d3da6,STAD,Temsirolimus,temsirolimus,cdrug_ec25ee06790a07e7,matched
imev_4fae1908a879d1e4,STAD,Topotecan,topotecan,cdrug_c40413853cfa1088,matched
imev_4a54b0a4116b9639,STAD,Paclitaxel,paclitaxel,cdrug_20b83add6b9c4f21,matched
imev_d4bcf04c2a31f0e4,STAD,Camptothecin,camptothecin,cdrug_a286fdd293b9be53,matched
imev_6c698ee9b3810ce5,STAD,Vinblastine,vinblastine,cdrug_f8909ca4d8abdc96,matched
imev_a1d03d501148c9e3,STAD,Vinorelbine,vinorelbine,cdrug_b927e4cdcac90f13,matched
imev_93d6806203729b1c,STAD,Bleomycin (50 uM),bleomycin,cdrug_c8c9b4017be1244b,matched
imev_f632516a46e3f23c,STAD,Bleomycin,bleomycin,cdrug_c8c9b4017be1244b,matched
imev_1c11e61f234caf27,STAD,Epirubicin,epirubicin,cdrug_34152dace9ff98c9,matched
imev_cf85b4fc5bf7637f,STAD,Rapamycin,rapamycin,cdrug_9487650b5625fd2e,matched
imev_8d8ebc2e903f1f6e,STAD,Tozasertib,tozasertib,cdrug_32e12f4a864d093b,matched
imev_cd562a3f49539389,STAD,Irinotecan,irinotecan,cdrug_da0375af747f9b98,matched
imev_f44978c280b447b1,STAD,Docetaxel,docetaxel,cdrug_61a5e8e07ce664d1,matched
imev_fbacb3ddf197cd2f,STAD,Temsirolimus,temsirolimus,cdrug_ec25ee06790a07e7,matched
imev_00c68e2f77b70a27,STAD,Topotecan,topotecan,cdrug_c40413853cfa1088,matched
imev_d7734775a748fc90,STAD,Paclitaxel,paclitaxel,cdrug_20b83add6b9c4f21,matched
imev_1abe69786b322a7f,STAD,Camptothecin,camptothecin,cdrug_a286fdd293b9be53,matched
imev_07548e6f3f7fde15,STAD,Vinblastine,vinblastine,cdrug_f8909ca4d8abdc96,matched
imev_999ae9bb2db9448b,STAD,Vinorelbine,vinorelbine,cdrug_b927e4cdcac90f13,matched
imev_e63bd731ab3f183e,STAD,Bleomycin (50 uM),bleomycin,cdrug_c8c9b4017be1244b,matched
imev_74f306d5f3dd05d8,STAD,Bleomycin,bleomycin,cdrug_c8c9b4017be1244b,matched
imev_a7c1ff8d440da4a8,STAD,Epirubicin,epirubicin,cdrug_34152dace9ff98c9,matched
imev_11d11e6cb917c63f,STAD,Rapamycin,rapamycin,cdrug_9487650b5625fd2e,matched
imev_977ac9c78d9fa3af,STAD,Tozasertib,tozasertib,cdrug_32e12f4a864d093b,matched
