evidence_id,disease_id,cluster_id,drug_id,drug_name,rank,tier,target,target_pathway,evidence_text,source_file,source_row_number,raw_json
imev_ebdc894aa1198db7,Psoriasis,imcluster_e3a11e1a6c3719d7,CHEMBL32442,CDP840,28,Tier 3,nan,,Cluster 3 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,118,"{""canonical_drug_id"": ""CHEMBL32442"", ""cluster"": ""3"", ""cluster_n_images"": ""9"", ""drug_name"": ""CDP840"", ""drug_rank"": ""28"", ""linkage_hypothesis"": ""Cluster 3 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline."", ""psoriasis_4tier"": ""Tier 3"", ""target_axis"": ""nan""}"
imev_cb404aab0892d7d2,Psoriasis,imcluster_e3a11e1a6c3719d7,CHEMBL1078178,MOMELOTINIB,29,Tier 3,nan,,Cluster 3 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,119,"{""canonical_drug_id"": ""CHEMBL1078178"", ""cluster"": ""3"", ""cluster_n_images"": ""9"", ""drug_name"": ""MOMELOTINIB"", ""drug_rank"": ""29"", ""linkage_hypothesis"": ""Cluster 3 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline."", ""psoriasis_4tier"": ""Tier 3"", ""target_axis"": ""nan""}"
imev_4d7c83433fd7709a,Psoriasis,imcluster_e3a11e1a6c3719d7,CHEMBL2103743,TOFACITINIB CITRATE,30,Tier 2,nan,,Cluster 3 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,120,"{""canonical_drug_id"": ""CHEMBL2103743"", ""cluster"": ""3"", ""cluster_n_images"": ""9"", ""drug_name"": ""TOFACITINIB CITRATE"", ""drug_rank"": ""30"", ""linkage_hypothesis"": ""Cluster 3 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline."", ""psoriasis_4tier"": ""Tier 2"", ""target_axis"": ""nan""}"
imev_d3f9a473bc773547,RA,imcluster_bf3b193dd6b7d10a,CHEMBL1789941,RUXOLITINIB,1,tier1_reference_anchor,JAK/STAT inflammatory axis,,RUXOLITINIB fits the highest erosion burden cluster through JAK/STAT inflammatory axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,1,"{""best_model"": ""CatBoost"", ""best_rank"": ""1"", ""canonical_drug_id"": ""CHEMBL1789941"", ""cluster"": ""0"", ""cluster_drug_priority"": ""high"", ""cluster_label"": ""highest erosion burden"", ""cluster_mean_svdh_bone_erosion"": ""1.8432835820895523"", ""cluster_n_patients"": ""134"", ""cluster_n_wrist_images"": ""477"", ""drug_name"": ""RUXOLITINIB"", ""hypothesis"": ""RUXOLITINIB fits the highest erosion burden cluster through JAK/STAT inflammatory axis; validate against RA radiographic progression cohorts."", ""selection_tier"": ""tier1_reference_anchor"", ""target_axis"": ""JAK/STAT inflammatory axis""}"
imev_d3fe5166abeeb97e,RA,imcluster_bf3b193dd6b7d10a,CHEMBL221959,TOFACITINIB,12,tier1_reference_anchor,JAK/STAT inflammatory axis,,TOFACITINIB fits the highest erosion burden cluster through JAK/STAT inflammatory axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,2,"{""best_model"": ""CatBoost"", ""best_rank"": ""12"", ""canonical_drug_id"": ""CHEMBL221959"", ""cluster"": ""0"", ""cluster_drug_priority"": ""high"", ""cluster_label"": ""highest erosion burden"", ""cluster_mean_svdh_bone_erosion"": ""1.8432835820895523"", ""cluster_n_patients"": ""134"", ""cluster_n_wrist_images"": ""477"", ""drug_name"": ""TOFACITINIB"", ""hypothesis"": ""TOFACITINIB fits the highest erosion burden cluster through JAK/STAT inflammatory axis; validate against RA radiographic progression cohorts."", ""selection_tier"": ""tier1_reference_anchor"", ""target_axis"": ""JAK/STAT inflammatory axis""}"
imev_e19c103b020e9ddb,RA,imcluster_bf3b193dd6b7d10a,CHEMBL1873475,IBRUTINIB,2,tier2_cross_model_supported,B-cell / BTK axis,,IBRUTINIB fits the highest erosion burden cluster through B-cell / BTK axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,3,"{""best_model"": ""CatBoost"", ""best_rank"": ""2"", ""canonical_drug_id"": ""CHEMBL1873475"", ""cluster"": ""0"", ""cluster_drug_priority"": ""high"", ""cluster_label"": ""highest erosion burden"", ""cluster_mean_svdh_bone_erosion"": ""1.8432835820895523"", ""cluster_n_patients"": ""134"", ""cluster_n_wrist_images"": ""477"", ""drug_name"": ""IBRUTINIB"", ""hypothesis"": ""IBRUTINIB fits the highest erosion burden cluster through B-cell / BTK axis; validate against RA radiographic progression cohorts."", ""selection_tier"": ""tier2_cross_model_supported"", ""target_axis"": ""B-cell / BTK axis""}"
imev_fa69b0f84d75d89b,RA,imcluster_bf3b193dd6b7d10a,CHEMBL4297674,BRANEBRUTINIB,3,tier2_cross_model_supported,B-cell / BTK axis,,BRANEBRUTINIB fits the highest erosion burden cluster through B-cell / BTK axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,4,"{""best_model"": ""CatBoost"", ""best_rank"": ""3"", ""canonical_drug_id"": ""CHEMBL4297674"", ""cluster"": ""0"", ""cluster_drug_priority"": ""high"", ""cluster_label"": ""highest erosion burden"", ""cluster_mean_svdh_bone_erosion"": ""1.8432835820895523"", ""cluster_n_patients"": ""134"", ""cluster_n_wrist_images"": ""477"", ""drug_name"": ""BRANEBRUTINIB"", ""hypothesis"": ""BRANEBRUTINIB fits the highest erosion burden cluster through B-cell / BTK axis; validate against RA radiographic progression cohorts."", ""selection_tier"": ""tier2_cross_model_supported"", ""target_axis"": ""B-cell / BTK axis""}"
imev_ebcac05a3d1894d9,RA,imcluster_bf3b193dd6b7d10a,CHEMBL4594420,LUXEPTINIB,4,tier2_cross_model_supported,B-cell / BTK axis,,LUXEPTINIB fits the highest erosion burden cluster through B-cell / BTK axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,5,"{""best_model"": ""ExtraTrees"", ""best_rank"": ""4"", ""canonical_drug_id"": ""CHEMBL4594420"", ""cluster"": ""0"", ""cluster_drug_priority"": ""high"", ""cluster_label"": ""highest erosion burden"", ""cluster_mean_svdh_bone_erosion"": ""1.8432835820895523"", ""cluster_n_patients"": ""134"", ""cluster_n_wrist_images"": ""477"", ""drug_name"": ""LUXEPTINIB"", ""hypothesis"": ""LUXEPTINIB fits the highest erosion burden cluster through B-cell / BTK axis; validate against RA radiographic progression cohorts."", ""selection_tier"": ""tier2_cross_model_supported"", ""target_axis"": ""B-cell / BTK axis""}"
imev_094027e05126e003,RA,imcluster_bf3b193dd6b7d10a,CHEMBL388978,STAUROSPORINE,4,tier2_cross_model_supported,broad kinase; research-only signal,,STAUROSPORINE fits the highest erosion burden cluster through broad kinase; research-only signal; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,6,"{""best_model"": ""CatBoost"", ""best_rank"": ""4"", ""canonical_drug_id"": ""CHEMBL388978"", ""cluster"": ""0"", ""cluster_drug_priority"": ""low"", ""cluster_label"": ""highest erosion burden"", ""cluster_mean_svdh_bone_erosion"": ""1.8432835820895523"", ""cluster_n_patients"": ""134"", ""cluster_n_wrist_images"": ""477"", ""drug_name"": ""STAUROSPORINE"", ""hypothesis"": ""STAUROSPORINE fits the highest erosion burden cluster through broad kinase; research-only signal; validate against RA radiographic progression cohorts."", ""selection_tier"": ""tier2_cross_model_supported"", ""target_axis"": ""broad kinase; research-only signal""}"
imev_271fc6dc53fb186c,RA,imcluster_bf3b193dd6b7d10a,CHEMBL1231124,AZD-1480,6,tier2_cross_model_supported,JAK/STAT inflammatory axis,,AZD-1480 fits the highest erosion burden cluster through JAK/STAT inflammatory axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,7,"{""best_model"": ""CatBoost"", ""best_rank"": ""6"", ""canonical_drug_id"": ""CHEMBL1231124"", ""cluster"": ""0"", ""cluster_drug_priority"": ""high"", ""cluster_label"": ""highest erosion burden"", ""cluster_mean_svdh_bone_erosion"": ""1.8432835820895523"", ""cluster_n_patients"": ""134"", ""cluster_n_wrist_images"": ""477"", ""drug_name"": ""AZD-1480"", ""hypothesis"": ""AZD-1480 fits the highest erosion burden cluster through JAK/STAT inflammatory axis; validate against RA radiographic progression cohorts."", ""selection_tier"": ""tier2_cross_model_supported"", ""target_axis"": ""JAK/STAT inflammatory axis""}"
imev_57e7ec7654c0c4d5,RA,imcluster_bf3b193dd6b7d10a,CHEMBL4303389,NS-018,7,tier2_cross_model_supported,JAK/STAT inflammatory axis,,NS-018 fits the highest erosion burden cluster through JAK/STAT inflammatory axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,8,"{""best_model"": ""CatBoost"", ""best_rank"": ""7"", ""canonical_drug_id"": ""CHEMBL4303389"", ""cluster"": ""0"", ""cluster_drug_priority"": ""high"", ""cluster_label"": ""highest erosion burden"", ""cluster_mean_svdh_bone_erosion"": ""1.8432835820895523"", ""cluster_n_patients"": ""134"", ""cluster_n_wrist_images"": ""477"", ""drug_name"": ""NS-018"", ""hypothesis"": ""NS-018 fits the highest erosion burden cluster through JAK/STAT inflammatory axis; validate against RA radiographic progression cohorts."", ""selection_tier"": ""tier2_cross_model_supported"", ""target_axis"": ""JAK/STAT inflammatory axis""}"
imev_352b0a2fbf6e26f8,RA,imcluster_bf3b193dd6b7d10a,CHEMBL4756476,NEMTABRUTINIB,8,tier2_cross_model_supported,B-cell / BTK axis,,NEMTABRUTINIB fits the highest erosion burden cluster through B-cell / BTK axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,9,"{""best_model"": ""CatBoost"", ""best_rank"": ""8"", ""canonical_drug_id"": ""CHEMBL4756476"", ""cluster"": ""0"", ""cluster_drug_priority"": ""high"", ""cluster_label"": ""highest erosion burden"", ""cluster_mean_svdh_bone_erosion"": ""1.8432835820895523"", ""cluster_n_patients"": ""134"", ""cluster_n_wrist_images"": ""477"", ""drug_name"": ""NEMTABRUTINIB"", ""hypothesis"": ""NEMTABRUTINIB fits the highest erosion burden cluster through B-cell / BTK axis; validate against RA radiographic progression cohorts."", ""selection_tier"": ""tier2_cross_model_supported"", ""target_axis"": ""B-cell / BTK axis""}"
imev_c82a0f4ec6ceb606,RA,imcluster_bf3b193dd6b7d10a,CHEMBL3936761,ZANUBRUTINIB,8,tier2_cross_model_supported,B-cell / BTK axis,,ZANUBRUTINIB fits the highest erosion burden cluster through B-cell / BTK axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,10,"{""best_model"": ""ExtraTrees"", ""best_rank"": ""8"", ""canonical_drug_id"": ""CHEMBL3936761"", ""cluster"": ""0"", ""cluster_drug_priority"": ""high"", ""cluster_label"": ""highest erosion burden"", ""cluster_mean_svdh_bone_erosion"": ""1.8432835820895523"", ""cluster_n_patients"": ""134"", ""cluster_n_wrist_images"": ""477"", ""drug_name"": ""ZANUBRUTINIB"", ""hypothesis"": ""ZANUBRUTINIB fits the highest erosion burden cluster through B-cell / BTK axis; validate against RA radiographic progression cohorts."", ""selection_tier"": ""tier2_cross_model_supported"", ""target_axis"": ""B-cell / BTK axis""}"
imev_816d8c2a79124c15,RA,imcluster_bf3b193dd6b7d10a,CHEMBL3900554,BMS-986142,9,tier2_cross_model_supported,JAK/STAT inflammatory axis,,BMS-986142 fits the highest erosion burden cluster through JAK/STAT inflammatory axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,11,"{""best_model"": ""CatBoost"", ""best_rank"": ""9"", ""canonical_drug_id"": ""CHEMBL3900554"", ""cluster"": ""0"", ""cluster_drug_priority"": ""high"", ""cluster_label"": ""highest erosion burden"", ""cluster_mean_svdh_bone_erosion"": ""1.8432835820895523"", ""cluster_n_patients"": ""134"", ""cluster_n_wrist_images"": ""477"", ""drug_name"": ""BMS-986142"", ""hypothesis"": ""BMS-986142 fits the highest erosion burden cluster through JAK/STAT inflammatory axis; validate against RA radiographic progression cohorts."", ""selection_tier"": ""tier2_cross_model_supported"", ""target_axis"": ""JAK/STAT inflammatory axis""}"
imev_2e9c48b5d3d45a6d,RA,imcluster_bf3b193dd6b7d10a,CHEMBL4209441,SOFNOBRUTINIB,9,tier2_cross_model_supported,RA inflammatory kinase axis,,SOFNOBRUTINIB fits the highest erosion burden cluster through RA inflammatory kinase axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,12,"{""best_model"": ""ExtraTrees"", ""best_rank"": ""9"", ""canonical_drug_id"": ""CHEMBL4209441"", ""cluster"": ""0"", ""cluster_drug_priority"": ""medium"", ""cluster_label"": ""highest erosion burden"", ""cluster_mean_svdh_bone_erosion"": ""1.8432835820895523"", ""cluster_n_patients"": ""134"", ""cluster_n_wrist_images"": ""477"", ""drug_name"": ""SOFNOBRUTINIB"", ""hypothesis"": ""SOFNOBRUTINIB fits the highest erosion burden cluster through RA inflammatory kinase axis; validate against RA radiographic progression cohorts."", ""selection_tier"": ""tier2_cross_model_supported"", ""target_axis"": ""RA inflammatory kinase axis""}"
imev_fa8ab2096b83b614,RA,imcluster_bf3b193dd6b7d10a,CHEMBL4297865,ABIVERTINIB,10,tier2_cross_model_supported,JAK/STAT inflammatory axis,,ABIVERTINIB fits the highest erosion burden cluster through JAK/STAT inflammatory axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,13,"{""best_model"": ""CatBoost"", ""best_rank"": ""10"", ""canonical_drug_id"": ""CHEMBL4297865"", ""cluster"": ""0"", ""cluster_drug_priority"": ""high"", ""cluster_label"": ""highest erosion burden"", ""cluster_mean_svdh_bone_erosion"": ""1.8432835820895523"", ""cluster_n_patients"": ""134"", ""cluster_n_wrist_images"": ""477"", ""drug_name"": ""ABIVERTINIB"", ""hypothesis"": ""ABIVERTINIB fits the highest erosion burden cluster through JAK/STAT inflammatory axis; validate against RA radiographic progression cohorts."", ""selection_tier"": ""tier2_cross_model_supported"", ""target_axis"": ""JAK/STAT inflammatory axis""}"
imev_c1dcc81778168bad,RA,imcluster_bf3b193dd6b7d10a,CHEMBL4066193,ATINVICITINIB,12,tier2_cross_model_supported,RA inflammatory kinase axis,,ATINVICITINIB fits the highest erosion burden cluster through RA inflammatory kinase axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,14,"{""best_model"": ""ExtraTrees"", ""best_rank"": ""12"", ""canonical_drug_id"": ""CHEMBL4066193"", ""cluster"": ""0"", ""cluster_drug_priority"": ""medium"", ""cluster_label"": ""highest erosion burden"", ""cluster_mean_svdh_bone_erosion"": ""1.8432835820895523"", ""cluster_n_patients"": ""134"", ""cluster_n_wrist_images"": ""477"", ""drug_name"": ""ATINVICITINIB"", ""hypothesis"": ""ATINVICITINIB fits the highest erosion burden cluster through RA inflammatory kinase axis; validate against RA radiographic progression cohorts."", ""selection_tier"": ""tier2_cross_model_supported"", ""target_axis"": ""RA inflammatory kinase axis""}"
imev_7a6cd0098f0a9a57,RA,imcluster_bf3b193dd6b7d10a,CHEMBL5077961,MILREBRUTINIB,14,tier2_cross_model_supported,RA inflammatory kinase axis,,MILREBRUTINIB fits the highest erosion burden cluster through RA inflammatory kinase axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,15,"{""best_model"": ""CatBoost"", ""best_rank"": ""14"", ""canonical_drug_id"": ""CHEMBL5077961"", ""cluster"": ""0"", ""cluster_drug_priority"": ""medium"", ""cluster_label"": ""highest erosion burden"", ""cluster_mean_svdh_bone_erosion"": ""1.8432835820895523"", ""cluster_n_patients"": ""134"", ""cluster_n_wrist_images"": ""477"", ""drug_name"": ""MILREBRUTINIB"", ""hypothesis"": ""MILREBRUTINIB fits the highest erosion burden cluster through RA inflammatory kinase axis; validate against RA radiographic progression cohorts."", ""selection_tier"": ""tier2_cross_model_supported"", ""target_axis"": ""RA inflammatory kinase axis""}"
imev_7f1ceee1ef5f56fd,RA,imcluster_bf3b193dd6b7d10a,CHEMBL4447181,LONDAMOCITINIB,15,tier3_core_axis_supported,JAK/STAT inflammatory axis,,LONDAMOCITINIB fits the highest erosion burden cluster through JAK/STAT inflammatory axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,16,"{""best_model"": ""CatBoost"", ""best_rank"": ""15"", ""canonical_drug_id"": ""CHEMBL4447181"", ""cluster"": ""0"", ""cluster_drug_priority"": ""high"", ""cluster_label"": ""highest erosion burden"", ""cluster_mean_svdh_bone_erosion"": ""1.8432835820895523"", ""cluster_n_patients"": ""134"", ""cluster_n_wrist_images"": ""477"", ""drug_name"": ""LONDAMOCITINIB"", ""hypothesis"": ""LONDAMOCITINIB fits the highest erosion burden cluster through JAK/STAT inflammatory axis; validate against RA radiographic progression cohorts."", ""selection_tier"": ""tier3_core_axis_supported"", ""target_axis"": ""JAK/STAT inflammatory axis""}"
imev_b157d3b85dfd75ce,RA,imcluster_7ae414dfb8488ade,CHEMBL1789941,RUXOLITINIB,1,tier1_reference_anchor,JAK/STAT inflammatory axis,,RUXOLITINIB fits the lowest erosion burden cluster through JAK/STAT inflammatory axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,17,"{""best_model"": ""CatBoost"", ""best_rank"": ""1"", ""canonical_drug_id"": ""CHEMBL1789941"", ""cluster"": ""1"", ""cluster_drug_priority"": ""medium"", ""cluster_label"": ""lowest erosion burden"", ""cluster_mean_svdh_bone_erosion"": ""1.2191780821917808"", ""cluster_n_patients"": ""73"", ""cluster_n_wrist_images"": ""323"", ""drug_name"": ""RUXOLITINIB"", ""hypothesis"": ""RUXOLITINIB fits the lowest erosion burden cluster through JAK/STAT inflammatory axis; validate against RA radiographic progression cohorts."", ""selection_tier"": ""tier1_reference_anchor"", ""target_axis"": ""JAK/STAT inflammatory axis""}"
imev_4127c51d8e5410b6,RA,imcluster_7ae414dfb8488ade,CHEMBL221959,TOFACITINIB,12,tier1_reference_anchor,JAK/STAT inflammatory axis,,TOFACITINIB fits the lowest erosion burden cluster through JAK/STAT inflammatory axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,18,"{""best_model"": ""CatBoost"", ""best_rank"": ""12"", ""canonical_drug_id"": ""CHEMBL221959"", ""cluster"": ""1"", ""cluster_drug_priority"": ""medium"", ""cluster_label"": ""lowest erosion burden"", ""cluster_mean_svdh_bone_erosion"": ""1.2191780821917808"", ""cluster_n_patients"": ""73"", ""cluster_n_wrist_images"": ""323"", ""drug_name"": ""TOFACITINIB"", ""hypothesis"": ""TOFACITINIB fits the lowest erosion burden cluster through JAK/STAT inflammatory axis; validate against RA radiographic progression cohorts."", ""selection_tier"": ""tier1_reference_anchor"", ""target_axis"": ""JAK/STAT inflammatory axis""}"
imev_770106159f4a1763,RA,imcluster_7ae414dfb8488ade,CHEMBL1873475,IBRUTINIB,2,tier2_cross_model_supported,B-cell / BTK axis,,IBRUTINIB fits the lowest erosion burden cluster through B-cell / BTK axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,19,"{""best_model"": ""CatBoost"", ""best_rank"": ""2"", ""canonical_drug_id"": ""CHEMBL1873475"", ""cluster"": ""1"", ""cluster_drug_priority"": ""medium"", ""cluster_label"": ""lowest erosion burden"", ""cluster_mean_svdh_bone_erosion"": ""1.2191780821917808"", ""cluster_n_patients"": ""73"", ""cluster_n_wrist_images"": ""323"", ""drug_name"": ""IBRUTINIB"", ""hypothesis"": ""IBRUTINIB fits the lowest erosion burden cluster through B-cell / BTK axis; validate against RA radiographic progression cohorts."", ""selection_tier"": ""tier2_cross_model_supported"", ""target_axis"": ""B-cell / BTK axis""}"
imev_141c5dd7b92ac3cb,RA,imcluster_7ae414dfb8488ade,CHEMBL4297674,BRANEBRUTINIB,3,tier2_cross_model_supported,B-cell / BTK axis,,BRANEBRUTINIB fits the lowest erosion burden cluster through B-cell / BTK axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,20,"{""best_model"": ""CatBoost"", ""best_rank"": ""3"", ""canonical_drug_id"": ""CHEMBL4297674"", ""cluster"": ""1"", ""cluster_drug_priority"": ""medium"", ""cluster_label"": ""lowest erosion burden"", ""cluster_mean_svdh_bone_erosion"": ""1.2191780821917808"", ""cluster_n_patients"": ""73"", ""cluster_n_wrist_images"": ""323"", ""drug_name"": ""BRANEBRUTINIB"", ""hypothesis"": ""BRANEBRUTINIB fits the lowest erosion burden cluster through B-cell / BTK axis; validate against RA radiographic progression cohorts."", ""selection_tier"": ""tier2_cross_model_supported"", ""target_axis"": ""B-cell / BTK axis""}"
imev_1395f5b23fdc9056,RA,imcluster_7ae414dfb8488ade,CHEMBL4594420,LUXEPTINIB,4,tier2_cross_model_supported,B-cell / BTK axis,,LUXEPTINIB fits the lowest erosion burden cluster through B-cell / BTK axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,21,"{""best_model"": ""ExtraTrees"", ""best_rank"": ""4"", ""canonical_drug_id"": ""CHEMBL4594420"", ""cluster"": ""1"", ""cluster_drug_priority"": ""medium"", ""cluster_label"": ""lowest erosion burden"", ""cluster_mean_svdh_bone_erosion"": ""1.2191780821917808"", ""cluster_n_patients"": ""73"", ""cluster_n_wrist_images"": ""323"", ""drug_name"": ""LUXEPTINIB"", ""hypothesis"": ""LUXEPTINIB fits the lowest erosion burden cluster through B-cell / BTK axis; validate against RA radiographic progression cohorts."", ""selection_tier"": ""tier2_cross_model_supported"", ""target_axis"": ""B-cell / BTK axis""}"
imev_dfceb303a0c21f89,RA,imcluster_7ae414dfb8488ade,CHEMBL388978,STAUROSPORINE,4,tier2_cross_model_supported,broad kinase; research-only signal,,STAUROSPORINE fits the lowest erosion burden cluster through broad kinase; research-only signal; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,22,"{""best_model"": ""CatBoost"", ""best_rank"": ""4"", ""canonical_drug_id"": ""CHEMBL388978"", ""cluster"": ""1"", ""cluster_drug_priority"": ""low"", ""cluster_label"": ""lowest erosion burden"", ""cluster_mean_svdh_bone_erosion"": ""1.2191780821917808"", ""cluster_n_patients"": ""73"", ""cluster_n_wrist_images"": ""323"", ""drug_name"": ""STAUROSPORINE"", ""hypothesis"": ""STAUROSPORINE fits the lowest erosion burden cluster through broad kinase; research-only signal; validate against RA radiographic progression cohorts."", ""selection_tier"": ""tier2_cross_model_supported"", ""target_axis"": ""broad kinase; research-only signal""}"
imev_43d8e0fb2af8c060,RA,imcluster_7ae414dfb8488ade,CHEMBL1231124,AZD-1480,6,tier2_cross_model_supported,JAK/STAT inflammatory axis,,AZD-1480 fits the lowest erosion burden cluster through JAK/STAT inflammatory axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,23,"{""best_model"": ""CatBoost"", ""best_rank"": ""6"", ""canonical_drug_id"": ""CHEMBL1231124"", ""cluster"": ""1"", ""cluster_drug_priority"": ""medium"", ""cluster_label"": ""lowest erosion burden"", ""cluster_mean_svdh_bone_erosion"": ""1.2191780821917808"", ""cluster_n_patients"": ""73"", ""cluster_n_wrist_images"": ""323"", ""drug_name"": ""AZD-1480"", ""hypothesis"": ""AZD-1480 fits the lowest erosion burden cluster through JAK/STAT inflammatory axis; validate against RA radiographic progression cohorts."", ""selection_tier"": ""tier2_cross_model_supported"", ""target_axis"": ""JAK/STAT inflammatory axis""}"
imev_fcaba34e01260754,RA,imcluster_7ae414dfb8488ade,CHEMBL4303389,NS-018,7,tier2_cross_model_supported,JAK/STAT inflammatory axis,,NS-018 fits the lowest erosion burden cluster through JAK/STAT inflammatory axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,24,"{""best_model"": ""CatBoost"", ""best_rank"": ""7"", ""canonical_drug_id"": ""CHEMBL4303389"", ""cluster"": ""1"", ""cluster_drug_priority"": ""medium"", ""cluster_label"": ""lowest erosion burden"", ""cluster_mean_svdh_bone_erosion"": ""1.2191780821917808"", ""cluster_n_patients"": ""73"", ""cluster_n_wrist_images"": ""323"", ""drug_name"": ""NS-018"", ""hypothesis"": ""NS-018 fits the lowest erosion burden cluster through JAK/STAT inflammatory axis; validate against RA radiographic progression cohorts."", ""selection_tier"": ""tier2_cross_model_supported"", ""target_axis"": ""JAK/STAT inflammatory axis""}"
imev_24ce025a8d2b36ec,RA,imcluster_7ae414dfb8488ade,CHEMBL4756476,NEMTABRUTINIB,8,tier2_cross_model_supported,B-cell / BTK axis,,NEMTABRUTINIB fits the lowest erosion burden cluster through B-cell / BTK axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,25,"{""best_model"": ""CatBoost"", ""best_rank"": ""8"", ""canonical_drug_id"": ""CHEMBL4756476"", ""cluster"": ""1"", ""cluster_drug_priority"": ""medium"", ""cluster_label"": ""lowest erosion burden"", ""cluster_mean_svdh_bone_erosion"": ""1.2191780821917808"", ""cluster_n_patients"": ""73"", ""cluster_n_wrist_images"": ""323"", ""drug_name"": ""NEMTABRUTINIB"", ""hypothesis"": ""NEMTABRUTINIB fits the lowest erosion burden cluster through B-cell / BTK axis; validate against RA radiographic progression cohorts."", ""selection_tier"": ""tier2_cross_model_supported"", ""target_axis"": ""B-cell / BTK axis""}"
imev_8b260ee7241e6d4f,RA,imcluster_7ae414dfb8488ade,CHEMBL3936761,ZANUBRUTINIB,8,tier2_cross_model_supported,B-cell / BTK axis,,ZANUBRUTINIB fits the lowest erosion burden cluster through B-cell / BTK axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,26,"{""best_model"": ""ExtraTrees"", ""best_rank"": ""8"", ""canonical_drug_id"": ""CHEMBL3936761"", ""cluster"": ""1"", ""cluster_drug_priority"": ""medium"", ""cluster_label"": ""lowest erosion burden"", ""cluster_mean_svdh_bone_erosion"": ""1.2191780821917808"", ""cluster_n_patients"": ""73"", ""cluster_n_wrist_images"": ""323"", ""drug_name"": ""ZANUBRUTINIB"", ""hypothesis"": ""ZANUBRUTINIB fits the lowest erosion burden cluster through B-cell / BTK axis; validate against RA radiographic progression cohorts."", ""selection_tier"": ""tier2_cross_model_supported"", ""target_axis"": ""B-cell / BTK axis""}"
imev_7ca07abeee1b9337,RA,imcluster_7ae414dfb8488ade,CHEMBL3900554,BMS-986142,9,tier2_cross_model_supported,JAK/STAT inflammatory axis,,BMS-986142 fits the lowest erosion burden cluster through JAK/STAT inflammatory axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,27,"{""best_model"": ""CatBoost"", ""best_rank"": ""9"", ""canonical_drug_id"": ""CHEMBL3900554"", ""cluster"": ""1"", ""cluster_drug_priority"": ""medium"", ""cluster_label"": ""lowest erosion burden"", ""cluster_mean_svdh_bone_erosion"": ""1.2191780821917808"", ""cluster_n_patients"": ""73"", ""cluster_n_wrist_images"": ""323"", ""drug_name"": ""BMS-986142"", ""hypothesis"": ""BMS-986142 fits the lowest erosion burden cluster through JAK/STAT inflammatory axis; validate against RA radiographic progression cohorts."", ""selection_tier"": ""tier2_cross_model_supported"", ""target_axis"": ""JAK/STAT inflammatory axis""}"
