evidence_id,disease_id,cluster_id,drug_id,drug_name,rank,tier,target,target_pathway,evidence_text,source_file,source_row_number,raw_json
imev_67cb5dc347c64d7c,HNSC,imcluster_93baab94defd2986,1003,Camptothecin,2,,TOP1 TOP1 DNA replication TOP1,,TP53 mutated (72%); CDKN2A mutated (22%),HNSC_drug_linkage.csv,5,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1003"", ""cluster"": ""0"", ""drug_name"": ""Camptothecin"", ""drug_rank"": ""2"", ""fit_score"": ""0.4"", ""hnsc_4tier"": ""Tier 4"", ""rationale"": ""TP53 mutated (72%); CDKN2A mutated (22%)"", ""targets"": ""TOP1 TOP1 DNA replication TOP1""}"
imev_6e14d6553e264bdc,HNSC,imcluster_93baab94defd2986,1817,Romidepsin,3,,"HDAC1|HDAC2|HDAC3|HDAC8 HDAC1, HDAC2, HDAC3, HDAC8 Chromatin histone acetylation HDAC1|HDAC2|HDAC3|HDAC8",,TP53 mutated (72%); CDKN2A mutated (22%),HNSC_drug_linkage.csv,6,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1817"", ""cluster"": ""0"", ""drug_name"": ""Romidepsin"", ""drug_rank"": ""3"", ""fit_score"": ""0.4"", ""hnsc_4tier"": ""Tier 3"", ""rationale"": ""TP53 mutated (72%); CDKN2A mutated (22%)"", ""targets"": ""HDAC1|HDAC2|HDAC3|HDAC8 HDAC1, HDAC2, HDAC3, HDAC8 Chromatin histone acetylation HDAC1|HDAC2|HDAC3|HDAC8""}"
imev_00498af7287ffc9c,HNSC,imcluster_93baab94defd2986,1086,BI-2536,7,,"PLK1|PLK2|PLK3 PLK1, PLK2, PLK3 Cell cycle PLK1|PLK2|PLK3",,TP53 mutated (72%); CDKN2A mutated (22%),HNSC_drug_linkage.csv,7,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1086"", ""cluster"": ""0"", ""drug_name"": ""BI-2536"", ""drug_rank"": ""7"", ""fit_score"": ""0.4"", ""hnsc_4tier"": ""Tier 3"", ""rationale"": ""TP53 mutated (72%); CDKN2A mutated (22%)"", ""targets"": ""PLK1|PLK2|PLK3 PLK1, PLK2, PLK3 Cell cycle PLK1|PLK2|PLK3""}"
imev_3b74c7110d3c51e3,HNSC,imcluster_93baab94defd2986,1372,Trametinib,9,,"MEK1|MEK2 MEK1, MEK2 ERK MAPK signaling MAP2K1|MAP2K2",,TP53 mutated (72%); CDKN2A mutated (22%),HNSC_drug_linkage.csv,8,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1372"", ""cluster"": ""0"", ""drug_name"": ""Trametinib"", ""drug_rank"": ""9"", ""fit_score"": ""0.4"", ""hnsc_4tier"": ""Tier 3"", ""rationale"": ""TP53 mutated (72%); CDKN2A mutated (22%)"", ""targets"": ""MEK1|MEK2 MEK1, MEK2 ERK MAPK signaling MAP2K1|MAP2K2""}"
imev_827dcc6794ba282b,HNSC,imcluster_93baab94defd2986,1259,Talazoparib,12,,"PARP1|PARP2 PARP1, PARP2 Genome integrity PARP1|PARP2",,TP53 mutated (72%); CDKN2A mutated (22%),HNSC_drug_linkage.csv,9,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1259"", ""cluster"": ""0"", ""drug_name"": ""Talazoparib"", ""drug_rank"": ""12"", ""fit_score"": ""0.4"", ""hnsc_4tier"": ""Tier 3"", ""rationale"": ""TP53 mutated (72%); CDKN2A mutated (22%)"", ""targets"": ""PARP1|PARP2 PARP1, PARP2 Genome integrity PARP1|PARP2""}"
imev_3877ff363303fbdd,HNSC,imcluster_93baab94defd2986,2040,Foretinib,13,,"EGFR|FGFR1|FLT4|KDR|MET|PDGFR|RON|TIE2|VEGFR3 MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR RTK signaling EGFR|FGFR1|FLT4|KDR|MET|PDGFR|RON|TIE2|VEGFR3",,TP53 mutated (72%); CDKN2A mutated (22%),HNSC_drug_linkage.csv,10,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""2040"", ""cluster"": ""0"", ""drug_name"": ""Foretinib"", ""drug_rank"": ""13"", ""fit_score"": ""0.4"", ""hnsc_4tier"": ""Tier 3"", ""rationale"": ""TP53 mutated (72%); CDKN2A mutated (22%)"", ""targets"": ""EGFR|FGFR1|FLT4|KDR|MET|PDGFR|RON|TIE2|VEGFR3 MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR RTK signaling EGFR|FGFR1|FLT4|KDR|MET|PDGFR|RON|TIE2|VEGFR3""}"
imev_98ad9d4de4dc3cb8,HNSC,imcluster_93baab94defd2986,1632,Ribociclib,15,,"CDK4|CDK6 CDK4, CDK6 Cell cycle CDK4|CDK6",,TP53 mutated (72%); CDKN2A mutated (22%),HNSC_drug_linkage.csv,11,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1632"", ""cluster"": ""0"", ""drug_name"": ""Ribociclib"", ""drug_rank"": ""15"", ""fit_score"": ""0.4"", ""hnsc_4tier"": ""Tier 3"", ""rationale"": ""TP53 mutated (72%); CDKN2A mutated (22%)"", ""targets"": ""CDK4|CDK6 CDK4, CDK6 Cell cycle CDK4|CDK6""}"
imev_f2b8fc4ae7bd9b1e,HNSC,imcluster_93baab94defd2986,1053,MK-2206,16,,"AKT1|AKT2 AKT1, AKT2 PI3K/MTOR signaling AKT1|AKT2",,TP53 mutated (72%); CDKN2A mutated (22%),HNSC_drug_linkage.csv,12,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1053"", ""cluster"": ""0"", ""drug_name"": ""MK-2206"", ""drug_rank"": ""16"", ""fit_score"": ""0.4"", ""hnsc_4tier"": ""Tier 3"", ""rationale"": ""TP53 mutated (72%); CDKN2A mutated (22%)"", ""targets"": ""AKT1|AKT2 AKT1, AKT2 PI3K/MTOR signaling AKT1|AKT2""}"
imev_fe1cc61e9f3bb190,HNSC,imcluster_93baab94defd2986,1031,Elesclomol,17,,HSP90 HSP90 Protein stability and degradation HSP90AA1,,TP53 mutated (72%); CDKN2A mutated (22%),HNSC_drug_linkage.csv,13,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1031"", ""cluster"": ""0"", ""drug_name"": ""Elesclomol"", ""drug_rank"": ""17"", ""fit_score"": ""0.4"", ""hnsc_4tier"": ""Tier 3"", ""rationale"": ""TP53 mutated (72%); CDKN2A mutated (22%)"", ""targets"": ""HSP90 HSP90 Protein stability and degradation HSP90AA1""}"
imev_832526b784e64e15,HNSC,imcluster_93baab94defd2986,1593,Entinostat,18,,"HDAC1|HDAC3 HDAC1, HDAC3 Chromatin histone acetylation HDAC1|HDAC3",,TP53 mutated (72%); CDKN2A mutated (22%),HNSC_drug_linkage.csv,14,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1593"", ""cluster"": ""0"", ""drug_name"": ""Entinostat"", ""drug_rank"": ""18"", ""fit_score"": ""0.4"", ""hnsc_4tier"": ""Tier 3"", ""rationale"": ""TP53 mutated (72%); CDKN2A mutated (22%)"", ""targets"": ""HDAC1|HDAC3 HDAC1, HDAC3 Chromatin histone acetylation HDAC1|HDAC3""}"
imev_01798136c5b9fd57,HNSC,imcluster_93baab94defd2986,1558,Lapatinib,19,,"EGFR|ERBB2 EGFR, ERBB2 EGFR signaling EGFR|ERBB2",,TP53 mutated (72%); CDKN2A mutated (22%),HNSC_drug_linkage.csv,15,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1558"", ""cluster"": ""0"", ""drug_name"": ""Lapatinib"", ""drug_rank"": ""19"", ""fit_score"": ""0.4"", ""hnsc_4tier"": ""Tier 3"", ""rationale"": ""TP53 mutated (72%); CDKN2A mutated (22%)"", ""targets"": ""EGFR|ERBB2 EGFR, ERBB2 EGFR signaling EGFR|ERBB2""}"
imev_f03352bb0df56b75,HNSC,imcluster_93baab94defd2986,1051,Alisertib,20,,AURKA AURKA Mitosis AURKA,,TP53 mutated (72%); CDKN2A mutated (22%),HNSC_drug_linkage.csv,16,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1051"", ""cluster"": ""0"", ""drug_name"": ""Alisertib"", ""drug_rank"": ""20"", ""fit_score"": ""0.4"", ""hnsc_4tier"": ""Tier 3"", ""rationale"": ""TP53 mutated (72%); CDKN2A mutated (22%)"", ""targets"": ""AURKA AURKA Mitosis AURKA""}"
imev_9cef288b5e49d908,HNSC,imcluster_93baab94defd2986,1054,Palbociclib,21,,"CDK4|CDK6 CDK4, CDK6 Cell cycle CDK4|CDK6",,TP53 mutated (72%); CDKN2A mutated (22%),HNSC_drug_linkage.csv,17,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1054"", ""cluster"": ""0"", ""drug_name"": ""Palbociclib"", ""drug_rank"": ""21"", ""fit_score"": ""0.4"", ""hnsc_4tier"": ""Tier 3"", ""rationale"": ""TP53 mutated (72%); CDKN2A mutated (22%)"", ""targets"": ""CDK4|CDK6 CDK4, CDK6 Cell cycle CDK4|CDK6""}"
imev_188579b87c63d5fb,HNSC,imcluster_93baab94defd2986,1862,MG-132,23,,"CAPN1|PROTEASOME Proteasome, CAPN1 Protein stability and degradation CAPN1|PROTEASOME",,TP53 mutated (72%); CDKN2A mutated (22%),HNSC_drug_linkage.csv,18,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1862"", ""cluster"": ""0"", ""drug_name"": ""MG-132"", ""drug_rank"": ""23"", ""fit_score"": ""0.4"", ""hnsc_4tier"": ""Tier 4"", ""rationale"": ""TP53 mutated (72%); CDKN2A mutated (22%)"", ""targets"": ""CAPN1|PROTEASOME Proteasome, CAPN1 Protein stability and degradation CAPN1|PROTEASOME""}"
imev_3a9590c06c468fee,HNSC,imcluster_93baab94defd2986,1553,Uprosertib,26,,"AKT1|AKT2|AKT3 AKT1, AKT2, AKT3 PI3K/MTOR signaling AKT1|AKT2|AKT3",,TP53 mutated (72%); CDKN2A mutated (22%),HNSC_drug_linkage.csv,19,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1553"", ""cluster"": ""0"", ""drug_name"": ""Uprosertib"", ""drug_rank"": ""26"", ""fit_score"": ""0.4"", ""hnsc_4tier"": ""Tier 3"", ""rationale"": ""TP53 mutated (72%); CDKN2A mutated (22%)"", ""targets"": ""AKT1|AKT2|AKT3 AKT1, AKT2, AKT3 PI3K/MTOR signaling AKT1|AKT2|AKT3""}"
imev_e5b91bc920aa7944,HNSC,imcluster_93baab94defd2986,1010,Gefitinib,30,,EGFR EGFR EGFR signaling EGFR,,TP53 mutated (72%); CDKN2A mutated (22%),HNSC_drug_linkage.csv,20,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1010"", ""cluster"": ""0"", ""drug_name"": ""Gefitinib"", ""drug_rank"": ""30"", ""fit_score"": ""0.4"", ""hnsc_4tier"": ""Tier 3"", ""rationale"": ""TP53 mutated (72%); CDKN2A mutated (22%)"", ""targets"": ""EGFR EGFR EGFR signaling EGFR""}"
imev_b04d78df7dfd65e1,HNSC,imcluster_93baab94defd2986,1080,Paclitaxel,11,,MICROTUBULE STABILISER Microtubule stabiliser Mitosis MICROTUBULESTABILISER,,TP53 mutated (72%); CDKN2A mutated (22%) | current HNSC therapy benchmark,HNSC_drug_linkage.csv,21,"{""admet_filter"": ""EXCLUDE"", ""canonical_drug_id"": ""1080"", ""cluster"": ""0"", ""drug_name"": ""Paclitaxel"", ""drug_rank"": ""11"", ""fit_score"": ""0.3"", ""hnsc_4tier"": ""Tier 1"", ""rationale"": ""TP53 mutated (72%); CDKN2A mutated (22%) | current HNSC therapy benchmark"", ""targets"": ""MICROTUBULE STABILISER Microtubule stabiliser Mitosis MICROTUBULESTABILISER""}"
imev_8d105801524bbd92,HNSC,imcluster_93baab94defd2986,1008,Methotrexate,29,,ANTIMETABOLITE Antimetabolite DNA replication ANTIMETABOLITE,,TP53 mutated (72%); CDKN2A mutated (22%) | current HNSC therapy benchmark,HNSC_drug_linkage.csv,22,"{""admet_filter"": ""EXCLUDE"", ""canonical_drug_id"": ""1008"", ""cluster"": ""0"", ""drug_name"": ""Methotrexate"", ""drug_rank"": ""29"", ""fit_score"": ""0.3"", ""hnsc_4tier"": ""Tier 1"", ""rationale"": ""TP53 mutated (72%); CDKN2A mutated (22%) | current HNSC therapy benchmark"", ""targets"": ""ANTIMETABOLITE Antimetabolite DNA replication ANTIMETABOLITE""}"
imev_1d831b8b094eefdc,HNSC,imcluster_93baab94defd2986,1016,Temsirolimus,4,,MTOR MTOR PI3K/MTOR signaling MTOR,,TP53 mutated (72%); CDKN2A mutated (22%) | HNSC research or clinical evidence,HNSC_drug_linkage.csv,23,"{""admet_filter"": ""EXCLUDE"", ""canonical_drug_id"": ""1016"", ""cluster"": ""0"", ""drug_name"": ""Temsirolimus"", ""drug_rank"": ""4"", ""fit_score"": ""0.2"", ""hnsc_4tier"": ""Tier 2"", ""rationale"": ""TP53 mutated (72%); CDKN2A mutated (22%) | HNSC research or clinical evidence"", ""targets"": ""MTOR MTOR PI3K/MTOR signaling MTOR""}"
imev_6a841b84b5e426a4,HNSC,imcluster_93baab94defd2986,1808,Topotecan,5,,TOP1 TOP1 DNA replication TOP1,,TP53 mutated (72%); CDKN2A mutated (22%) | HNSC research or clinical evidence,HNSC_drug_linkage.csv,24,"{""admet_filter"": ""EXCLUDE"", ""canonical_drug_id"": ""1808"", ""cluster"": ""0"", ""drug_name"": ""Topotecan"", ""drug_rank"": ""5"", ""fit_score"": ""0.2"", ""hnsc_4tier"": ""Tier 2"", ""rationale"": ""TP53 mutated (72%); CDKN2A mutated (22%) | HNSC research or clinical evidence"", ""targets"": ""TOP1 TOP1 DNA replication TOP1""}"
imev_dc49ccadb43fa9e4,HNSC,imcluster_93baab94defd2986,1026,Tanespimycin,10,,HSP90 HSP90 Protein stability and degradation HSP90AA1,,TP53 mutated (72%); CDKN2A mutated (22%) | HNSC research or clinical evidence,HNSC_drug_linkage.csv,25,"{""admet_filter"": ""EXCLUDE"", ""canonical_drug_id"": ""1026"", ""cluster"": ""0"", ""drug_name"": ""Tanespimycin"", ""drug_rank"": ""10"", ""fit_score"": ""0.2"", ""hnsc_4tier"": ""Tier 2"", ""rationale"": ""TP53 mutated (72%); CDKN2A mutated (22%) | HNSC research or clinical evidence"", ""targets"": ""HSP90 HSP90 Protein stability and degradation HSP90AA1""}"
imev_626256235633a0cf,HNSC,imcluster_93baab94defd2986,1511,Epirubicin,27,,ANTHRACYCLINE Anthracycline DNA replication ANTHRACYCLINE,,TP53 mutated (72%); CDKN2A mutated (22%) | HNSC research or clinical evidence,HNSC_drug_linkage.csv,26,"{""admet_filter"": ""EXCLUDE"", ""canonical_drug_id"": ""1511"", ""cluster"": ""0"", ""drug_name"": ""Epirubicin"", ""drug_rank"": ""27"", ""fit_score"": ""0.2"", ""hnsc_4tier"": ""Tier 2"", ""rationale"": ""TP53 mutated (72%); CDKN2A mutated (22%) | HNSC research or clinical evidence"", ""targets"": ""ANTHRACYCLINE Anthracycline DNA replication ANTHRACYCLINE""}"
imev_8a9173f4d44377a8,HNSC,imcluster_93baab94defd2986,1149,TW 37,14,,"BCL-XL|BCL2|MCL1 BCL2, BCL-XL, MCL1 Apoptosis regulation BCL2|BCL2L1|MCL1",,TP53 mutated (72%); CDKN2A mutated (22%),HNSC_drug_linkage.csv,27,"{""admet_filter"": ""EXCLUDE"", ""canonical_drug_id"": ""1149"", ""cluster"": ""0"", ""drug_name"": ""TW 37"", ""drug_rank"": ""14"", ""fit_score"": ""0.1"", ""hnsc_4tier"": ""Tier 3"", ""rationale"": ""TP53 mutated (72%); CDKN2A mutated (22%)"", ""targets"": ""BCL-XL|BCL2|MCL1 BCL2, BCL-XL, MCL1 Apoptosis regulation BCL2|BCL2L1|MCL1""}"
imev_a7e77faa108c1b25,HNSC,imcluster_93baab94defd2986,1191,Bortezomib,24,,PROTEASOME Proteasome Protein stability and degradation PROTEASOME,,TP53 mutated (72%); CDKN2A mutated (22%),HNSC_drug_linkage.csv,28,"{""admet_filter"": ""EXCLUDE"", ""canonical_drug_id"": ""1191"", ""cluster"": ""0"", ""drug_name"": ""Bortezomib"", ""drug_rank"": ""24"", ""fit_score"": ""0.1"", ""hnsc_4tier"": ""Tier 3"", ""rationale"": ""TP53 mutated (72%); CDKN2A mutated (22%)"", ""targets"": ""PROTEASOME Proteasome Protein stability and degradation PROTEASOME""}"
imev_a86daffaa6b19ee8,HNSC,imcluster_93baab94defd2986,1079,Dasatinib,25,,"ABL|EPHRINS|KIT|PDGFR|SRC ABL, SRC, Ephrins, PDGFR, KIT Other, kinases ABL|EPHRINS|KIT|PDGFR|SRC",,TP53 mutated (72%); CDKN2A mutated (22%),HNSC_drug_linkage.csv,29,"{""admet_filter"": ""EXCLUDE"", ""canonical_drug_id"": ""1079"", ""cluster"": ""0"", ""drug_name"": ""Dasatinib"", ""drug_rank"": ""25"", ""fit_score"": ""0.1"", ""hnsc_4tier"": ""Tier 3"", ""rationale"": ""TP53 mutated (72%); CDKN2A mutated (22%)"", ""targets"": ""ABL|EPHRINS|KIT|PDGFR|SRC ABL, SRC, Ephrins, PDGFR, KIT Other, kinases ABL|EPHRINS|KIT|PDGFR|SRC""}"
imev_505714cf62311855,HNSC,imcluster_93baab94defd2986,1179,MK-1775,28,,"PLK1|WEE1 WEE1, PLK1 Cell cycle PLK1|WEE1",,TP53 mutated (72%); CDKN2A mutated (22%),HNSC_drug_linkage.csv,30,"{""admet_filter"": ""EXCLUDE"", ""canonical_drug_id"": ""1179"", ""cluster"": ""0"", ""drug_name"": ""MK-1775"", ""drug_rank"": ""28"", ""fit_score"": ""0.1"", ""hnsc_4tier"": ""Tier 3"", ""rationale"": ""TP53 mutated (72%); CDKN2A mutated (22%)"", ""targets"": ""PLK1|WEE1 WEE1, PLK1 Cell cycle PLK1|WEE1""}"
imev_a438114fc7e20c53,HNSC,imcluster_6893ea6ac1e4cef6,1873,Buparlisib,6,,"PI3KALPHA|PI3KBETA|PI3KDELTA|PI3KGAMMA PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma PI3K/MTOR signaling PIK3CA|PIK3CB|PIK3CD|PIK3CG",,TP53 mutated (50%); FAT1 mutated (25%) | PIK3CA-linked target evidence,HNSC_drug_linkage.csv,31,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1873"", ""cluster"": ""1"", ""drug_name"": ""Buparlisib"", ""drug_rank"": ""6"", ""fit_score"": ""0.55"", ""hnsc_4tier"": ""Tier 3"", ""rationale"": ""TP53 mutated (50%); FAT1 mutated (25%) | PIK3CA-linked target evidence"", ""targets"": ""PI3KALPHA|PI3KBETA|PI3KDELTA|PI3KGAMMA PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma PI3K/MTOR signaling PIK3CA|PIK3CB|PIK3CD|PIK3CG""}"
imev_251fa0970a78b35c,HNSC,imcluster_6893ea6ac1e4cef6,1088,Irinotecan,8,,TOP1 TOP1 DNA replication TOP1,,TP53 mutated (50%); FAT1 mutated (25%) | HNSC research or clinical evidence,HNSC_drug_linkage.csv,32,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1088"", ""cluster"": ""1"", ""drug_name"": ""Irinotecan"", ""drug_rank"": ""8"", ""fit_score"": ""0.5"", ""hnsc_4tier"": ""Tier 2"", ""rationale"": ""TP53 mutated (50%); FAT1 mutated (25%) | HNSC research or clinical evidence"", ""targets"": ""TOP1 TOP1 DNA replication TOP1""}"
imev_cfdbfee0f0f0d3c3,HNSC,imcluster_6893ea6ac1e4cef6,1494,SN-38,22,,TOP1 TOP1 DNA replication TOP1,,TP53 mutated (50%); FAT1 mutated (25%) | HNSC research or clinical evidence,HNSC_drug_linkage.csv,33,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1494"", ""cluster"": ""1"", ""drug_name"": ""SN-38"", ""drug_rank"": ""22"", ""fit_score"": ""0.5"", ""hnsc_4tier"": ""Tier 2"", ""rationale"": ""TP53 mutated (50%); FAT1 mutated (25%) | HNSC research or clinical evidence"", ""targets"": ""TOP1 TOP1 DNA replication TOP1""}"
imev_086b7f82cfc23929,HNSC,imcluster_6893ea6ac1e4cef6,1032,Afatinib,1,,"EGFR|ERBB2 EGFR, ERBB2 EGFR signaling EGFR|ERBB2",,TP53 mutated (50%); FAT1 mutated (25%),HNSC_drug_linkage.csv,34,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1032"", ""cluster"": ""1"", ""drug_name"": ""Afatinib"", ""drug_rank"": ""1"", ""fit_score"": ""0.4"", ""hnsc_4tier"": ""Tier 3"", ""rationale"": ""TP53 mutated (50%); FAT1 mutated (25%)"", ""targets"": ""EGFR|ERBB2 EGFR, ERBB2 EGFR signaling EGFR|ERBB2""}"
imev_1b31f8e746afc17e,HNSC,imcluster_6893ea6ac1e4cef6,1003,Camptothecin,2,,TOP1 TOP1 DNA replication TOP1,,TP53 mutated (50%); FAT1 mutated (25%),HNSC_drug_linkage.csv,35,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1003"", ""cluster"": ""1"", ""drug_name"": ""Camptothecin"", ""drug_rank"": ""2"", ""fit_score"": ""0.4"", ""hnsc_4tier"": ""Tier 4"", ""rationale"": ""TP53 mutated (50%); FAT1 mutated (25%)"", ""targets"": ""TOP1 TOP1 DNA replication TOP1""}"
imev_579b60234e36aad2,HNSC,imcluster_6893ea6ac1e4cef6,1817,Romidepsin,3,,"HDAC1|HDAC2|HDAC3|HDAC8 HDAC1, HDAC2, HDAC3, HDAC8 Chromatin histone acetylation HDAC1|HDAC2|HDAC3|HDAC8",,TP53 mutated (50%); FAT1 mutated (25%),HNSC_drug_linkage.csv,36,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1817"", ""cluster"": ""1"", ""drug_name"": ""Romidepsin"", ""drug_rank"": ""3"", ""fit_score"": ""0.4"", ""hnsc_4tier"": ""Tier 3"", ""rationale"": ""TP53 mutated (50%); FAT1 mutated (25%)"", ""targets"": ""HDAC1|HDAC2|HDAC3|HDAC8 HDAC1, HDAC2, HDAC3, HDAC8 Chromatin histone acetylation HDAC1|HDAC2|HDAC3|HDAC8""}"
imev_5c36301b0590b8f0,HNSC,imcluster_6893ea6ac1e4cef6,1086,BI-2536,7,,"PLK1|PLK2|PLK3 PLK1, PLK2, PLK3 Cell cycle PLK1|PLK2|PLK3",,TP53 mutated (50%); FAT1 mutated (25%),HNSC_drug_linkage.csv,37,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1086"", ""cluster"": ""1"", ""drug_name"": ""BI-2536"", ""drug_rank"": ""7"", ""fit_score"": ""0.4"", ""hnsc_4tier"": ""Tier 3"", ""rationale"": ""TP53 mutated (50%); FAT1 mutated (25%)"", ""targets"": ""PLK1|PLK2|PLK3 PLK1, PLK2, PLK3 Cell cycle PLK1|PLK2|PLK3""}"
imev_1907562418e82ae0,HNSC,imcluster_6893ea6ac1e4cef6,1372,Trametinib,9,,"MEK1|MEK2 MEK1, MEK2 ERK MAPK signaling MAP2K1|MAP2K2",,TP53 mutated (50%); FAT1 mutated (25%),HNSC_drug_linkage.csv,38,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1372"", ""cluster"": ""1"", ""drug_name"": ""Trametinib"", ""drug_rank"": ""9"", ""fit_score"": ""0.4"", ""hnsc_4tier"": ""Tier 3"", ""rationale"": ""TP53 mutated (50%); FAT1 mutated (25%)"", ""targets"": ""MEK1|MEK2 MEK1, MEK2 ERK MAPK signaling MAP2K1|MAP2K2""}"
imev_2d10136ad1a01826,HNSC,imcluster_6893ea6ac1e4cef6,1259,Talazoparib,12,,"PARP1|PARP2 PARP1, PARP2 Genome integrity PARP1|PARP2",,TP53 mutated (50%); FAT1 mutated (25%),HNSC_drug_linkage.csv,39,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1259"", ""cluster"": ""1"", ""drug_name"": ""Talazoparib"", ""drug_rank"": ""12"", ""fit_score"": ""0.4"", ""hnsc_4tier"": ""Tier 3"", ""rationale"": ""TP53 mutated (50%); FAT1 mutated (25%)"", ""targets"": ""PARP1|PARP2 PARP1, PARP2 Genome integrity PARP1|PARP2""}"
imev_6655160d077f1d68,HNSC,imcluster_6893ea6ac1e4cef6,2040,Foretinib,13,,"EGFR|FGFR1|FLT4|KDR|MET|PDGFR|RON|TIE2|VEGFR3 MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR RTK signaling EGFR|FGFR1|FLT4|KDR|MET|PDGFR|RON|TIE2|VEGFR3",,TP53 mutated (50%); FAT1 mutated (25%),HNSC_drug_linkage.csv,40,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""2040"", ""cluster"": ""1"", ""drug_name"": ""Foretinib"", ""drug_rank"": ""13"", ""fit_score"": ""0.4"", ""hnsc_4tier"": ""Tier 3"", ""rationale"": ""TP53 mutated (50%); FAT1 mutated (25%)"", ""targets"": ""EGFR|FGFR1|FLT4|KDR|MET|PDGFR|RON|TIE2|VEGFR3 MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR RTK signaling EGFR|FGFR1|FLT4|KDR|MET|PDGFR|RON|TIE2|VEGFR3""}"
imev_147b907572a959b3,HNSC,imcluster_6893ea6ac1e4cef6,1632,Ribociclib,15,,"CDK4|CDK6 CDK4, CDK6 Cell cycle CDK4|CDK6",,TP53 mutated (50%); FAT1 mutated (25%),HNSC_drug_linkage.csv,41,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1632"", ""cluster"": ""1"", ""drug_name"": ""Ribociclib"", ""drug_rank"": ""15"", ""fit_score"": ""0.4"", ""hnsc_4tier"": ""Tier 3"", ""rationale"": ""TP53 mutated (50%); FAT1 mutated (25%)"", ""targets"": ""CDK4|CDK6 CDK4, CDK6 Cell cycle CDK4|CDK6""}"
imev_8f36c7bbcf5a9328,HNSC,imcluster_6893ea6ac1e4cef6,1053,MK-2206,16,,"AKT1|AKT2 AKT1, AKT2 PI3K/MTOR signaling AKT1|AKT2",,TP53 mutated (50%); FAT1 mutated (25%),HNSC_drug_linkage.csv,42,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1053"", ""cluster"": ""1"", ""drug_name"": ""MK-2206"", ""drug_rank"": ""16"", ""fit_score"": ""0.4"", ""hnsc_4tier"": ""Tier 3"", ""rationale"": ""TP53 mutated (50%); FAT1 mutated (25%)"", ""targets"": ""AKT1|AKT2 AKT1, AKT2 PI3K/MTOR signaling AKT1|AKT2""}"
imev_c60a98851fc5e677,HNSC,imcluster_6893ea6ac1e4cef6,1031,Elesclomol,17,,HSP90 HSP90 Protein stability and degradation HSP90AA1,,TP53 mutated (50%); FAT1 mutated (25%),HNSC_drug_linkage.csv,43,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1031"", ""cluster"": ""1"", ""drug_name"": ""Elesclomol"", ""drug_rank"": ""17"", ""fit_score"": ""0.4"", ""hnsc_4tier"": ""Tier 3"", ""rationale"": ""TP53 mutated (50%); FAT1 mutated (25%)"", ""targets"": ""HSP90 HSP90 Protein stability and degradation HSP90AA1""}"
