molecule_chembl_id,target_label,activity_id,target_chembl_id,standard_type,standard_relation,standard_value,standard_units,pchembl_value,assay_chembl_id,document_chembl_id,ln_ic50,gene,target_notes,target_pref_name
CHEMBL10,PDE5,7824300,CHEMBL1827,IC50,=,11476.0,nM,4.94,CHEMBL1909186,CHEMBL1909046,9.348013177101256,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL10,TGFBR1,986813,CHEMBL4439,IC50,=,6000.0,nM,5.22,CHEMBL642728,CHEMBL1135833,8.699514748210191,TGFBR1,TGF-beta receptor type 1,TGF-beta receptor type-1
CHEMBL100005,ETA,429049,CHEMBL252,IC50,>,25000.0,nM,,CHEMBL679791,CHEMBL1128950,10.126631103850338,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL100120,ETA,411488,CHEMBL252,IC50,=,7900.0,nM,5.1,CHEMBL873600,CHEMBL1128950,8.974618038455112,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10016,ETA,608847,CHEMBL252,IC50,=,30.0,nM,7.52,CHEMBL682367,CHEMBL1129233,3.4011973816621555,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10016,ETB,608848,CHEMBL1785,IC50,=,50.0,nM,7.3,CHEMBL670654,CHEMBL1129233,3.912023005428146,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL10019,ETA,602560,CHEMBL252,IC50,=,60.0,nM,7.22,CHEMBL682367,CHEMBL1129233,4.0943445622221,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10019,ETB,602561,CHEMBL1785,IC50,=,850.0,nM,6.07,CHEMBL670654,CHEMBL1129233,6.745236349484363,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL100756,ETA,410314,CHEMBL252,IC50,>,25000.0,nM,,CHEMBL873600,CHEMBL1128950,10.126631103850338,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL100779,PDE5,912097,CHEMBL1827,IC50,=,270.0,nM,6.57,CHEMBL762827,CHEMBL1146771,5.598421958998375,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL100795,ETA,399663,CHEMBL252,IC50,=,900.0,nM,6.05,CHEMBL679791,CHEMBL1128950,6.802394763324311,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL100874,ETA,390943,CHEMBL252,IC50,=,5600.0,nM,5.25,CHEMBL679791,CHEMBL1128950,8.630521876723241,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10092,ETA,620241,CHEMBL252,IC50,=,2700.0,nM,5.57,CHEMBL682367,CHEMBL1129233,7.90100705199242,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10092,ETB,620242,CHEMBL1785,IC50,=,4400.0,nM,5.36,CHEMBL670654,CHEMBL1129233,8.389359819906353,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL101239,ETA,419918,CHEMBL252,IC50,=,8200.0,nM,5.09,CHEMBL679791,CHEMBL1128950,9.011889433252344,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL101292,ETA,424082,CHEMBL252,IC50,>,25000.0,nM,,CHEMBL873600,CHEMBL1128950,10.126631103850338,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10136,ETA,616369,CHEMBL252,IC50,=,1300.0,nM,5.89,CHEMBL682367,CHEMBL1129233,7.170119543449628,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10136,ETB,616370,CHEMBL1785,IC50,=,14000.0,nM,4.85,CHEMBL670654,CHEMBL1129233,9.546812608597396,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL101424,ETA,1127241,CHEMBL252,IC50,=,0.2,nM,9.7,CHEMBL682365,CHEMBL1134926,-1.6094379124341003,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL101424,ETB,1127242,CHEMBL1785,IC50,=,14.0,nM,7.85,CHEMBL670652,CHEMBL1134926,2.6390573296152584,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL10143,ETA,616371,CHEMBL252,IC50,=,6000.0,nM,5.22,CHEMBL679789,CHEMBL1129233,8.699514748210191,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10143,ETB,616374,CHEMBL1785,IC50,>,100000.0,nM,,CHEMBL677450,CHEMBL1129233,11.512925464970229,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL10151,ETA,612417,CHEMBL252,IC50,=,2300.0,nM,5.64,CHEMBL682367,CHEMBL1129233,7.7406644019172415,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10151,ETB,612418,CHEMBL1785,IC50,>,25000.0,nM,,CHEMBL670654,CHEMBL1129233,10.126631103850338,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL10211,ETA,598911,CHEMBL252,IC50,=,4100.0,nM,5.39,CHEMBL682367,CHEMBL1129233,8.318742252692399,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10211,ETB,598912,CHEMBL1785,IC50,=,22000.0,nM,4.66,CHEMBL670654,CHEMBL1129233,9.998797732340453,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL102173,ETA,1128617,CHEMBL252,IC50,=,2.2,nM,8.66,CHEMBL682365,CHEMBL1134926,0.7884573603642703,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL102173,ETB,1128618,CHEMBL1785,IC50,=,21.0,nM,7.68,CHEMBL670652,CHEMBL1134926,3.044522437723423,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL10218,ETA,620239,CHEMBL252,IC50,=,80.0,nM,7.1,CHEMBL682367,CHEMBL1129233,4.382026634673881,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10218,ETB,620240,CHEMBL1785,IC50,=,850.0,nM,6.07,CHEMBL670654,CHEMBL1129233,6.745236349484363,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL102314,ETA,1115431,CHEMBL252,IC50,=,0.32,nM,9.49,CHEMBL682365,CHEMBL1134926,-1.1394342831883648,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL102314,ETB,1115432,CHEMBL1785,IC50,=,8.4,nM,8.08,CHEMBL670652,CHEMBL1134926,2.128231705849268,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL102348,ETA,425332,CHEMBL252,IC50,>,25000.0,nM,,CHEMBL679791,CHEMBL1128950,10.126631103850338,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL102411,ETA,1124846,CHEMBL252,IC50,=,15.0,nM,7.82,CHEMBL682365,CHEMBL1134926,2.70805020110221,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL102411,ETB,1124847,CHEMBL1785,IC50,=,130.0,nM,6.89,CHEMBL670652,CHEMBL1134926,4.867534450455582,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL102494,ETA,409075,CHEMBL252,IC50,=,7300.0,nM,5.14,CHEMBL679791,CHEMBL1128950,8.895629627136483,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10261,IP_receptor,1112825,CHEMBL1995,IC50,=,3900.0,nM,5.41,CHEMBL768433,CHEMBL1150557,8.268731832117737,PTGIR,Prostacyclin IP receptor; resolve from selexipag/search,Prostacyclin receptor
CHEMBL102773,ETA,1135996,CHEMBL252,IC50,=,4.5,nM,8.35,CHEMBL682365,CHEMBL1134926,1.5040773967762742,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL102773,ETB,1135997,CHEMBL1785,IC50,=,87.0,nM,7.06,CHEMBL670652,CHEMBL1134926,4.465908118654584,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL102825,ETA,1137147,CHEMBL252,IC50,=,2.4,nM,8.62,CHEMBL682365,CHEMBL1134926,0.8754687373538999,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL102825,ETB,1137148,CHEMBL1785,IC50,=,410.0,nM,6.39,CHEMBL670652,CHEMBL1134926,6.016157159698354,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL102969,ETA,1116558,CHEMBL252,IC50,=,0.21,nM,9.68,CHEMBL682365,CHEMBL1134926,-1.5606477482646683,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL102969,ETB,1116559,CHEMBL1785,IC50,=,11.0,nM,7.96,CHEMBL670652,CHEMBL1134926,2.3978952727983707,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL103001,ETA,1118962,CHEMBL252,IC50,=,5.7,nM,8.24,CHEMBL682365,CHEMBL1134926,1.7404661748405046,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL103001,ETB,1118963,CHEMBL1785,IC50,=,100.0,nM,7.0,CHEMBL670652,CHEMBL1134926,4.605170185988092,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL10302,ETA,596418,CHEMBL252,IC50,=,43.0,nM,7.37,CHEMBL682367,CHEMBL1129233,3.7612001156935624,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10302,ETB,596419,CHEMBL1785,IC50,=,12000.0,nM,4.92,CHEMBL670654,CHEMBL1129233,9.392661928770137,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL103090,ETA,1138471,CHEMBL252,IC50,=,3.2,nM,8.49,CHEMBL682365,CHEMBL1134926,1.1631508098056809,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL103090,ETB,1138472,CHEMBL1785,IC50,=,14.0,nM,7.85,CHEMBL670652,CHEMBL1134926,2.6390573296152584,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL103308,ETA,425329,CHEMBL252,IC50,>,25000.0,nM,,CHEMBL679791,CHEMBL1128950,10.126631103850338,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL103362,ETA,390941,CHEMBL252,IC50,>,25000.0,nM,,CHEMBL873600,CHEMBL1128950,10.126631103850338,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL103484,ETA,401262,CHEMBL252,IC50,=,1500.0,nM,5.82,CHEMBL873600,CHEMBL1128950,7.313220387090301,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL103497,ETA,398544,CHEMBL252,IC50,=,2800.0,nM,5.55,CHEMBL679791,CHEMBL1128950,7.937374696163295,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL103501,ETA,966286,CHEMBL252,IC50,=,18.0,nM,7.75,CHEMBL681513,CHEMBL1129826,2.8903717578961645,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL103501,ETB,966287,CHEMBL1785,IC50,>,2500.0,nM,,CHEMBL678455,CHEMBL1129826,7.824046010856292,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL103572,ETA,397365,CHEMBL252,IC50,>,25000.0,nM,,CHEMBL679791,CHEMBL1128950,10.126631103850338,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL103573,ETA,407919,CHEMBL252,IC50,>,25000.0,nM,,CHEMBL873600,CHEMBL1128950,10.126631103850338,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL103631,ETA,416313,CHEMBL252,IC50,>,25000.0,nM,,CHEMBL873600,CHEMBL1128950,10.126631103850338,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL103731,ETA,397368,CHEMBL252,IC50,>,25000.0,nM,4.12,CHEMBL679791,CHEMBL1128950,10.126631103850338,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10374,ETA,343533,CHEMBL252,IC50,=,50.0,nM,7.3,CHEMBL873588,CHEMBL1128292,3.912023005428146,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10374,ETB,343536,CHEMBL1785,IC50,=,390.0,nM,6.41,CHEMBL676631,CHEMBL1128292,5.966146739123692,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL103846,ETA,973742,CHEMBL252,IC50,=,0.6,nM,9.22,CHEMBL681513,CHEMBL1129826,-0.5108256237659907,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL103846,ETB,973743,CHEMBL1785,IC50,=,1300.0,nM,5.89,CHEMBL678455,CHEMBL1129826,7.170119543449628,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL103872,ETA,402588,CHEMBL252,IC50,>,25000.0,nM,,CHEMBL679791,CHEMBL1128950,10.126631103850338,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10388,ETA,593895,CHEMBL252,IC50,=,5500.0,nM,5.26,CHEMBL682367,CHEMBL1129233,8.612503371220562,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10388,ETB,593896,CHEMBL1785,IC50,>,25000.0,nM,,CHEMBL670654,CHEMBL1129233,10.126631103850338,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL103886,ETA,417634,CHEMBL252,IC50,=,13000.0,nM,4.89,CHEMBL679791,CHEMBL1128950,9.472704636443673,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL103969,ETA,424079,CHEMBL252,IC50,>,25000.0,nM,,CHEMBL873600,CHEMBL1128950,10.126631103850338,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL103975,ETA,407922,CHEMBL252,IC50,>,25000.0,nM,,CHEMBL873600,CHEMBL1128950,10.126631103850338,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10404,IP_receptor,1122334,CHEMBL1995,IC50,=,23000.0,nM,4.64,CHEMBL768433,CHEMBL1150557,10.043249494911286,PTGIR,Prostacyclin IP receptor; resolve from selexipag/search,Prostacyclin receptor
CHEMBL10439,IP_receptor,1112824,CHEMBL1995,IC50,=,9600.0,nM,5.02,CHEMBL768433,CHEMBL1150557,9.169518377455928,PTGIR,Prostacyclin IP receptor; resolve from selexipag/search,Prostacyclin receptor
CHEMBL10442,IP_receptor,1131966,CHEMBL1995,IC50,=,3000.0,nM,5.52,CHEMBL768433,CHEMBL1150557,8.006367567650246,PTGIR,Prostacyclin IP receptor; resolve from selexipag/search,Prostacyclin receptor
CHEMBL10457,ETA,625107,CHEMBL252,IC50,=,1500.0,nM,5.82,CHEMBL682367,CHEMBL1129233,7.313220387090301,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10457,ETB,625108,CHEMBL1785,IC50,>,25000.0,nM,,CHEMBL670654,CHEMBL1129233,10.126631103850338,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL10470,IP_receptor,768938,CHEMBL1995,IC50,=,600.0,nM,6.22,CHEMBL768434,CHEMBL1152018,6.396929655216146,PTGIR,Prostacyclin IP receptor; resolve from selexipag/search,Prostacyclin receptor
CHEMBL10523,ETA,592561,CHEMBL252,IC50,=,350.0,nM,6.46,CHEMBL682367,CHEMBL1129233,5.857933154483459,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10523,ETB,592562,CHEMBL1785,IC50,=,2400.0,nM,5.62,CHEMBL670654,CHEMBL1129233,7.783224016336037,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL105494,ETA,1103383,CHEMBL252,IC50,=,8.2,nM,8.09,CHEMBL682365,CHEMBL1134926,2.1041341542702074,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL105494,ETB,1103384,CHEMBL1785,IC50,=,53.0,nM,7.28,CHEMBL670652,CHEMBL1134926,3.970291913552122,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL105591,ETA,1114196,CHEMBL252,IC50,=,0.37,nM,9.43,CHEMBL682365,CHEMBL1134926,-0.9942522733438669,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL105591,ETB,1114197,CHEMBL1785,IC50,=,30.0,nM,7.52,CHEMBL670652,CHEMBL1134926,3.4011973816621555,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL10564,IP_receptor,1131965,CHEMBL1995,IC50,=,4900.0,nM,5.31,CHEMBL768433,CHEMBL1150557,8.496990484098719,PTGIR,Prostacyclin IP receptor; resolve from selexipag/search,Prostacyclin receptor
CHEMBL10588,ETA,333514,CHEMBL252,IC50,=,12.0,nM,7.92,CHEMBL876876,CHEMBL1128292,2.4849066497880004,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10588,ETB,544618,CHEMBL1785,IC50,=,1750.0,nM,5.76,CHEMBL677440,CHEMBL1129982,7.4673710669175595,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL10589,ETA,534196,CHEMBL252,IC50,=,25.0,nM,7.6,CHEMBL682105,CHEMBL1129982,3.2188758248682006,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10589,ETB,534197,CHEMBL1785,IC50,=,4500.0,nM,5.35,CHEMBL677440,CHEMBL1129982,8.411832675758411,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL10607,ETA,534198,CHEMBL252,IC50,=,3.0,nM,8.52,CHEMBL682105,CHEMBL1129982,1.0986122886681098,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10607,ETB,534199,CHEMBL1785,IC50,=,260.0,nM,6.58,CHEMBL677440,CHEMBL1129982,5.560681631015528,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL106153,PDE5,384025,CHEMBL1827,IC50,=,4.5,nM,8.35,CHEMBL760590,CHEMBL1134944,1.5040773967762742,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL106180,PDE5,371254,CHEMBL1827,IC50,=,0.58,nM,9.24,CHEMBL760590,CHEMBL1134944,-0.5447271754416722,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL106205,PDE5,351435,CHEMBL1827,IC50,=,19.0,nM,7.72,CHEMBL760590,CHEMBL1134944,2.9444389791664403,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL10622,ETA,528726,CHEMBL252,IC50,=,400.0,nM,6.4,CHEMBL682105,CHEMBL1129982,5.991464547107982,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10622,ETB,528727,CHEMBL1785,IC50,>,2500.0,nM,,CHEMBL677440,CHEMBL1129982,7.824046010856292,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL10635,ETA,538255,CHEMBL252,IC50,=,7.5,nM,8.12,CHEMBL682105,CHEMBL1129982,2.0149030205422647,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10635,ETB,538256,CHEMBL1785,IC50,=,1600.0,nM,5.8,CHEMBL677440,CHEMBL1129982,7.3777589082278725,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL10636,ETA,524846,CHEMBL252,IC50,=,3.9,nM,8.41,CHEMBL682105,CHEMBL1129982,1.3609765531356006,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10636,ETB,524847,CHEMBL1785,IC50,>,2500.0,nM,,CHEMBL677440,CHEMBL1129982,7.824046010856292,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL10644,ETA,547394,CHEMBL252,IC50,=,30.0,nM,7.52,CHEMBL682105,CHEMBL1129982,3.4011973816621555,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10644,ETB,547395,CHEMBL1785,IC50,>,25000.0,nM,,CHEMBL677440,CHEMBL1129982,10.126631103850338,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL106447,PDE5,349982,CHEMBL1827,IC50,=,1.8,nM,8.74,CHEMBL760590,CHEMBL1134944,0.5877866649021191,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL10648,ETA,309205,CHEMBL252,IC50,=,700.0,nM,6.16,CHEMBL876876,CHEMBL1128292,6.551080335043404,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10648,ETB,539432,CHEMBL1785,IC50,>,2500.0,nM,,CHEMBL677440,CHEMBL1129982,7.824046010856292,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL106480,PDE5,364211,CHEMBL1827,IC50,=,1.5,nM,8.82,CHEMBL760590,CHEMBL1134944,0.4054651081081644,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL10661,ETA,543414,CHEMBL252,IC50,=,4.0,nM,8.4,CHEMBL682105,CHEMBL1129982,1.3862943611198906,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10661,ETB,543415,CHEMBL1785,IC50,=,3000.0,nM,5.52,CHEMBL677440,CHEMBL1129982,8.006367567650246,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL10676,ETA,518202,CHEMBL252,IC50,=,43.0,nM,7.37,CHEMBL682105,CHEMBL1129982,3.7612001156935624,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10676,ETB,518203,CHEMBL1785,IC50,>,2500.0,nM,,CHEMBL677440,CHEMBL1129982,7.824046010856292,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL10697,ETA,532836,CHEMBL252,IC50,=,1.2,nM,8.92,CHEMBL682105,CHEMBL1129982,0.1823215567939546,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10697,ETB,532837,CHEMBL1785,IC50,=,880.0,nM,6.06,CHEMBL677440,CHEMBL1129982,6.779921907472252,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL10699,ETA,598913,CHEMBL252,IC50,=,260.0,nM,6.58,CHEMBL682367,CHEMBL1129233,5.560681631015528,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10699,ETB,598914,CHEMBL1785,IC50,=,15000.0,nM,4.82,CHEMBL670654,CHEMBL1129233,9.615805480084347,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL107156,PDE5,385466,CHEMBL1827,IC50,=,0.6,nM,9.22,CHEMBL760590,CHEMBL1134944,-0.5108256237659907,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL10733,ETA,343530,CHEMBL252,IC50,=,110.0,nM,6.96,CHEMBL876876,CHEMBL1128292,4.700480365792417,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10733,ETB,514504,CHEMBL1785,IC50,>,2500.0,nM,,CHEMBL677440,CHEMBL1129982,7.824046010856292,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL107349,PDE5,385479,CHEMBL1827,IC50,=,0.3,nM,9.52,CHEMBL760590,CHEMBL1134944,-1.2039728043259361,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL10740,IP_receptor,1121232,CHEMBL1995,IC50,=,7800.0,nM,5.11,CHEMBL768433,CHEMBL1150557,8.961879012677683,PTGIR,Prostacyclin IP receptor; resolve from selexipag/search,Prostacyclin receptor
CHEMBL10742,IP_receptor,1134626,CHEMBL1995,IC50,=,650.0,nM,6.19,CHEMBL768433,CHEMBL1150557,6.476972362889683,PTGIR,Prostacyclin IP receptor; resolve from selexipag/search,Prostacyclin receptor
CHEMBL10744,ETA,528728,CHEMBL252,IC50,=,8.0,nM,8.1,CHEMBL682105,CHEMBL1129982,2.0794415416798357,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10744,ETB,528729,CHEMBL1785,IC50,>,250.0,nM,,CHEMBL677440,CHEMBL1129982,5.521460917862246,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL10750,ETA,629113,CHEMBL252,IC50,=,11000.0,nM,4.96,CHEMBL682367,CHEMBL1129233,9.305650551780507,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10750,ETB,629114,CHEMBL1785,IC50,=,14500.0,nM,4.84,CHEMBL670654,CHEMBL1129233,9.581903928408666,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL10781,ETA,513144,CHEMBL252,IC50,=,0.5,nM,9.3,CHEMBL682105,CHEMBL1129982,-0.6931471805599453,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10781,ETB,513145,CHEMBL1785,IC50,=,260.0,nM,6.58,CHEMBL677440,CHEMBL1129982,5.560681631015528,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL1078178,TGFBR1,17796709,CHEMBL4439,IC50,=,205.0,nM,6.69,CHEMBL3889146,CHEMBL3886963,5.3230099791384085,TGFBR1,TGF-beta receptor type 1,TGF-beta receptor type-1
CHEMBL10794,ETA,535544,CHEMBL252,IC50,=,6.7,nM,8.17,CHEMBL682105,CHEMBL1129982,1.9021075263969205,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10794,ETB,535545,CHEMBL1785,IC50,=,640.0,nM,6.19,CHEMBL677440,CHEMBL1129982,6.461468176353717,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL1079947,PDE5,3224169,CHEMBL1827,IC50,=,12600.0,nM,4.9,CHEMBL1105065,CHEMBL1154790,9.441452092939569,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL1079948,PDE5,3224170,CHEMBL1827,IC50,=,87100.0,nM,4.06,CHEMBL1105065,CHEMBL1154790,11.374812162840595,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL10801,ETA,543420,CHEMBL252,IC50,=,49.0,nM,7.31,CHEMBL679797,CHEMBL1129982,3.8918202981106265,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10801,ETB,543421,CHEMBL1785,IC50,=,22000.0,nM,4.66,CHEMBL871935,CHEMBL1129982,9.998797732340453,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL10808,ETA,548636,CHEMBL252,IC50,=,300.0,nM,6.52,CHEMBL682105,CHEMBL1129982,5.703782474656201,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10808,ETB,548637,CHEMBL1785,IC50,=,25000.0,nM,4.6,CHEMBL677440,CHEMBL1129982,10.126631103850338,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL1081186,IP_receptor,3234410,CHEMBL1995,IC50,>,20000.0,nM,,CHEMBL1102454,CHEMBL1154363,9.903487552536127,PTGIR,Prostacyclin IP receptor; resolve from selexipag/search,Prostacyclin receptor
CHEMBL10819,ETA,528730,CHEMBL252,IC50,=,1300.0,nM,5.89,CHEMBL682105,CHEMBL1129982,7.170119543449628,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL10819,ETB,528731,CHEMBL1785,IC50,=,1600.0,nM,5.8,CHEMBL677440,CHEMBL1129982,7.3777589082278725,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL1082723,ETA,3437300,CHEMBL252,IC50,>,30000.0,nM,,CHEMBL1247883,CHEMBL1240532,10.308952660644293,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL1082723,ETB,3437301,CHEMBL1785,IC50,>,30000.0,nM,,CHEMBL1247884,CHEMBL1240532,10.308952660644293,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL10829,IP_receptor,765639,CHEMBL1995,IC50,=,2100.0,nM,5.68,CHEMBL768434,CHEMBL1152018,7.649692623711514,PTGIR,Prostacyclin IP receptor; resolve from selexipag/search,Prostacyclin receptor
