molecule_chembl_id,target_label,activity_id,target_chembl_id,standard_type,standard_relation,standard_value,standard_units,pchembl_value,assay_chembl_id,document_chembl_id,ln_ic50,gene,target_notes,target_pref_name
CHEMBL2385591,TGFBR1,13321813,CHEMBL4439,IC50,=,3960.0,nM,5.4,CHEMBL2390521,CHEMBL2384981,8.283999304248526,TGFBR1,TGF-beta receptor type 1,TGF-beta receptor type-1
CHEMBL2385596,BMPR2,13321821,CHEMBL5467,IC50,=,2360.0,nM,5.63,CHEMBL2390520,CHEMBL2384981,7.7664168980196555,BMPR2,Bone morphogenetic protein receptor type 2,Bone morphogenetic protein receptor type-2
CHEMBL2385596,TGFBR1,13322754,CHEMBL4439,IC50,=,75.0,nM,7.12,CHEMBL2390521,CHEMBL2384981,4.31748811353631,TGFBR1,TGF-beta receptor type 1,TGF-beta receptor type-1
CHEMBL2385600,BMPR2,13322781,CHEMBL5467,IC50,=,24.0,nM,7.62,CHEMBL2390520,CHEMBL2384981,3.1780538303479458,BMPR2,Bone morphogenetic protein receptor type 2,Bone morphogenetic protein receptor type-2
CHEMBL238804,IP_receptor,18017460,CHEMBL1995,IC50,=,62.0,nM,7.21,CHEMBL4005267,CHEMBL4004807,4.127134385045092,PTGIR,Prostacyclin IP receptor; resolve from selexipag/search,Prostacyclin receptor
CHEMBL239226,IP_receptor,18017608,CHEMBL1995,IC50,=,288.0,nM,6.54,CHEMBL4005267,CHEMBL4004807,5.662960480135946,PTGIR,Prostacyclin IP receptor; resolve from selexipag/search,Prostacyclin receptor
CHEMBL23992,PDE5,2366875,CHEMBL1827,IC50,=,3.89,nM,8.41,CHEMBL983662,CHEMBL1158171,1.358409157630355,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL24015,ETA,799739,CHEMBL252,IC50,=,12.0,nM,7.92,CHEMBL682108,CHEMBL1135360,2.4849066497880004,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL24015,ETB,799740,CHEMBL1785,IC50,=,2570.0,nM,5.59,CHEMBL677443,CHEMBL1135360,7.851661177889265,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL2402509,PDE5,13365227,CHEMBL1827,IC50,>,1000.0,nM,,CHEMBL2405815,CHEMBL2401705,6.907755278982137,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL2414302,PDE5,13406809,CHEMBL1827,IC50,=,48.0,nM,7.32,CHEMBL2415776,CHEMBL2413027,3.871201010907891,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL2414303,PDE5,13406808,CHEMBL1827,IC50,=,10.2,nM,7.99,CHEMBL2415776,CHEMBL2413027,2.322387720290225,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL2414304,PDE5,13406807,CHEMBL1827,IC50,=,77.0,nM,7.11,CHEMBL2415776,CHEMBL2413027,4.343805421853684,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL2414305,PDE5,13406806,CHEMBL1827,IC50,=,74.0,nM,7.13,CHEMBL2415776,CHEMBL2413027,4.30406509320417,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL2414306,PDE5,13406805,CHEMBL1827,IC50,=,272.0,nM,6.57,CHEMBL2415776,CHEMBL2413027,5.605802066295998,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL2414307,PDE5,13406804,CHEMBL1827,IC50,=,25.5,nM,7.59,CHEMBL2415776,CHEMBL2413027,3.2386784521643803,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL2414308,PDE5,13406803,CHEMBL1827,IC50,=,6.2,nM,8.21,CHEMBL2415776,CHEMBL2413027,1.824549292051046,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL2414309,PDE5,13406802,CHEMBL1827,IC50,=,29.3,nM,7.53,CHEMBL2415776,CHEMBL2413027,3.3775875160230218,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL2414310,PDE5,13406801,CHEMBL1827,IC50,=,11.1,nM,7.96,CHEMBL2415776,CHEMBL2413027,2.4069451083182885,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL2414311,PDE5,13406800,CHEMBL1827,IC50,=,2.8,nM,8.55,CHEMBL2415776,CHEMBL2413027,1.0296194171811581,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL2414312,PDE5,13406799,CHEMBL1827,IC50,=,4.5,nM,8.35,CHEMBL2415776,CHEMBL2413027,1.5040773967762742,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL2414313,PDE5,13406798,CHEMBL1827,IC50,=,9.6,nM,8.02,CHEMBL2415776,CHEMBL2413027,2.2617630984737906,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL2414314,PDE5,13406797,CHEMBL1827,IC50,=,18.2,nM,7.74,CHEMBL2415776,CHEMBL2413027,2.9014215940827497,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL2414315,PDE5,13406796,CHEMBL1827,IC50,=,8.8,nM,8.06,CHEMBL2415776,CHEMBL2413027,2.174751721484161,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL2414316,PDE5,13406795,CHEMBL1827,IC50,=,1.7,nM,8.77,CHEMBL2415776,CHEMBL2413027,0.5306282510621704,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL2414317,PDE5,13406794,CHEMBL1827,IC50,=,4.0,nM,8.4,CHEMBL2415776,CHEMBL2413027,1.3862943611198906,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL2414318,PDE5,13406793,CHEMBL1827,IC50,=,21.3,nM,7.67,CHEMBL2415776,CHEMBL2413027,3.0587070727153796,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL2414319,PDE5,13406792,CHEMBL1827,IC50,=,17.4,nM,7.76,CHEMBL2415776,CHEMBL2413027,2.856470206220483,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL241460,ETA,2012905,CHEMBL252,IC50,=,1.6,nM,8.8,CHEMBL902323,CHEMBL1138388,0.47000362924573563,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL241460,ETB,2012911,CHEMBL1785,IC50,=,1110.0,nM,5.96,CHEMBL902324,CHEMBL1138388,7.01211529430638,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL24228,PDE5,2366870,CHEMBL1827,IC50,=,10.96,nM,7.96,CHEMBL983662,CHEMBL1158171,2.3942522815198695,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL2435034,TGFBR1,13483692,CHEMBL4439,IC50,=,240.0,nM,6.62,CHEMBL2437531,CHEMBL2434835,5.480638923341991,TGFBR1,TGF-beta receptor type 1,TGF-beta receptor type-1
CHEMBL2435035,TGFBR1,13483691,CHEMBL4439,IC50,=,650.0,nM,6.19,CHEMBL2437531,CHEMBL2434835,6.476972362889683,TGFBR1,TGF-beta receptor type 1,TGF-beta receptor type-1
CHEMBL2435036,TGFBR1,13483690,CHEMBL4439,IC50,=,800.0,nM,6.1,CHEMBL2437531,CHEMBL2434835,6.684611727667927,TGFBR1,TGF-beta receptor type 1,TGF-beta receptor type-1
CHEMBL2435037,TGFBR1,13483679,CHEMBL4439,IC50,=,3820.0,nM,5.42,CHEMBL2437531,CHEMBL2434835,8.24800570160062,TGFBR1,TGF-beta receptor type 1,TGF-beta receptor type-1
CHEMBL2435039,TGFBR1,13484521,CHEMBL4439,IC50,=,2080.0,nM,5.68,CHEMBL2437531,CHEMBL2434835,7.640123172695364,TGFBR1,TGF-beta receptor type 1,TGF-beta receptor type-1
CHEMBL2435040,TGFBR1,13484520,CHEMBL4439,IC50,=,1780.0,nM,5.75,CHEMBL2437531,CHEMBL2434835,7.484368643286131,TGFBR1,TGF-beta receptor type 1,TGF-beta receptor type-1
CHEMBL2435041,TGFBR1,13483693,CHEMBL4439,IC50,=,950.0,nM,6.02,CHEMBL2437531,CHEMBL2434835,6.856461984594587,TGFBR1,TGF-beta receptor type 1,TGF-beta receptor type-1
CHEMBL2435043,TGFBR1,13484524,CHEMBL4439,IC50,=,2430.0,nM,5.61,CHEMBL2437531,CHEMBL2434835,7.795646536334594,TGFBR1,TGF-beta receptor type 1,TGF-beta receptor type-1
CHEMBL2435044,TGFBR1,13484523,CHEMBL4439,IC50,=,990.0,nM,6.0,CHEMBL2437531,CHEMBL2434835,6.897704943128636,TGFBR1,TGF-beta receptor type 1,TGF-beta receptor type-1
CHEMBL2435045,TGFBR1,13484522,CHEMBL4439,IC50,=,3360.0,nM,5.47,CHEMBL2437531,CHEMBL2434835,8.11969625295725,TGFBR1,TGF-beta receptor type 1,TGF-beta receptor type-1
CHEMBL2442750,IP_receptor,13509368,CHEMBL1995,IC50,>,10000.0,nM,,CHEMBL2447515,CHEMBL2440029,9.210340371976184,PTGIR,Prostacyclin IP receptor; resolve from selexipag/search,Prostacyclin receptor
CHEMBL245315,PDE5,943905,CHEMBL1827,IC50,=,0.3,nM,9.52,CHEMBL762508,CHEMBL1147542,-1.2039728043259361,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL245317,PDE5,934449,CHEMBL1827,IC50,=,0.17,nM,9.77,CHEMBL762508,CHEMBL1147542,-1.7719568419318752,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL245323,PDE5,928967,CHEMBL1827,IC50,=,0.32,nM,9.49,CHEMBL762508,CHEMBL1147542,-1.1394342831883648,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL24536,PDE5,2366843,CHEMBL1827,IC50,=,3.09,nM,8.51,CHEMBL983662,CHEMBL1158171,1.128171090909654,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL245388,PDE5,2035218,CHEMBL1827,IC50,=,19952623149688.83,nM,,CHEMBL906422,CHEMBL1140026,30.62438173682081,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL245389,PDE5,2035216,CHEMBL1827,IC50,=,4168693834.7,nM,,CHEMBL906422,CHEMBL1140026,22.150868594601913,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL245391,PDE5,2035214,CHEMBL1827,IC50,=,125892541179.42,nM,,CHEMBL906422,CHEMBL1140026,25.558694532233933,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL24543,PDE5,2366862,CHEMBL1827,IC50,=,2.089,nM,8.68,CHEMBL983662,CHEMBL1158171,0.7366854825744287,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL245517,PDE5,934448,CHEMBL1827,IC50,=,0.18,nM,9.74,CHEMBL762508,CHEMBL1147542,-1.7147984280919266,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL24552,PDE5,2366878,CHEMBL1827,IC50,=,54.95,nM,7.26,CHEMBL983662,CHEMBL1158171,4.006423680849631,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL245522,PDE5,937314,CHEMBL1827,IC50,=,0.41,nM,9.39,CHEMBL762508,CHEMBL1147542,-0.8915981192837836,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL245595,PDE5,2035213,CHEMBL1827,IC50,=,4897788193.68,nM,,CHEMBL906422,CHEMBL1140026,22.312049551111393,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL245648,PDE5,2024599,CHEMBL1827,IC50,=,5.0,nM,8.3,CHEMBL886847,CHEMBL1139183,1.6094379124341003,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL245649,PDE5,2024598,CHEMBL1827,IC50,=,2.0,nM,8.7,CHEMBL886847,CHEMBL1139183,0.6931471805599453,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL245721,PDE5,941175,CHEMBL1827,IC50,=,0.94,nM,9.03,CHEMBL762508,CHEMBL1147542,-0.06187540371808753,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL245789,PDE5,2035211,CHEMBL1827,IC50,=,3019951720.4,nM,,CHEMBL906422,CHEMBL1140026,21.828506681582887,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL245790,PDE5,2035210,CHEMBL1827,IC50,=,158489319246.11,nM,,CHEMBL906422,CHEMBL1140026,25.788953041533304,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL245841,PDE5,2024603,CHEMBL1827,IC50,=,8.0,nM,8.1,CHEMBL886847,CHEMBL1139183,2.0794415416798357,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL245842,PDE5,2024601,CHEMBL1827,IC50,=,33.0,nM,7.48,CHEMBL886847,CHEMBL1139183,3.4965075614664802,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL245850,PDE5,2024597,CHEMBL1827,IC50,=,26.0,nM,7.58,CHEMBL886847,CHEMBL1139183,3.258096538021482,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL24587,PDE5,725744,CHEMBL1827,IC50,=,3.0,nM,8.52,CHEMBL762825,CHEMBL1147608,1.0986122886681098,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL245922,PDE5,942579,CHEMBL1827,IC50,=,0.7,nM,9.15,CHEMBL762508,CHEMBL1147542,-0.35667494393873245,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL246135,PDE5,2035195,CHEMBL1827,IC50,=,1949844599758.04,nM,,CHEMBL906422,CHEMBL1140026,28.298770792896818,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL246136,PDE5,2035224,CHEMBL1827,IC50,=,3019951720402.02,nM,,CHEMBL906422,CHEMBL1140026,28.73626196056569,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL246264,PDE5,2024595,CHEMBL1827,IC50,=,34.0,nM,7.47,CHEMBL886847,CHEMBL1139183,3.5263605246161616,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL246266,PDE5,2024594,CHEMBL1827,IC50,=,51.0,nM,7.29,CHEMBL886847,CHEMBL1139183,3.9318256327243257,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL246329,PDE5,2035207,CHEMBL1827,IC50,=,3715352290971.73,nM,,CHEMBL906422,CHEMBL1140026,28.943494618935155,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL246337,PDE5,2035221,CHEMBL1827,IC50,=,2454708915685.03,nM,,CHEMBL906422,CHEMBL1140026,28.529029302196225,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL246470,PDE5,2024593,CHEMBL1827,IC50,=,2.0,nM,8.7,CHEMBL886847,CHEMBL1139183,0.6931471805599453,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL24653,PDE5,747129,CHEMBL1827,IC50,=,5.0,nM,8.3,CHEMBL762825,CHEMBL1147608,1.6094379124341003,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL246536,PDE5,913405,CHEMBL1827,IC50,=,1.05,nM,8.98,CHEMBL762508,CHEMBL1147542,0.04879016416943204,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL246743,PDE5,2035206,CHEMBL1827,IC50,=,2884031503126.61,nM,,CHEMBL906422,CHEMBL1140026,28.69021025870581,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL24691,PDE5,2366876,CHEMBL1827,IC50,=,549.54,nM,6.26,CHEMBL983662,CHEMBL1158171,6.309081564642951,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL246988,PDE5,2035219,CHEMBL1827,IC50,=,9120108393559.12,nM,,CHEMBL906422,CHEMBL1140026,29.841502805202836,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL247065,PDE5,2024589,CHEMBL1827,IC50,=,9.0,nM,8.05,CHEMBL886847,CHEMBL1139183,2.1972245773362196,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL247066,PDE5,2024609,CHEMBL1827,IC50,=,94.0,nM,7.03,CHEMBL886847,CHEMBL1139183,4.543294782270004,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL247073,PDE5,25007823,CHEMBL1827,IC50,=,16.0,nM,7.8,CHEMBL5235562,CHEMBL5233266,2.772588722239781,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL247190,PDE5,2035215,CHEMBL1827,IC50,=,2344228815.32,nM,,CHEMBL906422,CHEMBL1140026,21.575222321354243,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL247269,PDE5,2024608,CHEMBL1827,IC50,=,462.0,nM,6.33,CHEMBL886847,CHEMBL1139183,6.135564891081739,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL247270,PDE5,2024607,CHEMBL1827,IC50,=,25.0,nM,7.6,CHEMBL886847,CHEMBL1139183,3.2188758248682006,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL247285,PDE5,2024604,CHEMBL1827,IC50,=,28.0,nM,7.55,CHEMBL886847,CHEMBL1139183,3.332204510175204,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL24815,PDE5,2366866,CHEMBL1827,IC50,=,1.995,nM,8.7,CHEMBL983662,CHEMBL1158171,0.6906440503418269,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL248165,PDE5,2035209,CHEMBL1827,IC50,=,1230268770812.38,nM,,CHEMBL906422,CHEMBL1140026,27.83825377429801,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL250699,ETA,2148237,CHEMBL252,IC50,>,10000.0,nM,,CHEMBL928137,CHEMBL1142222,9.210340371976184,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL251785,PDE5,2079708,CHEMBL1827,IC50,>,50000.0,nM,,CHEMBL928331,CHEMBL1141501,10.819778284410283,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL25311,PDE5,736645,CHEMBL1827,IC50,=,5.0,nM,8.3,CHEMBL762825,CHEMBL1147608,1.6094379124341003,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL25391,PDE5,1258319,CHEMBL1827,IC50,=,44.0,nM,7.36,CHEMBL762831,CHEMBL1133589,3.784189633918261,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL25419,PDE5,724575,CHEMBL1827,IC50,=,2.8,nM,8.55,CHEMBL762825,CHEMBL1147608,1.0296194171811581,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL25438,ETA,315647,CHEMBL252,IC50,=,0.31,nM,9.51,CHEMBL876876,CHEMBL1128292,-1.171182981502945,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL25438,ETB,315648,CHEMBL1785,IC50,=,417.0,nM,6.38,CHEMBL676631,CHEMBL1128292,6.0330862217988015,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL25616,PDE5,360370,CHEMBL1827,IC50,=,3.7,nM,8.43,CHEMBL762502,CHEMBL1133760,1.308332819650179,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL25730,ETA,1137244,CHEMBL252,IC50,=,9800.0,nM,5.01,CHEMBL877809,CHEMBL1127313,9.190137664658664,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL258641,TGFBR1,2153578,CHEMBL4439,IC50,=,1200.0,nM,5.92,CHEMBL928261,CHEMBL1144852,7.090076835776092,TGFBR1,TGF-beta receptor type 1,TGF-beta receptor type-1
CHEMBL258964,TGFBR1,2153590,CHEMBL4439,IC50,>,20000.0,nM,,CHEMBL928261,CHEMBL1144852,9.903487552536127,TGFBR1,TGF-beta receptor type 1,TGF-beta receptor type-1
CHEMBL259169,TGFBR1,2153591,CHEMBL4439,IC50,>,20000.0,nM,,CHEMBL928261,CHEMBL1144852,9.903487552536127,TGFBR1,TGF-beta receptor type 1,TGF-beta receptor type-1
CHEMBL25970,ETA,253271,CHEMBL252,IC50,=,14000.0,nM,4.85,CHEMBL682104,CHEMBL1129771,9.546812608597396,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL259821,TGFBR1,3009985,CHEMBL4439,IC50,=,64.0,nM,7.19,CHEMBL1048115,CHEMBL1155322,4.1588830833596715,TGFBR1,TGF-beta receptor type 1,TGF-beta receptor type-1
CHEMBL25985,PDE5,750851,CHEMBL1827,IC50,=,8.3,nM,8.08,CHEMBL762825,CHEMBL1147608,2.1162555148025524,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL260015,TGFBR1,18496595,CHEMBL4439,IC50,=,3.7,nM,8.43,CHEMBL4188411,CHEMBL4184264,1.308332819650179,TGFBR1,TGF-beta receptor type 1,TGF-beta receptor type-1
CHEMBL260147,TGFBR1,2153589,CHEMBL4439,IC50,=,160.0,nM,6.8,CHEMBL928261,CHEMBL1144852,5.075173815233827,TGFBR1,TGF-beta receptor type 1,TGF-beta receptor type-1
CHEMBL260239,TGFBR1,2153599,CHEMBL4439,IC50,=,750.0,nM,6.12,CHEMBL928261,CHEMBL1144852,6.620073206530356,TGFBR1,TGF-beta receptor type 1,TGF-beta receptor type-1
CHEMBL260240,TGFBR1,2153595,CHEMBL4439,IC50,=,141.0,nM,6.85,CHEMBL928261,CHEMBL1144852,4.948759890378168,TGFBR1,TGF-beta receptor type 1,TGF-beta receptor type-1
CHEMBL260729,TGFBR1,2153577,CHEMBL4439,IC50,=,1100.0,nM,5.96,CHEMBL928261,CHEMBL1144852,7.003065458786462,TGFBR1,TGF-beta receptor type 1,TGF-beta receptor type-1
CHEMBL260923,TGFBR1,2153596,CHEMBL4439,IC50,=,89.0,nM,7.05,CHEMBL928261,CHEMBL1144852,4.48863636973214,TGFBR1,TGF-beta receptor type 1,TGF-beta receptor type-1
CHEMBL26102,PDE5,2366858,CHEMBL1827,IC50,=,2.291,nM,8.64,CHEMBL983662,CHEMBL1158171,0.8289884034713584,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL261454,TGFBR1,2479585,CHEMBL4439,IC50,=,27.0,nM,7.57,CHEMBL1025772,CHEMBL1151712,3.295836866004329,TGFBR1,TGF-beta receptor type 1,TGF-beta receptor type-1
CHEMBL261625,TGFBR1,2153598,CHEMBL4439,IC50,=,3810.0,nM,5.42,CHEMBL928261,CHEMBL1144852,8.245384468120747,TGFBR1,TGF-beta receptor type 1,TGF-beta receptor type-1
CHEMBL261674,TGFBR1,2153588,CHEMBL4439,IC50,=,74.0,nM,7.13,CHEMBL928261,CHEMBL1144852,4.30406509320417,TGFBR1,TGF-beta receptor type 1,TGF-beta receptor type-1
CHEMBL261701,TGFBR1,2153576,CHEMBL4439,IC50,=,4800.0,nM,5.32,CHEMBL928261,CHEMBL1144852,8.476371196895983,TGFBR1,TGF-beta receptor type 1,TGF-beta receptor type-1
CHEMBL261702,TGFBR1,2153575,CHEMBL4439,IC50,=,1100.0,nM,5.96,CHEMBL928261,CHEMBL1144852,7.003065458786462,TGFBR1,TGF-beta receptor type 1,TGF-beta receptor type-1
CHEMBL261762,TGFBR1,2153587,CHEMBL4439,IC50,=,33.0,nM,7.48,CHEMBL928261,CHEMBL1144852,3.4965075614664802,TGFBR1,TGF-beta receptor type 1,TGF-beta receptor type-1
CHEMBL262229,ETA,1245482,CHEMBL252,IC50,=,10000.0,nM,5.0,CHEMBL677396,CHEMBL1128478,9.210340371976184,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL26229,PDE5,2366869,CHEMBL1827,IC50,=,2.089,nM,8.68,CHEMBL983662,CHEMBL1158171,0.7366854825744287,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL262784,ETA,12459417,CHEMBL252,IC50,=,2.3,nM,8.64,CHEMBL3056377,CHEMBL3045872,0.8329091229351039,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL262784,ETB,12459398,CHEMBL1785,IC50,=,15.0,nM,7.82,CHEMBL3056375,CHEMBL3045872,2.70805020110221,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL262993,ETA,1249385,CHEMBL252,IC50,=,3.5,nM,8.46,CHEMBL677396,CHEMBL1128478,1.252762968495368,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL262993,ETB,1249387,CHEMBL1785,IC50,=,210.0,nM,6.68,CHEMBL677445,CHEMBL1128478,5.3471075307174685,EDNRB,Endothelin-B receptor,Endothelin receptor type B
CHEMBL263079,ETA,457721,CHEMBL252,IC50,=,2.512,nM,8.6,CHEMBL677091,CHEMBL1129980,0.9210792486059522,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL263295,ETA,1251648,CHEMBL252,IC50,=,200.0,nM,6.7,CHEMBL679796,CHEMBL1128478,5.298317366548036,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
CHEMBL263311,PDE5,1448495,CHEMBL1827,IC50,=,7560.0,nM,5.12,CHEMBL828235,CHEMBL1137197,8.930626469173578,PDE5A,Phosphodiesterase 5,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL263723,ETA,1288591,CHEMBL252,IC50,=,310.0,nM,6.51,CHEMBL681510,CHEMBL1134124,5.736572297479192,EDNRA,Endothelin-A receptor,Endothelin-1 receptor
