canonical_drug_id,drug_name,drug_name_norm,n_pairs,li_hc_label_mean,li_hc_label_median,canonical_smiles,hcc_approved,rank_proxy_v2
1441,AZD2014,azd2014,15,2.3245842666666667,1.896792,CC1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=CC=C4)C(=O)NC)N5CCOCC5C,False,60
2055,Mycophenolic acid,mycophenolic acid,14,2.3541515,2.4403949999999996,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,False,61
1529,Pevonedistat,pevonedistat,15,2.3599845999999998,2.586827,NS(=O)(=O)OC[C@@H]1C[C@@H](n2ccc3c(N[C@H]4CCc5ccccc54)ncnc32)C[C@@H]1O,False,62
1919,Osimertinib,osimertinib,15,2.3839476666666664,2.320582,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,False,63
2047,Ulixertinib,ulixertinib,14,2.421824142857143,2.6572635,CC(C)Nc1cc(-c2c[nH]c(C(=O)N[C@H](CO)c3cccc(Cl)c3)c2)c(Cl)cn1,False,64
1011,Navitoclax,navitoclax,15,2.4266555333333333,2.232224,CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1,False,65
1786,AZD4547,azd4547,15,2.4310201333333334,2.51608,COc1cc(CCc2cc(NC(=O)c3ccc(N4CC(C)NC(C)C4)cc3)n[nH]2)cc(OC)c1,False,66
1922,Cediranib,cediranib,15,2.4489862666666666,2.0925,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,False,67
1091,BMS-536924,bms-536924,15,2.465522733333333,2.423459,CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NCC(C4=CC(=CC=C4)Cl)O)N5CCOCC5,False,68
1170,CCT-018159,cct-018159,1,2.491454,2.491454,CCC1=C(O)C=C(O)C(=C1)C1=C(C(C)=NN1)C1=CC2=C(OCCO2)C=C1,False,69
2169,AZD6482,azd6482,1,2.497758,2.497758,Cc1cc([C@@H](C)Nc2ccccc2C(=O)O)c2nc(N3CCOCC3)cc(=O)n2c1,False,70
1250,AZ960,az960,15,2.5443955333333337,2.710728,CC1=CC(=NN1)NC2=C(C=C(C(=N2)NC(C)C3=CC=C(C=C3)F)C#N)F,False,71
1032,Afatinib,afatinib,15,2.5673494,2.3132,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,False,72
1401,AZD5438,azd5438,15,2.583980733333333,2.739522,Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C,False,73
1909,Venetoclax,venetoclax,15,2.593176533333333,2.706523,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,False,74
1564,SCH772984,sch772984,15,2.6038656666666666,2.966407,C1CN(CC1C(=O)NC2=CC3=C(C=C2)NN=C3C4=CC=NC=C4)CC(=O)N5CCN(CC5)C6=CC=C(C=C6)C7=NC=CC=N7,False,75
1051,Alisertib,alisertib,15,2.6300212666666667,2.590595,COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O,False,76
1581,Bromosporine,bromosporine,15,2.6811198,2.835921,CCOC(=O)NC1=CC(=NN2C1=NN=C2C)C3=CC(=C(C=C3)C)NS(=O)(=O)C,False,77
2109,AZ6102,az6102,15,2.8297619333333333,2.89037,CC1CN(CC(N1)C)C2=NC=C(C(=C2)C)C3=CC=C(C=C3)C4=NC5=C(C=CN5C)C(=O)N4,False,78
2154,GSK-LSD1-2HCl,gsk-lsd1-2hcl,14,2.8515185,2.71561,C1CNCCC1NC2CC2C3=CC=CC=C3.Cl.Cl,False,79
1561,Taselisib,taselisib,15,2.852914933333333,2.824513,Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C(C)(C)C(N)=O)c4)cc2OCC3)n(C(C)C)n1,False,80
1594,OSI-027,osi-027,15,2.8557182666666665,2.948972,COc1cccc2cc(-c3nc([C@H]4CC[C@H](C(=O)O)CC4)n4ncnc(N)c34)[nH]c12,False,81
1812,Bleomycin,bleomycin,15,2.8871356666666665,2.697531,[H][C@](C)(NC(=O)[C@@]([H])(NC(=O)C1=NC(=NC(N)=C1C)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@]([H])(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)C1=CNC=N1)[C@@H](O)[C@H](C)C(=O)N[C@]([H])(C(=O)NCCC1=NC(=CS1)C1=NC(=CS1)C(=O)NCCC[S+](C)C)[C@@]([H])(C)O,False,82
1626,OTX015,otx015,15,2.9036249333333335,2.500382,CC1=C(SC2=C1C(=NC(C3=NN=C(N32)C)CC(=O)NC4=CC=C(C=C4)O)C5=CC=C(C=C5)Cl)C,False,83
1085,Sorafenib,sorafenib,15,2.98017,2.800832,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,True,84
1194,SB505124,sb505124,1,2.998082,2.998082,CC1=NC(=CC=C1)C2=C(N=C(N2)C(C)(C)C)C3=CC4=C(C=C3)OCO4,False,85
1593,Entinostat,entinostat,15,3.0037220666666666,2.883405,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,False,86
1583,GSK-LSD1,gsk-lsd1,15,3.0182332,3.081537,C1CNCCC1NC2CC2C3=CC=CC=C3,False,87
1912,Afuresertib,afuresertib,15,3.0831984,3.515814,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2cccc(F)c2)sc1Cl,False,88
1910,ABT737,abt737,14,3.1020115714285716,2.7442824999999997,CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-],False,89
2096,VX-11e,vx-11e,15,3.118521733333333,3.337426,CC1=CN=C(N=C1C2=CNC(=C2)C(=O)NC(CO)C3=CC(=CC=C3)Cl)NC4=C(C=C(C=C4)F)Cl,False,90
1830,Gallibiscoquinazole,gallibiscoquinazole,15,3.1265506,3.060063,COC1=C(C(=C2C(=C1)C(=O)NC(N2)(NC(=O)OC)NC(=O)OC)OC)OC,False,91
1006,Cytarabine,cytarabine,14,3.126661642857143,3.069744,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,False,92
1050,ZM447439,zm447439,15,3.1424301333333333,2.686442,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)NC(=O)C4=CC=CC=C4)OCCCN5CCOCC5,False,93
1576,IWP-2,iwp-2,15,3.1502833999999997,3.031909,CC1=CC2=C(C=C1)N=C(S2)NC(=O)CSC3=NC4=C(C(=O)N3C5=CC=CC=C5)SCC4,False,94
1936,Savolitinib,savolitinib,15,3.1671281333333337,3.170161,C[C@@H](c1ccc2nccn2c1)n1nnc2ncc(-c3cnn(C)c3)nc21,False,95
1239,YK-4-279,yk-4-279,15,3.1783866,3.488672,COC1=CC=C(C=C1)C(=O)CC2(C3=C(C=CC(=C3NC2=O)Cl)Cl)O,False,96
1932,NVP-ADW742,nvp-adw742,15,3.1807758666666666,3.13106,C1CCN(C1)CC2CC(C2)N3C=C(C4=C(N=CN=C43)N)C5=CC(=CC=C5)OCC6=CC=CC=C6,False,97
1908,Ulixertinib,ulixertinib,15,3.2049612,3.49486,CC(C)Nc1cc(-c2c[nH]c(C(=O)N[C@H](CO)c3cccc(Cl)c3)c2)c(Cl)cn1,False,98
1168,Erlotinib,erlotinib,15,3.2403086,3.542736,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,False,99
1083,Crizotinib,crizotinib,15,3.2435368666666666,3.152474,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,False,100
1630,Entospletinib,entospletinib,15,3.2464772666666666,3.194694,c1cn2cc(-c3ccc4cn[nH]c4c3)nc(Nc3ccc(N4CCOCC4)cc3)c2n1,False,101
1915,AZD3759,azd3759,15,3.289950333333333,3.385002,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)C[C@H]1C,False,102
1019,Bosutinib,bosutinib,15,3.2911045999999997,3.264539,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,False,103
2175,CHIR-99021,chir-99021,1,3.335306,3.335306,CC1=CN=C(N1)C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)Cl)NCCNC4=NC=C(C=C4)C#N,False,104
2171,BMS-754807,bms-754807,15,3.3513314666666667,3.947148,C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1,False,105
2156,5-azacytidine,5-azacytidine,14,3.3678205,3.4390085,NC1=NC(=O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,False,106
1627,GSK343,gsk343,15,3.3697918000000002,3.401903,CCCC1=C(C(=O)NC(=C1)C)CNC(=O)C2=C3C=NN(C3=CC(=C2)C4=CC(=NC=C4)N5CCN(CC5)C)C(C)C,False,107
1631,PRT062607,prt062607,15,3.3803512000000002,3.268152,C1CCC(C(C1)N)NC2=NC=C(C(=N2)NC3=CC(=CC=C3)N4N=CC=N4)C(=O)N,False,108
2170,AT13148,at13148,15,3.383701533333334,3.284857,NC[C@@](O)(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1,False,109
1021,Axitinib,axitinib,15,3.419506466666667,3.295092,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,False,110
1053,MK-2206,mk-2206,15,3.4295422666666666,3.538432,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,False,111
1553,Uprosertib,uprosertib,15,3.4530373333333335,3.681149,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2ccc(F)c(F)c2)oc1Cl,False,112
1200,Fulvestrant,fulvestrant,15,3.4968295333333335,3.530357,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,False,113
1049,PD173074,pd173074,15,3.5086323333333334,3.475947,CCN(CC)CCCCNc1ncc2cc(-c3cc(OC)cc(OC)c3)c(NC(=O)NC(C)(C)C)nc2n1,False,114
1046,Wee1 Inhibitor,wee1 inhibitor,15,3.5102656,3.254112,C1=CC=C(C(=C1)C2=CC3=C(C4=C(N3)C=CC(=C4)O)C5=C2C(=O)NC5=O)Cl,False,115
1617,AZD5582,azd5582,15,3.537798533333333,3.403709,CC(C(=O)NC(C1CCCCC1)C(=O)N2CCCC2C(=O)NC3C(CC4=CC=CC=C34)OCC#CC#CCOC5CC6=CC=CC=C6C5NC(=O)C7CCCN7C(=O)C(C8CCCCC8)NC(=O)C(C)NC)NC,False,116
2039,AGK2,agk2,15,3.5554864666666663,3.38365,C1=CC2=C(C=CC=N2)C(=C1)NC(=O)C(=CC3=CC=C(O3)C4=C(C=CC(=C4)Cl)Cl)C#N,False,117
1062,Selumetinib,selumetinib,15,3.560549266666667,3.430843,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,False,118
1838,Sinularin,sinularin,15,3.5647634,3.691407,CC1=CCCC(C2CC(CCC3(C(O3)CC1)C)C(=C)C(=O)O2)(C)O,False,119
1917,AZD6738,azd6738,15,3.570768133333333,3.422605,CC1COCCN1C2=NC(=NC(=C2)C3(CC3)S(=N)(=O)C)C4=CN=CC5=C4C=CN5,False,120
2172,JQ1,jq1,15,3.5752105999999997,3.269263,CC1=C(C)C2=C(S1)N1C(C)=NN=C1[C@H](CC(=O)OC(C)(C)C)N=C2C1=CC=C(Cl)C=C1,False,121
1023,GW441756,gw441756,15,3.5815131333333334,3.586429,CN1C=C(C2=CC=CC=C21)C=C3C4=C(C=CC=N4)NC3=O.Cl,False,122
1463,AZD1332,azd1332,15,3.591672733333333,4.10693,CC(C)OC1=NNC(=C1)NC2=NC(=NC=C2Cl)NC(C)C3=NC=C(C=C3)F,False,123
1853,OF-1,of-1,15,3.6295343333333334,3.948645,CC1=C(C=CC(=C1)Br)S(=O)(=O)NC2=CC3=C(C=C2OC)N(C(=O)N3C)C,False,124
1013,Nilotinib,nilotinib,15,3.6379202000000004,3.947324,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,False,125
1940,WIKI4,wiki4,15,3.6460834666666666,3.773871,COC1=CC=C(C=C1)N2C(=NN=C2SCCCN3C(=O)C4=CC=CC5=C4C(=CC=C5)C3=O)C6=CC=NC=C6,False,126
1618,GSK2606414,gsk2606414,15,3.6470578666666666,3.468741,CN1C=C(C2=C(N=CN=C21)N)C3=CC4=C(C=C3)N(CC4)C(=O)CC5=CC(=CC=C5)C(F)(F)F,False,127
1847,BEN,ben,15,3.6506374,2.604146,C1=CC=C(C=C1)C(=N)N,False,128
1502,Bicalutamide,bicalutamide,1,3.691294,3.691294,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,False,129
1249,BMS-345541,bms-345541,15,3.715623266666667,3.78263,Cc1ccc2nc(NCCN)c3ncc(C)n3c2c1,False,130
1038,NU7441,nu7441,15,3.7176169333333333,3.311724,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC5=C4SC6=CC=CC=C56,False,131
1613,VE-822,ve-822,15,3.730981933333333,3.562734,CC(C)S(=O)(=O)C1=CC=C(C=C1)C2=CN=C(C(=N2)C3=CC(=NO3)C4=CC=C(C=C4)CNC)N,False,132
1831,L-Oxonoreleagnine,l-oxonoreleagnine,15,3.7846005333333332,3.695936,C1CNC(=O)C2=C1C3=CC=CC=C3N2,False,133
1614,WZ4003,wz4003,15,3.8029285333333336,3.769677,CCC(=O)NC1=CC(=CC=C1)OC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCN(CC4)C)OC,False,134
1624,I-BET-762,i-bet-762,15,3.816436533333333,3.848136,CCNC(=O)CC1C2=NN=C(N2C3=C(C=C(C=C3)OC)C(=N1)C4=CC=C(C=C4)Cl)C,False,135
1916,AZD5363,azd5363,15,3.8344628,3.823037,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cc(F)cc(F)c2)C2CCC(S(C)(=O)=O)CC2)CC1,False,136
1939,UMI-77,umi-77,14,3.8416682142857144,3.7751735,C1=CC=C2C(=C1)C(=CC(=C2O)SCC(=O)O)NS(=O)(=O)C3=CC=C(C=C3)Br,False,137
1918,AZD8186,azd8186,15,3.8529201333333334,4.105408,C[C@@H](Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,False,138
1558,Lapatinib,lapatinib,15,3.8572964,3.650849,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,False,139
1069,EHT-1864,eht-1864,15,3.8586602,3.730525,C1COCCN1CC2=CC(=O)C(=CO2)OCCCCCSC3=C4C=CC(=CC4=NC=C3)C(F)(F)F.Cl.Cl,False,140
2106,Uprosertib,uprosertib,14,3.868830714285714,3.925012,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2ccc(F)c(F)c2)oc1Cl,False,141
2057,Remodelin,remodelin,7,3.9206672857142855,3.64464,C1CCC(=NNC2=NC(=CS2)C3=CC=C(C=C3)C#N)C1,False,142
1010,Gefitinib,gefitinib,15,3.9400530666666667,4.083677,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,False,143
1997,WEHI-539,wehi-539,15,3.967904,3.794278,C1CC2=C(C=C(C=C2)C3=NC(=C(S3)CCCOC4=CC=C(C=C4)CN)C(=O)O)C(=NNC5=NC6=CC=CC=C6S5)C1,False,144
1835,Elephantin,elephantin,15,3.9787138,3.912417,C=C1C(=O)O[C@H]2[C@H]1[C@@H](OC(=O)C=C(C)C)CC1=C[C@@H](C[C@@]3(C)O[C@H]23)OC1=O,False,145
1622,Wnt-C59,wnt-c59,15,3.9830633333333334,3.907712,CC1=NC=CC(=C1)C2=CC=C(C=C2)CC(=O)NC3=CC=C(C=C3)C4=CN=CC=C4,False,146
1778,GSK2110183B,gsk2110183b,15,4.036915733333333,4.440112,CN1C(=C(C=N1)Cl)C2=C(SC(=C2)C(=O)NC(CC3=CC(=CC=C3)F)CN)Cl.Cl,False,147
1632,Ribociclib,ribociclib,15,4.057341533333333,3.999125,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,False,148
2044,Pyridostatin,pyridostatin,15,4.0851109333333335,4.006284,NCCOc1cc(C(=O)Nc2cc(OCCN)c3ccccc3n2)nc(C(=O)Nc2cc(OCCN)c3ccccc3n2)c1,False,149
1088,Irinotecan,irinotecan,15,4.207057733333333,3.952648,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,False,150
1510,Linsitinib,linsitinib,15,4.2091878666666664,4.60311,C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1,False,151
1634,AGI-6780,agi-6780,15,4.255891733333333,4.342205,C1CC1NS(=O)(=O)C2=CC(=C(C=C2)C3=CSC=C3)NC(=O)NC4=CC=CC(=C4)C(F)(F)F,False,152
1736,Selumetinib,selumetinib,15,4.284089933333333,4.364944,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,False,153
1560,Alpelisib,alpelisib,15,4.302905866666666,4.501258,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,False,154
1621,PCI-34051,pci-34051,15,4.303254866666666,4.737506,COC1=CC=C(C=C1)CN2C=CC3=C2C=C(C=C3)C(=O)NO,False,155
1802,Zoledronate,zoledronate,15,4.3064412,4.357866,OC(CN1C=CN=C1)(P(O)(O)=O)P(O)(O)=O,False,156
1199,Tamoxifen,tamoxifen,15,4.3103370666666665,4.175143,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,False,157
1054,Palbociclib,palbociclib,15,4.311977333333333,4.128834,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,False,158
2046,MK-8776,mk-8776,15,4.3149342,4.482266,CN1C=C(C=N1)C1=C2N=C([C@@H]3CCCNC3)C(Br)=C(N)N2N=C1,False,159
1093,GSK1904529A,gsk1904529a,15,4.328530333333333,4.56184,CCC1=CC(=C(C=C1N2CCC(CC2)N3CCN(CC3)S(=O)(=O)C)OC)NC4=NC=CC(=N4)C5=C(N=C6N5C=CC=C6)C7=CC(=C(C=C7)OC)C(=O)NC8=C(C=CC=C8F)F,False,160
1598,LGK974,lgk974,15,4.3287614,4.206661,CC1=CC(=CN=C1C2=CC(=NC=C2)C)CC(=O)NC3=NC=C(C=C3)C4=NC=CN=C4,False,161
1005,Cisplatin,cisplatin,14,4.341590214285715,4.4740400000000005,[H][N]([H])([H])[Pt](Cl)(Cl)[N]([H])([H])[H],False,162
2173,PFI-1,pfi-1,15,4.343817066666667,4.313446,CN1CC2=C(C=CC(=C2)NS(=O)(=O)C3=CC=CC=C3OC)NC1=O,False,163
2010,HKMTI-1-005,hkmti-1-005,14,4.3511877142857145,4.2808475,CN1CCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)NC4CCN(CC4)CC5=CC=CC=C5)OC)OC,False,164
1629,ML323,ml323,15,4.3570854,4.24147,CC1=CN=C(N=C1NCC2=CC=C(C=C2)N3C=CN=N3)C4=CC=CC=C4C(C)C,False,165
1133,Serdemetan,serdemetan,15,4.3844178,4.329317,c1ccc2c(CCNc3ccc(Nc4ccncc4)cc3)c[nH]c2c1,False,166
1175,Rucaparib,rucaparib,15,4.390612466666667,4.183375,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,False,167
2159,UNC0379,unc0379,14,4.4015485,4.3799955,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCCC3)NCCCCCN4CCCC4)OC,False,168
1036,PLX-4720,plx-4720,15,4.445306666666666,4.452238,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F,False,169
1582,SGC-CBP30,sgc-cbp30,15,4.4755158,4.378667,CC1=C(C(=NO1)C)C2=CC3=C(C=C2)N(C(=N3)CCC4=CC(=C(C=C4)OC)Cl)CC(C)N5CCOCC5,False,170
1061,SB590885,sb590885,15,4.481929133333334,4.934328,CN(C)CCOc1ccc(-c2nc(-c3ccncc3)c(-c3ccc4c(c3)CC/C4=N\O)[nH]2)cc1,False,171
