model,canonical_drug_id,drug_name,pred_rank,assay,category,assay_name,assay_type,match_type,similarity,predicted_label,status
ExtraTrees,CHEMBL221959,TOFACITINIB,9,pgp_broccatelli,Absorption,P-gp Inhibitor,binary,no_match,0.20588235294117646,0,no_data
ExtraTrees,CHEMBL221959,TOFACITINIB,9,bioavailability_ma,Absorption,Oral Bioavailability (F>20%),binary,no_match,0.1978021978021978,1,no_data
ExtraTrees,CHEMBL221959,TOFACITINIB,9,bbb_martins,Distribution,BBB Penetration,binary,no_match,0.2714285714285714,1,no_data
ExtraTrees,CHEMBL221959,TOFACITINIB,9,ppbr_az,Distribution,Plasma Protein Binding Rate,regression,no_match,0.325,83,no_data
ExtraTrees,CHEMBL221959,TOFACITINIB,9,vdss_lombardo,Distribution,Volume of Distribution,regression,exact,1.0,1,measured
ExtraTrees,CHEMBL221959,TOFACITINIB,9,cyp2c9_veith,Metabolism,CYP2C9 Inhibitor,binary,no_match,0.2564102564102564,0,no_data
ExtraTrees,CHEMBL221959,TOFACITINIB,9,cyp2d6_veith,Metabolism,CYP2D6 Inhibitor,binary,no_match,0.2564102564102564,0,no_data
ExtraTrees,CHEMBL221959,TOFACITINIB,9,cyp3a4_veith,Metabolism,CYP3A4 Inhibitor,binary,no_match,0.2564102564102564,0,no_data
ExtraTrees,CHEMBL221959,TOFACITINIB,9,cyp2c9_substrate_carbonmangels,Metabolism,CYP2C9 Substrate,binary,no_match,0.1978021978021978,0,no_data
ExtraTrees,CHEMBL221959,TOFACITINIB,9,cyp2d6_substrate_carbonmangels,Metabolism,CYP2D6 Substrate,binary,no_match,0.1978021978021978,1,no_data
ExtraTrees,CHEMBL221959,TOFACITINIB,9,cyp3a4_substrate_carbonmangels,Metabolism,CYP3A4 Substrate,binary,no_match,0.1978021978021978,1,no_data
ExtraTrees,CHEMBL221959,TOFACITINIB,9,clearance_hepatocyte_az,Excretion,Hepatocyte Clearance,regression,no_match,0.25961538461538464,21,no_data
ExtraTrees,CHEMBL221959,TOFACITINIB,9,clearance_microsome_az,Excretion,Microsome Clearance,regression,no_match,0.2391304347826087,7,no_data
ExtraTrees,CHEMBL221959,TOFACITINIB,9,half_life_obach,Excretion,Half-Life,regression,no_match,0.19753086419753085,1,no_data
ExtraTrees,CHEMBL221959,TOFACITINIB,9,ames,Toxicity,Ames Mutagenicity,binary,no_match,0.18518518518518517,1,no_data
ExtraTrees,CHEMBL221959,TOFACITINIB,9,dili,Toxicity,DILI (Drug-Induced Liver Injury),binary,no_match,0.20588235294117646,1,no_data
ExtraTrees,CHEMBL221959,TOFACITINIB,9,herg,Toxicity,hERG Cardiotoxicity,binary,no_match,0.24742268041237114,1,no_data
ExtraTrees,CHEMBL221959,TOFACITINIB,9,ld50_zhu,Toxicity,Acute Toxicity (LD50),regression,no_match,0.2191780821917808,2,no_data
ExtraTrees,CHEMBL221959,TOFACITINIB,9,lipophilicity_astrazeneca,Properties,Lipophilicity (logD),regression,no_match,0.3409090909090909,1,no_data
ExtraTrees,CHEMBL221959,TOFACITINIB,9,solubility_aqsoldb,Properties,Aqueous Solubility,regression,no_match,0.2361111111111111,-1,no_data
ExtraTrees,CHEMBL4303389,NS-018,10,caco2_wang,Absorption,Caco-2 Permeability,regression,no_match,0.1958762886597938,-5,no_data
ExtraTrees,CHEMBL4303389,NS-018,10,hia_hou,Absorption,HIA (Human Intestinal Absorption),binary,no_match,0.24,1,no_data
ExtraTrees,CHEMBL4303389,NS-018,10,pgp_broccatelli,Absorption,P-gp Inhibitor,binary,no_match,0.20987654320987653,0,no_data
ExtraTrees,CHEMBL4303389,NS-018,10,bioavailability_ma,Absorption,Oral Bioavailability (F>20%),binary,no_match,0.24,1,no_data
ExtraTrees,CHEMBL4303389,NS-018,10,bbb_martins,Distribution,BBB Penetration,binary,no_match,0.2625,1,no_data
ExtraTrees,CHEMBL4303389,NS-018,10,ppbr_az,Distribution,Plasma Protein Binding Rate,regression,no_match,0.352112676056338,78,no_data
ExtraTrees,CHEMBL4303389,NS-018,10,vdss_lombardo,Distribution,Volume of Distribution,regression,no_match,0.24,35,no_data
ExtraTrees,CHEMBL4303389,NS-018,10,cyp2c9_veith,Metabolism,CYP2C9 Inhibitor,binary,no_match,0.26153846153846155,0,no_data
ExtraTrees,CHEMBL4303389,NS-018,10,cyp2d6_veith,Metabolism,CYP2D6 Inhibitor,binary,no_match,0.26153846153846155,0,no_data
ExtraTrees,CHEMBL4303389,NS-018,10,cyp3a4_veith,Metabolism,CYP3A4 Inhibitor,binary,no_match,0.26153846153846155,0,no_data
ExtraTrees,CHEMBL4303389,NS-018,10,cyp2c9_substrate_carbonmangels,Metabolism,CYP2C9 Substrate,binary,no_match,0.2054794520547945,1,no_data
ExtraTrees,CHEMBL4303389,NS-018,10,cyp2d6_substrate_carbonmangels,Metabolism,CYP2D6 Substrate,binary,no_match,0.2054794520547945,1,no_data
ExtraTrees,CHEMBL4303389,NS-018,10,cyp3a4_substrate_carbonmangels,Metabolism,CYP3A4 Substrate,binary,no_match,0.2054794520547945,0,no_data
ExtraTrees,CHEMBL4303389,NS-018,10,clearance_hepatocyte_az,Excretion,Hepatocyte Clearance,regression,no_match,0.2558139534883721,3,no_data
ExtraTrees,CHEMBL4303389,NS-018,10,clearance_microsome_az,Excretion,Microsome Clearance,regression,no_match,0.352112676056338,34,no_data
ExtraTrees,CHEMBL4303389,NS-018,10,half_life_obach,Excretion,Half-Life,regression,no_match,0.20481927710843373,5,no_data
ExtraTrees,CHEMBL4303389,NS-018,10,ames,Toxicity,Ames Mutagenicity,binary,no_match,0.2125,1,no_data
ExtraTrees,CHEMBL4303389,NS-018,10,dili,Toxicity,DILI (Drug-Induced Liver Injury),binary,no_match,0.20689655172413793,1,no_data
ExtraTrees,CHEMBL4303389,NS-018,10,herg,Toxicity,hERG Cardiotoxicity,binary,no_match,0.22580645161290322,1,no_data
ExtraTrees,CHEMBL4303389,NS-018,10,ld50_zhu,Toxicity,Acute Toxicity (LD50),regression,no_match,0.22972972972972974,2,no_data
ExtraTrees,CHEMBL4303389,NS-018,10,lipophilicity_astrazeneca,Properties,Lipophilicity (logD),regression,no_match,0.3048780487804878,2,no_data
ExtraTrees,CHEMBL4303389,NS-018,10,solubility_aqsoldb,Properties,Aqueous Solubility,regression,no_match,0.22388059701492538,-3,no_data
ExtraTrees,CHEMBL4085457,RITLECITINIB,11,caco2_wang,Absorption,Caco-2 Permeability,regression,no_match,0.18518518518518517,-4,no_data
ExtraTrees,CHEMBL4085457,RITLECITINIB,11,hia_hou,Absorption,HIA (Human Intestinal Absorption),binary,no_match,0.19480519480519481,1,no_data
ExtraTrees,CHEMBL4085457,RITLECITINIB,11,pgp_broccatelli,Absorption,P-gp Inhibitor,binary,no_match,0.19736842105263158,0,no_data
ExtraTrees,CHEMBL4085457,RITLECITINIB,11,bioavailability_ma,Absorption,Oral Bioavailability (F>20%),binary,no_match,0.21794871794871795,1,no_data
ExtraTrees,CHEMBL4085457,RITLECITINIB,11,bbb_martins,Distribution,BBB Penetration,binary,no_match,0.3387096774193548,1,no_data
ExtraTrees,CHEMBL4085457,RITLECITINIB,11,ppbr_az,Distribution,Plasma Protein Binding Rate,regression,no_match,0.28205128205128205,83,no_data
ExtraTrees,CHEMBL4085457,RITLECITINIB,11,vdss_lombardo,Distribution,Volume of Distribution,regression,no_match,0.35064935064935066,1,no_data
ExtraTrees,CHEMBL4085457,RITLECITINIB,11,cyp2c9_veith,Metabolism,CYP2C9 Inhibitor,binary,no_match,0.34782608695652173,0,no_data
ExtraTrees,CHEMBL4085457,RITLECITINIB,11,cyp2d6_veith,Metabolism,CYP2D6 Inhibitor,binary,no_match,0.34782608695652173,0,no_data
ExtraTrees,CHEMBL4085457,RITLECITINIB,11,cyp3a4_veith,Metabolism,CYP3A4 Inhibitor,binary,no_match,0.34782608695652173,1,no_data
ExtraTrees,CHEMBL4085457,RITLECITINIB,11,cyp2c9_substrate_carbonmangels,Metabolism,CYP2C9 Substrate,binary,no_match,0.21794871794871795,0,no_data
ExtraTrees,CHEMBL4085457,RITLECITINIB,11,cyp2d6_substrate_carbonmangels,Metabolism,CYP2D6 Substrate,binary,no_match,0.21794871794871795,0,no_data
ExtraTrees,CHEMBL4085457,RITLECITINIB,11,cyp3a4_substrate_carbonmangels,Metabolism,CYP3A4 Substrate,binary,no_match,0.21794871794871795,0,no_data
ExtraTrees,CHEMBL4085457,RITLECITINIB,11,clearance_hepatocyte_az,Excretion,Hepatocyte Clearance,regression,no_match,0.25,15,no_data
ExtraTrees,CHEMBL4085457,RITLECITINIB,11,clearance_microsome_az,Excretion,Microsome Clearance,regression,no_match,0.26436781609195403,150,no_data
ExtraTrees,CHEMBL4085457,RITLECITINIB,11,half_life_obach,Excretion,Half-Life,regression,no_match,0.21794871794871795,1,no_data
ExtraTrees,CHEMBL4085457,RITLECITINIB,11,ames,Toxicity,Ames Mutagenicity,binary,no_match,0.2459016393442623,0,no_data
ExtraTrees,CHEMBL4085457,RITLECITINIB,11,dili,Toxicity,DILI (Drug-Induced Liver Injury),binary,no_match,0.21794871794871795,1,no_data
ExtraTrees,CHEMBL4085457,RITLECITINIB,11,herg,Toxicity,hERG Cardiotoxicity,binary,no_match,0.19791666666666666,1,no_data
ExtraTrees,CHEMBL4085457,RITLECITINIB,11,ld50_zhu,Toxicity,Acute Toxicity (LD50),regression,no_match,0.265625,3,no_data
ExtraTrees,CHEMBL4085457,RITLECITINIB,11,lipophilicity_astrazeneca,Properties,Lipophilicity (logD),regression,no_match,0.3148148148148148,1,no_data
ExtraTrees,CHEMBL4085457,RITLECITINIB,11,solubility_aqsoldb,Properties,Aqueous Solubility,regression,no_match,0.21428571428571427,-2,no_data
ExtraTrees,CHEMBL3113734,UK-500001,12,caco2_wang,Absorption,Caco-2 Permeability,regression,no_match,0.24210526315789474,-4,no_data
ExtraTrees,CHEMBL3113734,UK-500001,12,hia_hou,Absorption,HIA (Human Intestinal Absorption),binary,no_match,0.24210526315789474,1,no_data
ExtraTrees,CHEMBL3113734,UK-500001,12,pgp_broccatelli,Absorption,P-gp Inhibitor,binary,no_match,0.23809523809523808,0,no_data
ExtraTrees,CHEMBL3113734,UK-500001,12,bioavailability_ma,Absorption,Oral Bioavailability (F>20%),binary,no_match,0.24210526315789474,1,no_data
ExtraTrees,CHEMBL3113734,UK-500001,12,bbb_martins,Distribution,BBB Penetration,binary,no_match,0.23958333333333334,1,no_data
ExtraTrees,CHEMBL3113734,UK-500001,12,ppbr_az,Distribution,Plasma Protein Binding Rate,regression,no_match,0.30864197530864196,91,no_data
ExtraTrees,CHEMBL3113734,UK-500001,12,vdss_lombardo,Distribution,Volume of Distribution,regression,no_match,0.30864197530864196,1,no_data
ExtraTrees,CHEMBL3113734,UK-500001,12,cyp2c9_veith,Metabolism,CYP2C9 Inhibitor,binary,no_match,0.2839506172839506,0,no_data
ExtraTrees,CHEMBL3113734,UK-500001,12,cyp2d6_veith,Metabolism,CYP2D6 Inhibitor,binary,no_match,0.30158730158730157,0,no_data
ExtraTrees,CHEMBL3113734,UK-500001,12,cyp3a4_veith,Metabolism,CYP3A4 Inhibitor,binary,no_match,0.30158730158730157,0,no_data
ExtraTrees,CHEMBL3113734,UK-500001,12,cyp2c9_substrate_carbonmangels,Metabolism,CYP2C9 Substrate,binary,no_match,0.24210526315789474,1,no_data
ExtraTrees,CHEMBL3113734,UK-500001,12,cyp2d6_substrate_carbonmangels,Metabolism,CYP2D6 Substrate,binary,no_match,0.24210526315789474,1,no_data
ExtraTrees,CHEMBL3113734,UK-500001,12,cyp3a4_substrate_carbonmangels,Metabolism,CYP3A4 Substrate,binary,no_match,0.24210526315789474,1,no_data
ExtraTrees,CHEMBL3113734,UK-500001,12,clearance_hepatocyte_az,Excretion,Hepatocyte Clearance,regression,no_match,0.30864197530864196,3,no_data
ExtraTrees,CHEMBL3113734,UK-500001,12,clearance_microsome_az,Excretion,Microsome Clearance,regression,no_match,0.30864197530864196,6,no_data
ExtraTrees,CHEMBL3113734,UK-500001,12,half_life_obach,Excretion,Half-Life,regression,no_match,0.2318840579710145,10,no_data
ExtraTrees,CHEMBL3113734,UK-500001,12,ames,Toxicity,Ames Mutagenicity,binary,no_match,0.23943661971830985,1,no_data
ExtraTrees,CHEMBL3113734,UK-500001,12,dili,Toxicity,DILI (Drug-Induced Liver Injury),binary,no_match,0.2318840579710145,1,no_data
ExtraTrees,CHEMBL3113734,UK-500001,12,herg,Toxicity,hERG Cardiotoxicity,binary,no_match,0.2808988764044944,1,no_data
ExtraTrees,CHEMBL3113734,UK-500001,12,ld50_zhu,Toxicity,Acute Toxicity (LD50),regression,no_match,0.328125,3,no_data
ExtraTrees,CHEMBL3113734,UK-500001,12,lipophilicity_astrazeneca,Properties,Lipophilicity (logD),regression,no_match,0.325,3,no_data
ExtraTrees,CHEMBL3113734,UK-500001,12,solubility_aqsoldb,Properties,Aqueous Solubility,regression,no_match,0.3103448275862069,-2,no_data
ExtraTrees,CHEMBL4066193,ATINVICITINIB,13,caco2_wang,Absorption,Caco-2 Permeability,regression,no_match,0.2127659574468085,-4,no_data
ExtraTrees,CHEMBL4066193,ATINVICITINIB,13,hia_hou,Absorption,HIA (Human Intestinal Absorption),binary,no_match,0.2127659574468085,1,no_data
ExtraTrees,CHEMBL4066193,ATINVICITINIB,13,pgp_broccatelli,Absorption,P-gp Inhibitor,binary,no_match,0.2127659574468085,0,no_data
ExtraTrees,CHEMBL4066193,ATINVICITINIB,13,bioavailability_ma,Absorption,Oral Bioavailability (F>20%),binary,no_match,0.2127659574468085,1,no_data
ExtraTrees,CHEMBL4066193,ATINVICITINIB,13,bbb_martins,Distribution,BBB Penetration,binary,no_match,0.21649484536082475,1,no_data
ExtraTrees,CHEMBL4066193,ATINVICITINIB,13,ppbr_az,Distribution,Plasma Protein Binding Rate,regression,no_match,0.2549019607843137,92,no_data
ExtraTrees,CHEMBL4066193,ATINVICITINIB,13,vdss_lombardo,Distribution,Volume of Distribution,regression,no_match,0.2127659574468085,0,no_data
ExtraTrees,CHEMBL4066193,ATINVICITINIB,13,cyp2c9_veith,Metabolism,CYP2C9 Inhibitor,binary,no_match,0.25842696629213485,0,no_data
ExtraTrees,CHEMBL4066193,ATINVICITINIB,13,cyp2d6_veith,Metabolism,CYP2D6 Inhibitor,binary,no_match,0.25842696629213485,0,no_data
ExtraTrees,CHEMBL4066193,ATINVICITINIB,13,cyp3a4_veith,Metabolism,CYP3A4 Inhibitor,binary,no_match,0.22535211267605634,0,no_data
ExtraTrees,CHEMBL4066193,ATINVICITINIB,13,cyp2c9_substrate_carbonmangels,Metabolism,CYP2C9 Substrate,binary,no_match,0.20253164556962025,0,no_data
ExtraTrees,CHEMBL4066193,ATINVICITINIB,13,cyp2d6_substrate_carbonmangels,Metabolism,CYP2D6 Substrate,binary,no_match,0.20253164556962025,0,no_data
ExtraTrees,CHEMBL4066193,ATINVICITINIB,13,cyp3a4_substrate_carbonmangels,Metabolism,CYP3A4 Substrate,binary,no_match,0.20253164556962025,0,no_data
ExtraTrees,CHEMBL4066193,ATINVICITINIB,13,clearance_hepatocyte_az,Excretion,Hepatocyte Clearance,regression,no_match,0.22093023255813954,14,no_data
ExtraTrees,CHEMBL4066193,ATINVICITINIB,13,clearance_microsome_az,Excretion,Microsome Clearance,regression,no_match,0.22093023255813954,6,no_data
ExtraTrees,CHEMBL4066193,ATINVICITINIB,13,half_life_obach,Excretion,Half-Life,regression,no_match,0.2127659574468085,9,no_data
ExtraTrees,CHEMBL4066193,ATINVICITINIB,13,ames,Toxicity,Ames Mutagenicity,binary,no_match,0.19230769230769232,0,no_data
ExtraTrees,CHEMBL4066193,ATINVICITINIB,13,dili,Toxicity,DILI (Drug-Induced Liver Injury),binary,no_match,0.18446601941747573,1,no_data
ExtraTrees,CHEMBL4066193,ATINVICITINIB,13,herg,Toxicity,hERG Cardiotoxicity,binary,no_match,0.2127659574468085,1,no_data
ExtraTrees,CHEMBL4066193,ATINVICITINIB,13,ld50_zhu,Toxicity,Acute Toxicity (LD50),regression,no_match,0.2054794520547945,1,no_data
ExtraTrees,CHEMBL4066193,ATINVICITINIB,13,lipophilicity_astrazeneca,Properties,Lipophilicity (logD),regression,no_match,0.2604166666666667,2,no_data
ExtraTrees,CHEMBL4066193,ATINVICITINIB,13,solubility_aqsoldb,Properties,Aqueous Solubility,regression,no_match,0.2222222222222222,-6,no_data
ExtraTrees,CHEMBL4116008,CERDULATINIB,14,caco2_wang,Absorption,Caco-2 Permeability,regression,no_match,0.22448979591836735,-5,no_data
ExtraTrees,CHEMBL4116008,CERDULATINIB,14,hia_hou,Absorption,HIA (Human Intestinal Absorption),binary,no_match,0.22448979591836735,1,no_data
ExtraTrees,CHEMBL4116008,CERDULATINIB,14,pgp_broccatelli,Absorption,P-gp Inhibitor,binary,no_match,0.2702702702702703,0,no_data
ExtraTrees,CHEMBL4116008,CERDULATINIB,14,bioavailability_ma,Absorption,Oral Bioavailability (F>20%),binary,no_match,0.2625,1,no_data
ExtraTrees,CHEMBL4116008,CERDULATINIB,14,bbb_martins,Distribution,BBB Penetration,binary,no_match,0.2625,1,no_data
ExtraTrees,CHEMBL4116008,CERDULATINIB,14,ppbr_az,Distribution,Plasma Protein Binding Rate,regression,no_match,0.3780487804878049,92,no_data
ExtraTrees,CHEMBL4116008,CERDULATINIB,14,vdss_lombardo,Distribution,Volume of Distribution,regression,no_match,0.2625,0,no_data
ExtraTrees,CHEMBL4116008,CERDULATINIB,14,cyp2c9_veith,Metabolism,CYP2C9 Inhibitor,binary,no_match,0.345679012345679,1,no_data
ExtraTrees,CHEMBL4116008,CERDULATINIB,14,cyp2d6_veith,Metabolism,CYP2D6 Inhibitor,binary,no_match,0.3424657534246575,0,no_data
ExtraTrees,CHEMBL4116008,CERDULATINIB,14,cyp3a4_veith,Metabolism,CYP3A4 Inhibitor,binary,no_match,0.345679012345679,0,no_data
ExtraTrees,CHEMBL4116008,CERDULATINIB,14,cyp2c9_substrate_carbonmangels,Metabolism,CYP2C9 Substrate,binary,no_match,0.2625,0,no_data
ExtraTrees,CHEMBL4116008,CERDULATINIB,14,cyp2d6_substrate_carbonmangels,Metabolism,CYP2D6 Substrate,binary,no_match,0.2625,0,no_data
ExtraTrees,CHEMBL4116008,CERDULATINIB,14,cyp3a4_substrate_carbonmangels,Metabolism,CYP3A4 Substrate,binary,no_match,0.2625,0,no_data
ExtraTrees,CHEMBL4116008,CERDULATINIB,14,clearance_hepatocyte_az,Excretion,Hepatocyte Clearance,regression,no_match,0.34146341463414637,5,no_data
ExtraTrees,CHEMBL4116008,CERDULATINIB,14,clearance_microsome_az,Excretion,Microsome Clearance,regression,no_match,0.29577464788732394,45,no_data
ExtraTrees,CHEMBL4116008,CERDULATINIB,14,half_life_obach,Excretion,Half-Life,regression,no_match,0.2625,1,no_data
ExtraTrees,CHEMBL4116008,CERDULATINIB,14,ames,Toxicity,Ames Mutagenicity,binary,no_match,0.24242424242424243,0,no_data
ExtraTrees,CHEMBL4116008,CERDULATINIB,14,dili,Toxicity,DILI (Drug-Induced Liver Injury),binary,no_match,0.2976190476190476,1,no_data
ExtraTrees,CHEMBL4116008,CERDULATINIB,14,herg,Toxicity,hERG Cardiotoxicity,binary,no_match,0.21951219512195122,1,no_data
ExtraTrees,CHEMBL4116008,CERDULATINIB,14,ld50_zhu,Toxicity,Acute Toxicity (LD50),regression,no_match,0.23529411764705882,1,no_data
ExtraTrees,CHEMBL4116008,CERDULATINIB,14,lipophilicity_astrazeneca,Properties,Lipophilicity (logD),regression,no_match,0.39285714285714285,2,no_data
ExtraTrees,CHEMBL4116008,CERDULATINIB,14,solubility_aqsoldb,Properties,Aqueous Solubility,regression,no_match,0.265625,-1,no_data
ExtraTrees,CHEMBL4447181,LONDAMOCITINIB,15,caco2_wang,Absorption,Caco-2 Permeability,regression,no_match,0.24324324324324326,-5,no_data
ExtraTrees,CHEMBL4447181,LONDAMOCITINIB,15,hia_hou,Absorption,HIA (Human Intestinal Absorption),binary,no_match,0.23684210526315788,1,no_data
ExtraTrees,CHEMBL4447181,LONDAMOCITINIB,15,pgp_broccatelli,Absorption,P-gp Inhibitor,binary,no_match,0.22321428571428573,1,no_data
ExtraTrees,CHEMBL4447181,LONDAMOCITINIB,15,bioavailability_ma,Absorption,Oral Bioavailability (F>20%),binary,no_match,0.23684210526315788,1,no_data
ExtraTrees,CHEMBL4447181,LONDAMOCITINIB,15,bbb_martins,Distribution,BBB Penetration,binary,no_match,0.20175438596491227,1,no_data
ExtraTrees,CHEMBL4447181,LONDAMOCITINIB,15,ppbr_az,Distribution,Plasma Protein Binding Rate,regression,no_match,0.3063063063063063,96,no_data
ExtraTrees,CHEMBL4447181,LONDAMOCITINIB,15,vdss_lombardo,Distribution,Volume of Distribution,regression,no_match,0.2396694214876033,5,no_data
ExtraTrees,CHEMBL4447181,LONDAMOCITINIB,15,cyp2c9_veith,Metabolism,CYP2C9 Inhibitor,binary,no_match,0.2696629213483146,0,no_data
ExtraTrees,CHEMBL4447181,LONDAMOCITINIB,15,cyp2d6_veith,Metabolism,CYP2D6 Inhibitor,binary,no_match,0.2696629213483146,0,no_data
ExtraTrees,CHEMBL4447181,LONDAMOCITINIB,15,cyp3a4_veith,Metabolism,CYP3A4 Inhibitor,binary,no_match,0.2696629213483146,0,no_data
ExtraTrees,CHEMBL4447181,LONDAMOCITINIB,15,cyp2c9_substrate_carbonmangels,Metabolism,CYP2C9 Substrate,binary,no_match,0.23684210526315788,0,no_data
ExtraTrees,CHEMBL4447181,LONDAMOCITINIB,15,cyp2d6_substrate_carbonmangels,Metabolism,CYP2D6 Substrate,binary,no_match,0.23684210526315788,0,no_data
ExtraTrees,CHEMBL4447181,LONDAMOCITINIB,15,cyp3a4_substrate_carbonmangels,Metabolism,CYP3A4 Substrate,binary,no_match,0.23684210526315788,1,no_data
ExtraTrees,CHEMBL4447181,LONDAMOCITINIB,15,clearance_hepatocyte_az,Excretion,Hepatocyte Clearance,regression,no_match,0.2608695652173913,79,no_data
ExtraTrees,CHEMBL4447181,LONDAMOCITINIB,15,clearance_microsome_az,Excretion,Microsome Clearance,regression,no_match,0.2543859649122807,25,no_data
ExtraTrees,CHEMBL4447181,LONDAMOCITINIB,15,half_life_obach,Excretion,Half-Life,regression,no_match,0.23684210526315788,22,no_data
ExtraTrees,CHEMBL4447181,LONDAMOCITINIB,15,ames,Toxicity,Ames Mutagenicity,binary,no_match,0.23711340206185566,0,no_data
ExtraTrees,CHEMBL4447181,LONDAMOCITINIB,15,dili,Toxicity,DILI (Drug-Induced Liver Injury),binary,no_match,0.23684210526315788,1,no_data
ExtraTrees,CHEMBL4447181,LONDAMOCITINIB,15,herg,Toxicity,hERG Cardiotoxicity,binary,no_match,0.18333333333333332,1,no_data
ExtraTrees,CHEMBL4447181,LONDAMOCITINIB,15,ld50_zhu,Toxicity,Acute Toxicity (LD50),regression,no_match,0.20652173913043478,1,no_data
ExtraTrees,CHEMBL4447181,LONDAMOCITINIB,15,lipophilicity_astrazeneca,Properties,Lipophilicity (logD),regression,no_match,0.3076923076923077,2,no_data
ExtraTrees,CHEMBL4447181,LONDAMOCITINIB,15,solubility_aqsoldb,Properties,Aqueous Solubility,regression,no_match,0.23232323232323232,-3,no_data
ExtraTrees,CHEMBL3989927,IBERDOMIDE,16,caco2_wang,Absorption,Caco-2 Permeability,regression,no_match,0.38095238095238093,-4,no_data
ExtraTrees,CHEMBL3989927,IBERDOMIDE,16,hia_hou,Absorption,HIA (Human Intestinal Absorption),binary,no_match,0.24096385542168675,1,no_data
ExtraTrees,CHEMBL3989927,IBERDOMIDE,16,pgp_broccatelli,Absorption,P-gp Inhibitor,binary,no_match,0.25609756097560976,1,no_data
ExtraTrees,CHEMBL3989927,IBERDOMIDE,16,bioavailability_ma,Absorption,Oral Bioavailability (F>20%),binary,no_match,0.25,1,no_data
ExtraTrees,CHEMBL3989927,IBERDOMIDE,16,bbb_martins,Distribution,BBB Penetration,binary,no_match,0.38095238095238093,1,no_data
ExtraTrees,CHEMBL3989927,IBERDOMIDE,16,ppbr_az,Distribution,Plasma Protein Binding Rate,regression,no_match,0.2604166666666667,91,no_data
ExtraTrees,CHEMBL3989927,IBERDOMIDE,16,vdss_lombardo,Distribution,Volume of Distribution,regression,no_match,0.38095238095238093,0,no_data
ExtraTrees,CHEMBL3989927,IBERDOMIDE,16,cyp2c9_veith,Metabolism,CYP2C9 Inhibitor,binary,no_match,0.2777777777777778,0,no_data
ExtraTrees,CHEMBL3989927,IBERDOMIDE,16,cyp2d6_veith,Metabolism,CYP2D6 Inhibitor,binary,no_match,0.27586206896551724,0,no_data
ExtraTrees,CHEMBL3989927,IBERDOMIDE,16,cyp3a4_veith,Metabolism,CYP3A4 Inhibitor,binary,no_match,0.2777777777777778,0,no_data
ExtraTrees,CHEMBL3989927,IBERDOMIDE,16,cyp2c9_substrate_carbonmangels,Metabolism,CYP2C9 Substrate,binary,no_match,0.38095238095238093,0,no_data
ExtraTrees,CHEMBL3989927,IBERDOMIDE,16,cyp2d6_substrate_carbonmangels,Metabolism,CYP2D6 Substrate,binary,no_match,0.38095238095238093,0,no_data
ExtraTrees,CHEMBL3989927,IBERDOMIDE,16,cyp3a4_substrate_carbonmangels,Metabolism,CYP3A4 Substrate,binary,no_match,0.38095238095238093,0,no_data
ExtraTrees,CHEMBL3989927,IBERDOMIDE,16,clearance_hepatocyte_az,Excretion,Hepatocyte Clearance,regression,no_match,0.35135135135135137,54,no_data
ExtraTrees,CHEMBL3989927,IBERDOMIDE,16,clearance_microsome_az,Excretion,Microsome Clearance,regression,no_match,0.2604166666666667,3,no_data
ExtraTrees,CHEMBL3989927,IBERDOMIDE,16,half_life_obach,Excretion,Half-Life,regression,no_match,0.38095238095238093,4,no_data
ExtraTrees,CHEMBL3989927,IBERDOMIDE,16,ames,Toxicity,Ames Mutagenicity,binary,no_match,0.38095238095238093,0,no_data
ExtraTrees,CHEMBL3989927,IBERDOMIDE,16,dili,Toxicity,DILI (Drug-Induced Liver Injury),binary,no_match,0.25,0,no_data
ExtraTrees,CHEMBL3989927,IBERDOMIDE,16,herg,Toxicity,hERG Cardiotoxicity,binary,no_match,0.38095238095238093,0,no_data
ExtraTrees,CHEMBL3989927,IBERDOMIDE,16,ld50_zhu,Toxicity,Acute Toxicity (LD50),regression,no_match,0.38095238095238093,3,no_data
ExtraTrees,CHEMBL3989927,IBERDOMIDE,16,lipophilicity_astrazeneca,Properties,Lipophilicity (logD),regression,no_match,0.27906976744186046,3,no_data
ExtraTrees,CHEMBL3989927,IBERDOMIDE,16,solubility_aqsoldb,Properties,Aqueous Solubility,regression,no_match,0.38095238095238093,-2,no_data
ExtraTrees,CHEMBL2105759,BARICITINIB,17,caco2_wang,Absorption,Caco-2 Permeability,regression,no_match,0.21052631578947367,-4,no_data
ExtraTrees,CHEMBL2105759,BARICITINIB,17,hia_hou,Absorption,HIA (Human Intestinal Absorption),binary,no_match,0.1797752808988764,1,no_data
ExtraTrees,CHEMBL2105759,BARICITINIB,17,pgp_broccatelli,Absorption,P-gp Inhibitor,binary,no_match,0.2,1,no_data
ExtraTrees,CHEMBL2105759,BARICITINIB,17,bioavailability_ma,Absorption,Oral Bioavailability (F>20%),binary,no_match,0.1797752808988764,1,no_data
ExtraTrees,CHEMBL2105759,BARICITINIB,17,bbb_martins,Distribution,BBB Penetration,binary,no_match,0.29411764705882354,1,no_data
ExtraTrees,CHEMBL2105759,BARICITINIB,17,ppbr_az,Distribution,Plasma Protein Binding Rate,regression,no_match,0.4788732394366197,83,no_data
