canonical_drug_id,target_id,source_kind,source_id,disease_id,relation_kind
cdrug_9e64de7415bb3254,target_61261ffa91098329,candidate,cand_9a30ed9e3bd86c49,STAD,pathway
cdrug_c8c9b4017be1244b,target_4e1d9dd16741fc6d,candidate,cand_f1af7a1f0d64b693,STAD,target
cdrug_c8c9b4017be1244b,target_1416fc3e3932fc67,candidate,cand_f1af7a1f0d64b693,STAD,pathway
cdrug_948943696293fe3b,target_8a8e25b0186f2975,candidate,cand_b0c5a4b248c785d0,STAD,target
cdrug_948943696293fe3b,target_867a91bd59261288,candidate,cand_b0c5a4b248c785d0,STAD,pathway
cdrug_5d6b2e1a477d01ae,target_a872e0e7fa286154,candidate,cand_89b60f7ed073868d,STAD,target
cdrug_5d6b2e1a477d01ae,target_9b02185c016f1190,candidate,cand_89b60f7ed073868d,STAD,pathway
cdrug_371d0df931c65f11,target_a0be3631b6f58171,candidate,cand_2c667f59fc70107d,STAD,target
cdrug_371d0df931c65f11,target_867a91bd59261288,candidate,cand_2c667f59fc70107d,STAD,pathway
cdrug_52692989966fe3dc,target_8a8e25b0186f2975,candidate,cand_4f396c3ae43f8496,STAD,target
cdrug_52692989966fe3dc,target_867a91bd59261288,candidate,cand_4f396c3ae43f8496,STAD,pathway
cdrug_20b83add6b9c4f21,target_2ad7080e730d06a4,candidate,cand_af5fd968058d20a0,STAD,target
cdrug_20b83add6b9c4f21,target_6ef4c54890d49550,candidate,cand_af5fd968058d20a0,STAD,pathway
cdrug_61a5e8e07ce664d1,target_2ad7080e730d06a4,candidate,cand_69df8f299292ad40,STAD,target
cdrug_61a5e8e07ce664d1,target_6ef4c54890d49550,candidate,cand_69df8f299292ad40,STAD,pathway
cdrug_7e79edcdee91cafc,target_fe823fbeac3a923f,candidate,cand_1ad567f521796016,STAD,target
cdrug_7e79edcdee91cafc,target_f47fa3a1dc526599,candidate,cand_1ad567f521796016,STAD,pathway
cdrug_34152dace9ff98c9,target_3165b529a3f7ff92,candidate,cand_4242ec4afdda4e4a,STAD,target
cdrug_34152dace9ff98c9,target_1416fc3e3932fc67,candidate,cand_4242ec4afdda4e4a,STAD,pathway
cdrug_5b0d446d35d3790d,target_0955c704608a674f,candidate,cand_e20e3d57839e7ff5,STAD,target
cdrug_5b0d446d35d3790d,target_867a91bd59261288,candidate,cand_e20e3d57839e7ff5,STAD,pathway
cdrug_edd483796693a02f,target_1416fc3e3932fc67,candidate,cand_2cc9a05da63ddfed,STAD,pathway
cdrug_3de95f54a079fa92,target_cb4531f26096f3da,candidate,cand_ca87cde4279097a2,STAD,target
cdrug_3de95f54a079fa92,target_1416fc3e3932fc67,candidate,cand_ca87cde4279097a2,STAD,pathway
