cluster_id,evidence_id,disease_id,source_file
imcluster_d7ef8b159f54dbab,imev_cff9c2cf4168c6e8,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_d7ef8b159f54dbab,imev_2a97d537e8f5a508,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_d7ef8b159f54dbab,imev_e1e7b2ee6061ac17,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_d7ef8b159f54dbab,imev_37bcc8e2c7906b1c,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_d7ef8b159f54dbab,imev_1a43bb4bd8d83e89,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_d7ef8b159f54dbab,imev_a27115cca3d8078e,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_d7ef8b159f54dbab,imev_d4492d1275a40544,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_d7ef8b159f54dbab,imev_778ce0cdfeb45819,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_d7ef8b159f54dbab,imev_068818bdf5bd81c0,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_d7ef8b159f54dbab,imev_1f9f078cd64a5181,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_d7ef8b159f54dbab,imev_a31428c83c882dfe,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_d7ef8b159f54dbab,imev_ea72f3823392b32c,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_d7ef8b159f54dbab,imev_d635abf42f7ec982,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_d7ef8b159f54dbab,imev_71d00cd13afdee80,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_d7ef8b159f54dbab,imev_cb080b0809607b3d,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_d7ef8b159f54dbab,imev_8be3f91193bd4ae0,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_d7ef8b159f54dbab,imev_9dfb4f3930a1e654,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_d7ef8b159f54dbab,imev_7ed2f6a915a50c33,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_d7ef8b159f54dbab,imev_231c6a2c6002c976,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_d7ef8b159f54dbab,imev_b48ff3331dc4c70c,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_d7ef8b159f54dbab,imev_89be96770c066f09,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_d7ef8b159f54dbab,imev_654a774f5032c69f,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_d7ef8b159f54dbab,imev_7a71c604e1bc6ee5,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_d7ef8b159f54dbab,imev_2b88a78ea471b02c,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_d7ef8b159f54dbab,imev_162bc8186afdbb62,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_d7ef8b159f54dbab,imev_66603ba994dcfa00,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_db20d78e4ea7ee7d,imev_ecb3d246aaa957c5,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_db20d78e4ea7ee7d,imev_87eddf40d2428cb6,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_db20d78e4ea7ee7d,imev_d9022e430ba73272,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_db20d78e4ea7ee7d,imev_acce18ca74eefdcc,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_db20d78e4ea7ee7d,imev_2b8f9d471213f22f,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_db20d78e4ea7ee7d,imev_898fd8de210e9bef,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_db20d78e4ea7ee7d,imev_0c616053a1539081,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_db20d78e4ea7ee7d,imev_43ad7c4dfee75762,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_db20d78e4ea7ee7d,imev_5094a71f5b6a3aed,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_db20d78e4ea7ee7d,imev_fa9fad114e37d736,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_db20d78e4ea7ee7d,imev_a51babb863e85281,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_db20d78e4ea7ee7d,imev_e315ec8789d7c52d,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_db20d78e4ea7ee7d,imev_1cf506715b1b1f40,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_db20d78e4ea7ee7d,imev_a70c3b88ebfb3236,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_db20d78e4ea7ee7d,imev_6be768170c6c1bde,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_db20d78e4ea7ee7d,imev_5f1450b2cea6eb1e,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_db20d78e4ea7ee7d,imev_ae30d8ccf494b39f,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_db20d78e4ea7ee7d,imev_e2e4fa99bcbb1619,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_db20d78e4ea7ee7d,imev_1909c8fbc621c519,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_db20d78e4ea7ee7d,imev_e834fc1ce339bc65,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_db20d78e4ea7ee7d,imev_e8347e12befe5468,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_db20d78e4ea7ee7d,imev_7a48676a37fce249,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_db20d78e4ea7ee7d,imev_b1583c8fb3f9a8b3,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_db20d78e4ea7ee7d,imev_3147767436c91ef8,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_db20d78e4ea7ee7d,imev_b17102f06f4b84bf,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_db20d78e4ea7ee7d,imev_6a1e17f3b53a08ce,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_db20d78e4ea7ee7d,imev_97deffb6acbd2d2e,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_db20d78e4ea7ee7d,imev_d9ec8e8ce7d2c4e8,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_db20d78e4ea7ee7d,imev_0fda70c1f852771f,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_db20d78e4ea7ee7d,imev_c1d903dc88036ce6,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_e3a11e1a6c3719d7,imev_beb4c0688f4eacfa,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_e3a11e1a6c3719d7,imev_9f423670a388d501,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_e3a11e1a6c3719d7,imev_cf0f6f561f3d6124,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_e3a11e1a6c3719d7,imev_f96bd0bf76a27530,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_e3a11e1a6c3719d7,imev_ff5457ed01ac0204,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_e3a11e1a6c3719d7,imev_04a8e65a7d7a13df,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_e3a11e1a6c3719d7,imev_194a391a3638700f,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_e3a11e1a6c3719d7,imev_112fc343e4e3a98f,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_e3a11e1a6c3719d7,imev_42c9a3c09b42c51d,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_e3a11e1a6c3719d7,imev_43832271998a34d2,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_e3a11e1a6c3719d7,imev_7e8dbc7c22ddbf58,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_e3a11e1a6c3719d7,imev_c6899fb9a5be023e,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_e3a11e1a6c3719d7,imev_1e9a75320544c153,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_e3a11e1a6c3719d7,imev_f859a8433564e8b7,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_e3a11e1a6c3719d7,imev_077837e1e89db3fd,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_e3a11e1a6c3719d7,imev_7dbf843599da2903,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_e3a11e1a6c3719d7,imev_7f09ce58fc63f905,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_e3a11e1a6c3719d7,imev_2bf0f07574229a6f,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_e3a11e1a6c3719d7,imev_da27cb7b8a57ff6e,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_e3a11e1a6c3719d7,imev_60b4260ebae0a8f2,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_e3a11e1a6c3719d7,imev_49915b9585997e36,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_e3a11e1a6c3719d7,imev_b4d3cb2d99c2ab92,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_e3a11e1a6c3719d7,imev_0a38319e8d42dba1,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_e3a11e1a6c3719d7,imev_dbbcc55143de5bd2,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_e3a11e1a6c3719d7,imev_3b44ae0fc25c9946,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_e3a11e1a6c3719d7,imev_d888710839e5d853,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_e3a11e1a6c3719d7,imev_fd2a41864087954e,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_e3a11e1a6c3719d7,imev_ebdc894aa1198db7,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_e3a11e1a6c3719d7,imev_cb404aab0892d7d2,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_e3a11e1a6c3719d7,imev_4d7c83433fd7709a,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_bf3b193dd6b7d10a,imev_d3f9a473bc773547,RA,RA_drug_linkage.csv
imcluster_bf3b193dd6b7d10a,imev_d3fe5166abeeb97e,RA,RA_drug_linkage.csv
imcluster_bf3b193dd6b7d10a,imev_e19c103b020e9ddb,RA,RA_drug_linkage.csv
imcluster_bf3b193dd6b7d10a,imev_fa69b0f84d75d89b,RA,RA_drug_linkage.csv
imcluster_bf3b193dd6b7d10a,imev_ebcac05a3d1894d9,RA,RA_drug_linkage.csv
imcluster_bf3b193dd6b7d10a,imev_094027e05126e003,RA,RA_drug_linkage.csv
imcluster_bf3b193dd6b7d10a,imev_271fc6dc53fb186c,RA,RA_drug_linkage.csv
imcluster_bf3b193dd6b7d10a,imev_57e7ec7654c0c4d5,RA,RA_drug_linkage.csv
imcluster_bf3b193dd6b7d10a,imev_352b0a2fbf6e26f8,RA,RA_drug_linkage.csv
imcluster_bf3b193dd6b7d10a,imev_c82a0f4ec6ceb606,RA,RA_drug_linkage.csv
imcluster_bf3b193dd6b7d10a,imev_816d8c2a79124c15,RA,RA_drug_linkage.csv
imcluster_bf3b193dd6b7d10a,imev_2e9c48b5d3d45a6d,RA,RA_drug_linkage.csv
imcluster_bf3b193dd6b7d10a,imev_fa8ab2096b83b614,RA,RA_drug_linkage.csv
imcluster_bf3b193dd6b7d10a,imev_c1dcc81778168bad,RA,RA_drug_linkage.csv
imcluster_bf3b193dd6b7d10a,imev_7a6cd0098f0a9a57,RA,RA_drug_linkage.csv
imcluster_bf3b193dd6b7d10a,imev_7f1ceee1ef5f56fd,RA,RA_drug_linkage.csv
imcluster_7ae414dfb8488ade,imev_b157d3b85dfd75ce,RA,RA_drug_linkage.csv
imcluster_7ae414dfb8488ade,imev_4127c51d8e5410b6,RA,RA_drug_linkage.csv
imcluster_7ae414dfb8488ade,imev_770106159f4a1763,RA,RA_drug_linkage.csv
imcluster_7ae414dfb8488ade,imev_141c5dd7b92ac3cb,RA,RA_drug_linkage.csv
imcluster_7ae414dfb8488ade,imev_1395f5b23fdc9056,RA,RA_drug_linkage.csv
imcluster_7ae414dfb8488ade,imev_dfceb303a0c21f89,RA,RA_drug_linkage.csv
imcluster_7ae414dfb8488ade,imev_43d8e0fb2af8c060,RA,RA_drug_linkage.csv
imcluster_7ae414dfb8488ade,imev_fcaba34e01260754,RA,RA_drug_linkage.csv
imcluster_7ae414dfb8488ade,imev_24ce025a8d2b36ec,RA,RA_drug_linkage.csv
imcluster_7ae414dfb8488ade,imev_8b260ee7241e6d4f,RA,RA_drug_linkage.csv
imcluster_7ae414dfb8488ade,imev_7ca07abeee1b9337,RA,RA_drug_linkage.csv
imcluster_7ae414dfb8488ade,imev_b16675879af70fab,RA,RA_drug_linkage.csv
imcluster_7ae414dfb8488ade,imev_992cbdf20696c02e,RA,RA_drug_linkage.csv
imcluster_7ae414dfb8488ade,imev_652abd1d9fd103ce,RA,RA_drug_linkage.csv
imcluster_7ae414dfb8488ade,imev_cd2819f425e434b4,RA,RA_drug_linkage.csv
imcluster_7ae414dfb8488ade,imev_5a3bacc4e6d810ce,RA,RA_drug_linkage.csv
imcluster_7b8f770c5e0a8cce,imev_65de1c90b6d30b11,STAD,STAD_drug_linkage.csv
imcluster_7b8f770c5e0a8cce,imev_cce6c12104328869,STAD,STAD_drug_linkage.csv
imcluster_7b8f770c5e0a8cce,imev_ba3fb1db69bcc7fd,STAD,STAD_drug_linkage.csv
imcluster_7b8f770c5e0a8cce,imev_78ac0b0239a39b44,STAD,STAD_drug_linkage.csv
imcluster_7b8f770c5e0a8cce,imev_739160077647be5c,STAD,STAD_drug_linkage.csv
imcluster_7b8f770c5e0a8cce,imev_da4206b9f44fcfb2,STAD,STAD_drug_linkage.csv
imcluster_7b8f770c5e0a8cce,imev_434f261f165ea5ee,STAD,STAD_drug_linkage.csv
imcluster_7b8f770c5e0a8cce,imev_26f8be1d83e88285,STAD,STAD_drug_linkage.csv
imcluster_7b8f770c5e0a8cce,imev_f194b28904727216,STAD,STAD_drug_linkage.csv
imcluster_7b8f770c5e0a8cce,imev_7428826ed24e7773,STAD,STAD_drug_linkage.csv
imcluster_7b8f770c5e0a8cce,imev_a9b52a48fabbe973,STAD,STAD_drug_linkage.csv
imcluster_7b8f770c5e0a8cce,imev_dd3c8f452bafa368,STAD,STAD_drug_linkage.csv
imcluster_7b8f770c5e0a8cce,imev_cc0df289f16aff1f,STAD,STAD_drug_linkage.csv
imcluster_e09d33f00be65bdd,imev_af375b00536154ca,STAD,STAD_drug_linkage.csv
imcluster_e09d33f00be65bdd,imev_2094727079789ac2,STAD,STAD_drug_linkage.csv
imcluster_e09d33f00be65bdd,imev_0a7ed05d438d3da6,STAD,STAD_drug_linkage.csv
imcluster_e09d33f00be65bdd,imev_4fae1908a879d1e4,STAD,STAD_drug_linkage.csv
imcluster_e09d33f00be65bdd,imev_4a54b0a4116b9639,STAD,STAD_drug_linkage.csv
imcluster_e09d33f00be65bdd,imev_d4bcf04c2a31f0e4,STAD,STAD_drug_linkage.csv
imcluster_e09d33f00be65bdd,imev_6c698ee9b3810ce5,STAD,STAD_drug_linkage.csv
imcluster_e09d33f00be65bdd,imev_a1d03d501148c9e3,STAD,STAD_drug_linkage.csv
imcluster_e09d33f00be65bdd,imev_93d6806203729b1c,STAD,STAD_drug_linkage.csv
imcluster_e09d33f00be65bdd,imev_f632516a46e3f23c,STAD,STAD_drug_linkage.csv
imcluster_e09d33f00be65bdd,imev_1c11e61f234caf27,STAD,STAD_drug_linkage.csv
imcluster_e09d33f00be65bdd,imev_cf85b4fc5bf7637f,STAD,STAD_drug_linkage.csv
imcluster_e09d33f00be65bdd,imev_8d8ebc2e903f1f6e,STAD,STAD_drug_linkage.csv
imcluster_181fb1acaf1fef83,imev_cd562a3f49539389,STAD,STAD_drug_linkage.csv
imcluster_181fb1acaf1fef83,imev_f44978c280b447b1,STAD,STAD_drug_linkage.csv
imcluster_181fb1acaf1fef83,imev_fbacb3ddf197cd2f,STAD,STAD_drug_linkage.csv
imcluster_181fb1acaf1fef83,imev_00c68e2f77b70a27,STAD,STAD_drug_linkage.csv
imcluster_181fb1acaf1fef83,imev_d7734775a748fc90,STAD,STAD_drug_linkage.csv
imcluster_181fb1acaf1fef83,imev_1abe69786b322a7f,STAD,STAD_drug_linkage.csv
imcluster_181fb1acaf1fef83,imev_07548e6f3f7fde15,STAD,STAD_drug_linkage.csv
imcluster_181fb1acaf1fef83,imev_999ae9bb2db9448b,STAD,STAD_drug_linkage.csv
imcluster_181fb1acaf1fef83,imev_e63bd731ab3f183e,STAD,STAD_drug_linkage.csv
imcluster_181fb1acaf1fef83,imev_74f306d5f3dd05d8,STAD,STAD_drug_linkage.csv
imcluster_181fb1acaf1fef83,imev_a7c1ff8d440da4a8,STAD,STAD_drug_linkage.csv
imcluster_181fb1acaf1fef83,imev_11d11e6cb917c63f,STAD,STAD_drug_linkage.csv
imcluster_181fb1acaf1fef83,imev_977ac9c78d9fa3af,STAD,STAD_drug_linkage.csv
