cluster,EGFR_mut_rate,KRAS_mut_rate,ALK_mut_rate,STK11_mut_rate,KEAP1_mut_rate,TP53_mut_rate
0,0.2,0.4,0.0,0.13333333333333333,0.0,0.6666666666666666
1,0.07865168539325842,0.39325842696629215,0.033707865168539325,0.15730337078651685,0.15730337078651685,0.5056179775280899
2,0.10273972602739725,0.273972602739726,0.06164383561643835,0.1506849315068493,0.19863013698630136,0.5
