cluster,PI_proxy,PP_proxy,TRU_proxy,Unassigned
0,0.3333333333333333,0.4,0.2,0.06666666666666667
1,0.19101123595505617,0.5168539325842697,0.11235955056179775,0.1797752808988764
2,0.19863013698630136,0.4383561643835616,0.1643835616438356,0.19863013698630136
