cluster,STAGE I,STAGE IA,STAGE IB,STAGE IIA,STAGE IIB,STAGE IIIA,STAGE IIIB,STAGE IV
0,0.0,0.21428571428571427,0.2857142857142857,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142
1,0.023255813953488372,0.1511627906976744,0.3023255813953488,0.08139534883720931,0.20930232558139536,0.1744186046511628,0.046511627906976744,0.011627906976744186
2,0.006944444444444444,0.3611111111111111,0.2361111111111111,0.05555555555555555,0.125,0.14583333333333334,0.013888888888888888,0.05555555555555555
