cancer,rank,canonical_drug_id,drug_name,canonical_smiles,admet_engine,admet_engine_status,rdkit_parse_status,hERG_risk,Ames_risk,DILI_risk,hepatotoxicity_risk,solubility,permeability,oral_bioavailability,clearance_or_metabolism_flag,admet_risk_flag_count,admet_tier,oncology_relaxed_interpretation,ev_composite_0_10,graph_luad_caveat,mandatory_caveat
stad,6,1549,Sapitinib,CNC(=O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1,rdkit_descriptors+admet_ai,ok,ok,high,low,high,high,-4.251908302307129,0.9992653131484985,0.8849565386772156,elevated_cyp_likelihood_max=0.727,3,D,Oncology-relaxed flags; not hard exclusion. Restored-60 new prediction.,1.0,False,
stad,7,1013,Nilotinib,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,rdkit_descriptors+admet_ai,ok,ok,high,low,high,moderate,-4.990272521972656,0.9999841451644897,0.9386149644851685,elevated_cyp_likelihood_max=0.996,3,D,Oncology-relaxed flags; not hard exclusion. Restored-60 new prediction.,1.0,False,
stad,8,1918,AZD8186,C[C@@H](Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,rdkit_descriptors+admet_ai,ok,ok,high,low,high,moderate,-4.125503063201904,0.9998676180839539,0.9232338070869446,elevated_cyp_likelihood_max=0.806,3,D,Oncology-relaxed flags; not hard exclusion. Restored-60 new prediction.,1.0,False,
stad,9,2439,glutathione,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,rdkit_descriptors+admet_ai,ok,ok,low,high,low,low,-1.2328661680221558,0.0268188770860433,0.320930004119873,typical_cyp_max=0.043,1,C,"Oncology-relaxed: hERG/Ames/DILI/hep(ClinTox proxy) = advisory flags, not hard exclusion. admet_tier=C; merge ADMET with ev_composite_0_10=0.0 for final rank. | ADMET: reused from preliminary Top10 run when (cancer,drug) matched; EV score updated from Top15-EV run.",0.0,False,
stad,10,1025,SB216763,Cn1cc(C2=C(c3ccc(Cl)cc3Cl)C(=O)NC2=O)c2ccccc21,rdkit_descriptors+admet_ai,ok,ok,low,low,high,low,-6.6959404945373535,0.9996689558029176,0.740013062953949,elevated_cyp_likelihood_max=0.687,1,C,"Oncology-relaxed: hERG/Ames/DILI/hep(ClinTox proxy) = advisory flags, not hard exclusion. admet_tier=C; merge ADMET with ev_composite_0_10=0.0 for final rank. | ADMET: reused from preliminary Top10 run when (cancer,drug) matched; EV score updated from Top15-EV run.",0.0,False,
stad,11,1852,LY2109761,C1CC2=C(C(=NN2C1)C3=CC=CC=N3)C4=C5C=CC(=CC5=NC=C4)OCCN6CCOCC6,rdkit_descriptors+admet_ai,ok,ok,high,moderate,high,high,-3.828536987304687,0.9995489120483398,0.8711603879928589,elevated_cyp_likelihood_max=0.728,4,D,"Oncology-relaxed: hERG/Ames/DILI/hep(ClinTox proxy) = advisory flags, not hard exclusion. admet_tier=D; merge ADMET with ev_composite_0_10=0.0 for final rank. | ADMET: reused from preliminary Top10 run when (cancer,drug) matched; EV score updated from Top15-EV run.",0.0,False,
stad,12,1449,AZD1208,NC1CCCN(c2c(/C=C3/SC(=O)NC3=O)cccc2-c2ccccc2)C1,rdkit_descriptors+admet_ai,ok,ok,moderate,moderate,high,low,-5.117555141448975,0.9971944093704224,0.8244880437850952,elevated_cyp_likelihood_max=0.659,3,C,"Oncology-relaxed: hERG/Ames/DILI/hep(ClinTox proxy) = advisory flags, not hard exclusion. admet_tier=C; merge ADMET with ev_composite_0_10=0.0 for final rank. | ADMET: reused from preliminary Top10 run when (cancer,drug) matched; EV score updated from Top15-EV run.",0.0,False,
stad,13,1580,GSK2801,CCCOC1=CC2=C(C=C(N2C=C1)C(=O)C)C3=CC=CC=C3S(=O)(=O)C,rdkit_descriptors+admet_ai,ok,ok,moderate,low,high,low,-5.113621711730957,0.9999418258666992,0.9512773752212524,elevated_cyp_likelihood_max=0.943,2,C,Oncology-relaxed flags; not hard exclusion. Restored-60 new prediction.,0.0,False,
stad,14,1030,KU-55933,O=c1cc(-c2cccc3c2Sc2ccccc2S3)oc(N2CCOCC2)c1,rdkit_descriptors+admet_ai,ok,ok,moderate,low,high,low,-5.699481010437012,0.9999763369560242,0.8435769081115723,elevated_cyp_likelihood_max=0.864,2,C,Oncology-relaxed flags; not hard exclusion. Restored-60 new prediction.,0.0,False,
stad,15,1854,MN-64,CC(C)C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,rdkit_descriptors+admet_ai,ok,ok,moderate,low,high,low,-5.8554511070251465,0.9999947547912598,0.8400433659553528,elevated_cyp_likelihood_max=0.931,2,C,Oncology-relaxed flags; not hard exclusion. Restored-60 new prediction.,0.0,False,
