evidence_id,disease_id,cluster_id,drug_name,rank,tier,target,target_pathway,evidence_text,source_file,match_status,canonical_drug_id
imev_7f1ceee1ef5f56fd,RA,imcluster_bf3b193dd6b7d10a,LONDAMOCITINIB,15,tier3_core_axis_supported,JAK/STAT inflammatory axis,,LONDAMOCITINIB fits the highest erosion burden cluster through JAK/STAT inflammatory axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,matched,cdrug_f58fdfe1697da1c9
imev_b157d3b85dfd75ce,RA,imcluster_7ae414dfb8488ade,RUXOLITINIB,1,tier1_reference_anchor,JAK/STAT inflammatory axis,,RUXOLITINIB fits the lowest erosion burden cluster through JAK/STAT inflammatory axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,matched,cdrug_6c95cca9e9b8fc23
imev_4127c51d8e5410b6,RA,imcluster_7ae414dfb8488ade,TOFACITINIB,12,tier1_reference_anchor,JAK/STAT inflammatory axis,,TOFACITINIB fits the lowest erosion burden cluster through JAK/STAT inflammatory axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,matched,cdrug_5a6ce189f111e47c
imev_770106159f4a1763,RA,imcluster_7ae414dfb8488ade,IBRUTINIB,2,tier2_cross_model_supported,B-cell / BTK axis,,IBRUTINIB fits the lowest erosion burden cluster through B-cell / BTK axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,matched,cdrug_5171ad46a038c047
imev_141c5dd7b92ac3cb,RA,imcluster_7ae414dfb8488ade,BRANEBRUTINIB,3,tier2_cross_model_supported,B-cell / BTK axis,,BRANEBRUTINIB fits the lowest erosion burden cluster through B-cell / BTK axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,matched,cdrug_d2710deb05a2dc71
imev_1395f5b23fdc9056,RA,imcluster_7ae414dfb8488ade,LUXEPTINIB,4,tier2_cross_model_supported,B-cell / BTK axis,,LUXEPTINIB fits the lowest erosion burden cluster through B-cell / BTK axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,matched,cdrug_c1fbc2e27a32152b
imev_dfceb303a0c21f89,RA,imcluster_7ae414dfb8488ade,STAUROSPORINE,4,tier2_cross_model_supported,broad kinase; research-only signal,,STAUROSPORINE fits the lowest erosion burden cluster through broad kinase; research-only signal; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,matched,cdrug_66e7da8131e061dc
imev_43d8e0fb2af8c060,RA,imcluster_7ae414dfb8488ade,AZD-1480,6,tier2_cross_model_supported,JAK/STAT inflammatory axis,,AZD-1480 fits the lowest erosion burden cluster through JAK/STAT inflammatory axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,matched,cdrug_f80a574bcccb0323
imev_fcaba34e01260754,RA,imcluster_7ae414dfb8488ade,NS-018,7,tier2_cross_model_supported,JAK/STAT inflammatory axis,,NS-018 fits the lowest erosion burden cluster through JAK/STAT inflammatory axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,matched,cdrug_4a29d26f8861fbe6
imev_24ce025a8d2b36ec,RA,imcluster_7ae414dfb8488ade,NEMTABRUTINIB,8,tier2_cross_model_supported,B-cell / BTK axis,,NEMTABRUTINIB fits the lowest erosion burden cluster through B-cell / BTK axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,matched,cdrug_d7c443e54c9eadf0
imev_8b260ee7241e6d4f,RA,imcluster_7ae414dfb8488ade,ZANUBRUTINIB,8,tier2_cross_model_supported,B-cell / BTK axis,,ZANUBRUTINIB fits the lowest erosion burden cluster through B-cell / BTK axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,matched,cdrug_63bd67f24b93fc34
imev_7ca07abeee1b9337,RA,imcluster_7ae414dfb8488ade,BMS-986142,9,tier2_cross_model_supported,JAK/STAT inflammatory axis,,BMS-986142 fits the lowest erosion burden cluster through JAK/STAT inflammatory axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,matched,cdrug_3edfd50510eef142
imev_b16675879af70fab,RA,imcluster_7ae414dfb8488ade,SOFNOBRUTINIB,9,tier2_cross_model_supported,RA inflammatory kinase axis,,SOFNOBRUTINIB fits the lowest erosion burden cluster through RA inflammatory kinase axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,matched,cdrug_8f45a22f1db916b3
imev_992cbdf20696c02e,RA,imcluster_7ae414dfb8488ade,ABIVERTINIB,10,tier2_cross_model_supported,JAK/STAT inflammatory axis,,ABIVERTINIB fits the lowest erosion burden cluster through JAK/STAT inflammatory axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,matched,cdrug_ada9a241625f20a0
imev_652abd1d9fd103ce,RA,imcluster_7ae414dfb8488ade,ATINVICITINIB,12,tier2_cross_model_supported,RA inflammatory kinase axis,,ATINVICITINIB fits the lowest erosion burden cluster through RA inflammatory kinase axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,matched,cdrug_0abcecf22edf1da7
imev_cd2819f425e434b4,RA,imcluster_7ae414dfb8488ade,MILREBRUTINIB,14,tier2_cross_model_supported,RA inflammatory kinase axis,,MILREBRUTINIB fits the lowest erosion burden cluster through RA inflammatory kinase axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,matched,cdrug_6564ca080d113c11
imev_5a3bacc4e6d810ce,RA,imcluster_7ae414dfb8488ade,LONDAMOCITINIB,15,tier3_core_axis_supported,JAK/STAT inflammatory axis,,LONDAMOCITINIB fits the lowest erosion burden cluster through JAK/STAT inflammatory axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,matched,cdrug_f58fdfe1697da1c9
imev_65de1c90b6d30b11,STAD,imcluster_7b8f770c5e0a8cce,Irinotecan,19,Tier1,TOP1,DNA replication,Irinotecan may fit cluster 0 (CIN/TP53-ERBB2 axis STAD cluster) via DNA;TOP1.,STAD_drug_linkage.csv,matched,cdrug_da0375af747f9b98
imev_cce6c12104328869,STAD,imcluster_7b8f770c5e0a8cce,Docetaxel,3,Tier1,Microtubule stabiliser,Mitosis,Docetaxel may fit cluster 0 (CIN/TP53-ERBB2 axis STAD cluster) via MICROTUBULE;MITOSIS.,STAD_drug_linkage.csv,matched,cdrug_61a5e8e07ce664d1
imev_ba3fb1db69bcc7fd,STAD,imcluster_7b8f770c5e0a8cce,Topotecan,6,Tier2,TOP1,DNA replication,Topotecan may fit cluster 0 (CIN/TP53-ERBB2 axis STAD cluster) via DNA;TOP1.,STAD_drug_linkage.csv,matched,cdrug_c40413853cfa1088
imev_78ac0b0239a39b44,STAD,imcluster_7b8f770c5e0a8cce,Paclitaxel,7,Tier1,Microtubule stabiliser,Mitosis,Paclitaxel may fit cluster 0 (CIN/TP53-ERBB2 axis STAD cluster) via MICROTUBULE;MITOSIS.,STAD_drug_linkage.csv,matched,cdrug_20b83add6b9c4f21
imev_739160077647be5c,STAD,imcluster_7b8f770c5e0a8cce,Camptothecin,12,Tier2,TOP1,DNA replication,Camptothecin may fit cluster 0 (CIN/TP53-ERBB2 axis STAD cluster) via DNA;TOP1.,STAD_drug_linkage.csv,matched,cdrug_a286fdd293b9be53
imev_da4206b9f44fcfb2,STAD,imcluster_7b8f770c5e0a8cce,Vinblastine,15,Tier2,Microtubule destabiliser,Mitosis,Vinblastine may fit cluster 0 (CIN/TP53-ERBB2 axis STAD cluster) via MICROTUBULE;MITOSIS.,STAD_drug_linkage.csv,matched,cdrug_f8909ca4d8abdc96
imev_434f261f165ea5ee,STAD,imcluster_7b8f770c5e0a8cce,Vinorelbine,23,Tier2,Microtubule destabiliser,Mitosis,Vinorelbine may fit cluster 0 (CIN/TP53-ERBB2 axis STAD cluster) via MICROTUBULE;MITOSIS.,STAD_drug_linkage.csv,matched,cdrug_b927e4cdcac90f13
imev_26f8be1d83e88285,STAD,imcluster_7b8f770c5e0a8cce,Bleomycin (50 uM),1,Tier2,dsDNA break induction,DNA replication,Bleomycin (50 uM) may fit cluster 0 (CIN/TP53-ERBB2 axis STAD cluster) via DNA.,STAD_drug_linkage.csv,matched,cdrug_c8c9b4017be1244b
imev_f194b28904727216,STAD,imcluster_7b8f770c5e0a8cce,Bleomycin,2,Tier2,dsDNA break induction,DNA replication,Bleomycin may fit cluster 0 (CIN/TP53-ERBB2 axis STAD cluster) via DNA.,STAD_drug_linkage.csv,matched,cdrug_c8c9b4017be1244b
imev_7428826ed24e7773,STAD,imcluster_7b8f770c5e0a8cce,Epirubicin,8,Tier2,Anthracycline,DNA replication,Epirubicin may fit cluster 0 (CIN/TP53-ERBB2 axis STAD cluster) via DNA.,STAD_drug_linkage.csv,matched,cdrug_34152dace9ff98c9
imev_a9b52a48fabbe973,STAD,imcluster_7b8f770c5e0a8cce,Tozasertib,28,Tier2,"AURKA, AURKB, AURKC, others",Mitosis,Tozasertib may fit cluster 0 (CIN/TP53-ERBB2 axis STAD cluster) via MITOSIS.,STAD_drug_linkage.csv,matched,cdrug_32e12f4a864d093b
imev_dd3c8f452bafa368,STAD,imcluster_7b8f770c5e0a8cce,Temsirolimus,5,Tier2,MTOR,PI3K/MTOR signaling,Temsirolimus may fit cluster 0 (CIN/TP53-ERBB2 axis STAD cluster) via tier/admet/context.,STAD_drug_linkage.csv,matched,cdrug_ec25ee06790a07e7
imev_cc0df289f16aff1f,STAD,imcluster_7b8f770c5e0a8cce,Rapamycin,24,Tier2,MTORC1,PI3K/MTOR signaling,Rapamycin may fit cluster 0 (CIN/TP53-ERBB2 axis STAD cluster) via tier/admet/context.,STAD_drug_linkage.csv,matched,cdrug_9487650b5625fd2e
imev_af375b00536154ca,STAD,imcluster_e09d33f00be65bdd,Irinotecan,19,Tier1,TOP1,DNA replication,Irinotecan may fit cluster 1 (immune-enriched EBV/MSI-like STAD cluster) via tier/admet/context.,STAD_drug_linkage.csv,matched,cdrug_da0375af747f9b98
imev_2094727079789ac2,STAD,imcluster_e09d33f00be65bdd,Docetaxel,3,Tier1,Microtubule stabiliser,Mitosis,Docetaxel may fit cluster 1 (immune-enriched EBV/MSI-like STAD cluster) via tier/admet/context.,STAD_drug_linkage.csv,matched,cdrug_61a5e8e07ce664d1
imev_0a7ed05d438d3da6,STAD,imcluster_e09d33f00be65bdd,Temsirolimus,5,Tier2,MTOR,PI3K/MTOR signaling,Temsirolimus may fit cluster 1 (immune-enriched EBV/MSI-like STAD cluster) via MSI.,STAD_drug_linkage.csv,matched,cdrug_ec25ee06790a07e7
imev_4fae1908a879d1e4,STAD,imcluster_e09d33f00be65bdd,Topotecan,6,Tier2,TOP1,DNA replication,Topotecan may fit cluster 1 (immune-enriched EBV/MSI-like STAD cluster) via tier/admet/context.,STAD_drug_linkage.csv,matched,cdrug_c40413853cfa1088
imev_4a54b0a4116b9639,STAD,imcluster_e09d33f00be65bdd,Paclitaxel,7,Tier1,Microtubule stabiliser,Mitosis,Paclitaxel may fit cluster 1 (immune-enriched EBV/MSI-like STAD cluster) via tier/admet/context.,STAD_drug_linkage.csv,matched,cdrug_20b83add6b9c4f21
imev_d4bcf04c2a31f0e4,STAD,imcluster_e09d33f00be65bdd,Camptothecin,12,Tier2,TOP1,DNA replication,Camptothecin may fit cluster 1 (immune-enriched EBV/MSI-like STAD cluster) via tier/admet/context.,STAD_drug_linkage.csv,matched,cdrug_a286fdd293b9be53
imev_6c698ee9b3810ce5,STAD,imcluster_e09d33f00be65bdd,Vinblastine,15,Tier2,Microtubule destabiliser,Mitosis,Vinblastine may fit cluster 1 (immune-enriched EBV/MSI-like STAD cluster) via tier/admet/context.,STAD_drug_linkage.csv,matched,cdrug_f8909ca4d8abdc96
imev_a1d03d501148c9e3,STAD,imcluster_e09d33f00be65bdd,Vinorelbine,23,Tier2,Microtubule destabiliser,Mitosis,Vinorelbine may fit cluster 1 (immune-enriched EBV/MSI-like STAD cluster) via tier/admet/context.,STAD_drug_linkage.csv,matched,cdrug_b927e4cdcac90f13
imev_93d6806203729b1c,STAD,imcluster_e09d33f00be65bdd,Bleomycin (50 uM),1,Tier2,dsDNA break induction,DNA replication,Bleomycin (50 uM) may fit cluster 1 (immune-enriched EBV/MSI-like STAD cluster) via tier/admet/context.,STAD_drug_linkage.csv,matched,cdrug_c8c9b4017be1244b
imev_f632516a46e3f23c,STAD,imcluster_e09d33f00be65bdd,Bleomycin,2,Tier2,dsDNA break induction,DNA replication,Bleomycin may fit cluster 1 (immune-enriched EBV/MSI-like STAD cluster) via tier/admet/context.,STAD_drug_linkage.csv,matched,cdrug_c8c9b4017be1244b
imev_1c11e61f234caf27,STAD,imcluster_e09d33f00be65bdd,Epirubicin,8,Tier2,Anthracycline,DNA replication,Epirubicin may fit cluster 1 (immune-enriched EBV/MSI-like STAD cluster) via tier/admet/context.,STAD_drug_linkage.csv,matched,cdrug_34152dace9ff98c9
imev_cf85b4fc5bf7637f,STAD,imcluster_e09d33f00be65bdd,Rapamycin,24,Tier2,MTORC1,PI3K/MTOR signaling,Rapamycin may fit cluster 1 (immune-enriched EBV/MSI-like STAD cluster) via tier/admet/context.,STAD_drug_linkage.csv,matched,cdrug_9487650b5625fd2e
imev_8d8ebc2e903f1f6e,STAD,imcluster_e09d33f00be65bdd,Tozasertib,28,Tier2,"AURKA, AURKB, AURKC, others",Mitosis,Tozasertib may fit cluster 1 (immune-enriched EBV/MSI-like STAD cluster) via tier/admet/context.,STAD_drug_linkage.csv,matched,cdrug_32e12f4a864d093b
imev_cd562a3f49539389,STAD,imcluster_181fb1acaf1fef83,Irinotecan,19,Tier1,TOP1,DNA replication,Irinotecan may fit cluster 2 (immune-enriched EBV/MSI-like STAD cluster) via tier/admet/context.,STAD_drug_linkage.csv,matched,cdrug_da0375af747f9b98
imev_f44978c280b447b1,STAD,imcluster_181fb1acaf1fef83,Docetaxel,3,Tier1,Microtubule stabiliser,Mitosis,Docetaxel may fit cluster 2 (immune-enriched EBV/MSI-like STAD cluster) via tier/admet/context.,STAD_drug_linkage.csv,matched,cdrug_61a5e8e07ce664d1
imev_fbacb3ddf197cd2f,STAD,imcluster_181fb1acaf1fef83,Temsirolimus,5,Tier2,MTOR,PI3K/MTOR signaling,Temsirolimus may fit cluster 2 (immune-enriched EBV/MSI-like STAD cluster) via MSI.,STAD_drug_linkage.csv,matched,cdrug_ec25ee06790a07e7
imev_00c68e2f77b70a27,STAD,imcluster_181fb1acaf1fef83,Topotecan,6,Tier2,TOP1,DNA replication,Topotecan may fit cluster 2 (immune-enriched EBV/MSI-like STAD cluster) via tier/admet/context.,STAD_drug_linkage.csv,matched,cdrug_c40413853cfa1088
imev_d7734775a748fc90,STAD,imcluster_181fb1acaf1fef83,Paclitaxel,7,Tier1,Microtubule stabiliser,Mitosis,Paclitaxel may fit cluster 2 (immune-enriched EBV/MSI-like STAD cluster) via tier/admet/context.,STAD_drug_linkage.csv,matched,cdrug_20b83add6b9c4f21
imev_1abe69786b322a7f,STAD,imcluster_181fb1acaf1fef83,Camptothecin,12,Tier2,TOP1,DNA replication,Camptothecin may fit cluster 2 (immune-enriched EBV/MSI-like STAD cluster) via tier/admet/context.,STAD_drug_linkage.csv,matched,cdrug_a286fdd293b9be53
imev_07548e6f3f7fde15,STAD,imcluster_181fb1acaf1fef83,Vinblastine,15,Tier2,Microtubule destabiliser,Mitosis,Vinblastine may fit cluster 2 (immune-enriched EBV/MSI-like STAD cluster) via tier/admet/context.,STAD_drug_linkage.csv,matched,cdrug_f8909ca4d8abdc96
imev_999ae9bb2db9448b,STAD,imcluster_181fb1acaf1fef83,Vinorelbine,23,Tier2,Microtubule destabiliser,Mitosis,Vinorelbine may fit cluster 2 (immune-enriched EBV/MSI-like STAD cluster) via tier/admet/context.,STAD_drug_linkage.csv,matched,cdrug_b927e4cdcac90f13
imev_e63bd731ab3f183e,STAD,imcluster_181fb1acaf1fef83,Bleomycin (50 uM),1,Tier2,dsDNA break induction,DNA replication,Bleomycin (50 uM) may fit cluster 2 (immune-enriched EBV/MSI-like STAD cluster) via tier/admet/context.,STAD_drug_linkage.csv,matched,cdrug_c8c9b4017be1244b
imev_74f306d5f3dd05d8,STAD,imcluster_181fb1acaf1fef83,Bleomycin,2,Tier2,dsDNA break induction,DNA replication,Bleomycin may fit cluster 2 (immune-enriched EBV/MSI-like STAD cluster) via tier/admet/context.,STAD_drug_linkage.csv,matched,cdrug_c8c9b4017be1244b
imev_a7c1ff8d440da4a8,STAD,imcluster_181fb1acaf1fef83,Epirubicin,8,Tier2,Anthracycline,DNA replication,Epirubicin may fit cluster 2 (immune-enriched EBV/MSI-like STAD cluster) via tier/admet/context.,STAD_drug_linkage.csv,matched,cdrug_34152dace9ff98c9
imev_11d11e6cb917c63f,STAD,imcluster_181fb1acaf1fef83,Rapamycin,24,Tier2,MTORC1,PI3K/MTOR signaling,Rapamycin may fit cluster 2 (immune-enriched EBV/MSI-like STAD cluster) via tier/admet/context.,STAD_drug_linkage.csv,matched,cdrug_9487650b5625fd2e
imev_977ac9c78d9fa3af,STAD,imcluster_181fb1acaf1fef83,Tozasertib,28,Tier2,"AURKA, AURKB, AURKC, others",Mitosis,Tozasertib may fit cluster 2 (immune-enriched EBV/MSI-like STAD cluster) via tier/admet/context.,STAD_drug_linkage.csv,matched,cdrug_32e12f4a864d093b
