canonical_drug_id,DRUG_NAME,nct_id,ct_drug_name,ct_status,match_type
1819,Docetaxel,NCT01741155,docetaxel,TERMINATED,exact_name_or_synonym
1819,Docetaxel,NCT00741195,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT01561456,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT00281970,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT05910827,docetaxel,RECRUITING,exact_name_or_synonym
1819,Docetaxel,NCT00705549,docetaxel,TERMINATED,exact_name_or_synonym
1819,Docetaxel,NCT06841055,docetaxel,RECRUITING,exact_name_or_synonym
1819,Docetaxel,NCT02740985,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT00278460,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT02451865,docetaxel,WITHDRAWN,exact_name_or_synonym
1819,Docetaxel,NCT01673867,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT02460367,docetaxel,TERMINATED,exact_name_or_synonym
1819,Docetaxel,NCT04367311,docetaxel,ACTIVE_NOT_RECRUITING,exact_name_or_synonym
1819,Docetaxel,NCT05089734,docetaxel,ACTIVE_NOT_RECRUITING,exact_name_or_synonym
1819,Docetaxel,NCT03647488,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT00766246,docetaxel,TERMINATED,exact_name_or_synonym
1819,Docetaxel,NCT01497041,docetaxel,UNKNOWN,exact_name_or_synonym
1819,Docetaxel,NCT02604342,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT01192230,docetaxel,UNKNOWN,exact_name_or_synonym
1819,Docetaxel,NCT02039336,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT05943795,docetaxel,ACTIVE_NOT_RECRUITING,exact_name_or_synonym
1819,Docetaxel,NCT01905657,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT00022022,docetaxel,UNKNOWN,exact_name_or_synonym
1819,Docetaxel,NCT00664105,docetaxel,TERMINATED,exact_name_or_synonym
1819,Docetaxel,NCT00243204,docetaxel,TERMINATED,exact_name_or_synonym
1819,Docetaxel,NCT00293332,docetaxel,TERMINATED,exact_name_or_synonym
1819,Docetaxel,NCT01951157,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT00442026,docetaxel,TERMINATED,exact_name_or_synonym
1819,Docetaxel,NCT02965378,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT00201825,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT02393209,docetaxel,TERMINATED,exact_name_or_synonym
1819,Docetaxel,NCT01862081,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT05714553,docetaxel,TERMINATED,exact_name_or_synonym
1819,Docetaxel,NCT01763671,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT00003587,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT05378763,docetaxel,SUSPENDED,exact_name_or_synonym
1819,Docetaxel,NCT02654587,docetaxel,TERMINATED,exact_name_or_synonym
1819,Docetaxel,NCT07459751,docetaxel,NOT_YET_RECRUITING,exact_name_or_synonym
1819,Docetaxel,NCT03416231,docetaxel,UNKNOWN,exact_name_or_synonym
1819,Docetaxel,NCT01107444,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT07381829,docetaxel,RECRUITING,exact_name_or_synonym
1819,Docetaxel,NCT00167401,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT03833440,docetaxel,ACTIVE_NOT_RECRUITING,exact_name_or_synonym
1819,Docetaxel,NCT00883480,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT04655976,docetaxel,ACTIVE_NOT_RECRUITING,exact_name_or_synonym
1819,Docetaxel,NCT01038661,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT06029127,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT05062980,docetaxel,TERMINATED,exact_name_or_synonym
1819,Docetaxel,NCT02145078,docetaxel,TERMINATED,exact_name_or_synonym
1819,Docetaxel,NCT03626545,docetaxel,TERMINATED,exact_name_or_synonym
1819,Docetaxel,NCT00963807,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT03269162,docetaxel,UNKNOWN,exact_name_or_synonym
1819,Docetaxel,NCT00082472,docetaxel,UNKNOWN,exact_name_or_synonym
1819,Docetaxel,NCT03990077,docetaxel,TERMINATED,exact_name_or_synonym
1819,Docetaxel,NCT01714037,docetaxel,TERMINATED,exact_name_or_synonym
1819,Docetaxel,NCT02191059,docetaxel,UNKNOWN,exact_name_or_synonym
1819,Docetaxel,NCT00345059,docetaxel,TERMINATED,exact_name_or_synonym
1819,Docetaxel,NCT00004139,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT00541099,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT02668393,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT02574078,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT00198393,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT00074204,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT01903993,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT06943820,docetaxel,RECRUITING,exact_name_or_synonym
1819,Docetaxel,NCT00660816,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT06632327,docetaxel,RECRUITING,exact_name_or_synonym
1819,Docetaxel,NCT02001168,docetaxel,UNKNOWN,exact_name_or_synonym
1819,Docetaxel,NCT00076388,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT00030420,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT07001618,docetaxel,RECRUITING,exact_name_or_synonym
1819,Docetaxel,NCT00003103,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT02884479,docetaxel,UNKNOWN,exact_name_or_synonym
1819,Docetaxel,NCT00565227,docetaxel,TERMINATED,exact_name_or_synonym
1819,Docetaxel,NCT01999673,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT05676931,docetaxel,ACTIVE_NOT_RECRUITING,exact_name_or_synonym
1819,Docetaxel,NCT00030641,docetaxel,UNKNOWN,exact_name_or_synonym
1819,Docetaxel,NCT00014456,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT02889666,docetaxel,RECRUITING,exact_name_or_synonym
1819,Docetaxel,NCT04171284,docetaxel,TERMINATED,exact_name_or_synonym
1819,Docetaxel,NCT00478699,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT00755157,docetaxel,WITHDRAWN,exact_name_or_synonym
1819,Docetaxel,NCT00312377,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT01642004,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT00003037,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT03407300,docetaxel,UNKNOWN,exact_name_or_synonym
1819,Docetaxel,NCT04656652,docetaxel,ACTIVE_NOT_RECRUITING,exact_name_or_synonym
1819,Docetaxel,NCT00088933,docetaxel,TERMINATED,exact_name_or_synonym
1819,Docetaxel,NCT02568033,docetaxel,UNKNOWN,exact_name_or_synonym
1819,Docetaxel,NCT04430933,docetaxel,WITHDRAWN,exact_name_or_synonym
1819,Docetaxel,NCT00074022,docetaxel,COMPLETED,exact_name_or_synonym
1819,Docetaxel,NCT05543629,docetaxel,TERMINATED,exact_name_or_synonym
1819,Docetaxel,NCT05215067,docetaxel,ACTIVE_NOT_RECRUITING,exact_name_or_synonym
1819,Docetaxel,NCT00862134,docetaxel,TERMINATED,exact_name_or_synonym
1819,Docetaxel,NCT03288870,docetaxel,UNKNOWN,exact_name_or_synonym
1819,Docetaxel,NCT02607423,docetaxel,WITHDRAWN,exact_name_or_synonym
1819,Docetaxel,NCT04154956,docetaxel,ACTIVE_NOT_RECRUITING,exact_name_or_synonym
1819,Docetaxel,NCT00441922,docetaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00004265,paclitaxel,UNKNOWN,exact_name_or_synonym
1080,Paclitaxel,NCT01100931,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT02621398,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT01249443,paclitaxel,TERMINATED,exact_name_or_synonym
1080,Paclitaxel,NCT05487391,paclitaxel,RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT00550537,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT02204345,paclitaxel,TERMINATED,exact_name_or_synonym
1080,Paclitaxel,NCT00147537,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT03329911,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT05635708,paclitaxel,ACTIVE_NOT_RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT02009449,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT04611776,paclitaxel,WITHDRAWN,exact_name_or_synonym
1080,Paclitaxel,NCT03262948,paclitaxel,UNKNOWN,exact_name_or_synonym
1080,Paclitaxel,NCT00527735,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT02879097,paclitaxel,UNKNOWN,exact_name_or_synonym
1080,Paclitaxel,NCT00004924,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT05267470,paclitaxel,TERMINATED,exact_name_or_synonym
1080,Paclitaxel,NCT00152477,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00655850,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00002852,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT01366144,paclitaxel,ACTIVE_NOT_RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT00252798,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT01069328,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT01507428,paclitaxel,UNKNOWN,exact_name_or_synonym
1080,Paclitaxel,NCT00126581,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00025480,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT04165070,paclitaxel,RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT01493843,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT02366143,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT02106546,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT07465757,paclitaxel,NOT_YET_RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT01225302,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00795340,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00003089,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00735696,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00915005,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT01268059,paclitaxel,TERMINATED,exact_name_or_synonym
1080,Paclitaxel,NCT00459121,paclitaxel,TERMINATED,exact_name_or_synonym
1080,Paclitaxel,NCT00004887,paclitaxel,UNKNOWN,exact_name_or_synonym
1080,Paclitaxel,NCT00043108,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT05800587,paclitaxel,RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT00193310,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00091039,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT03916419,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00174356,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT03800134,paclitaxel,ACTIVE_NOT_RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT00005032,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT05502237,paclitaxel,ACTIVE_NOT_RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT00003111,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00762034,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT03977194,paclitaxel,ACTIVE_NOT_RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT00079287,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00602797,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT01868022,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT06731907,paclitaxel,RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT06712316,paclitaxel,RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT01165216,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00055887,paclitaxel,WITHDRAWN,exact_name_or_synonym
1080,Paclitaxel,NCT02364999,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00533949,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT03296163,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT03169335,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00986674,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT06576635,paclitaxel,RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT07221474,paclitaxel,RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT00387374,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT03177291,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00828841,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT03053856,paclitaxel,UNKNOWN,exact_name_or_synonym
1080,Paclitaxel,NCT00347412,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT03645928,paclitaxel,RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT00021333,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT02403895,paclitaxel,TERMINATED,exact_name_or_synonym
1080,Paclitaxel,NCT00034541,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT05142189,paclitaxel,RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT02503358,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT06422143,paclitaxel,RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT04585490,paclitaxel,RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT00003943,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00756847,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT05879068,paclitaxel,ACTIVE_NOT_RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT04194203,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00753909,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT04644068,paclitaxel,ACTIVE_NOT_RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT00033696,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT05107674,paclitaxel,RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT03348904,paclitaxel,TERMINATED,exact_name_or_synonym
1080,Paclitaxel,NCT00807573,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT02477826,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT03132532,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00004093,paclitaxel,TERMINATED,exact_name_or_synonym
1080,Paclitaxel,NCT00006378,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00004979,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT05012254,paclitaxel,ACTIVE_NOT_RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT04856176,paclitaxel,TERMINATED,exact_name_or_synonym
1080,Paclitaxel,NCT00828009,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00269828,paclitaxel,TERMINATED,exact_name_or_synonym
1080,Paclitaxel,NCT00716534,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00850577,paclitaxel,TERMINATED,exact_name_or_synonym
1080,Paclitaxel,NCT04754815,paclitaxel,WITHDRAWN,exact_name_or_synonym
1080,Paclitaxel,NCT03693612,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT02998528,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT01486602,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00006012,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT01757288,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT01218516,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT03432598,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00028938,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT04416035,paclitaxel,UNKNOWN,exact_name_or_synonym
1080,Paclitaxel,NCT05781308,paclitaxel,ACTIVE_NOT_RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT02073968,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT01413750,paclitaxel,TERMINATED,exact_name_or_synonym
1080,Paclitaxel,NCT01051934,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00616031,paclitaxel,UNKNOWN,exact_name_or_synonym
1080,Paclitaxel,NCT04253964,paclitaxel,RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT05420636,paclitaxel,TERMINATED,exact_name_or_synonym
1080,Paclitaxel,NCT00948675,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00004159,paclitaxel,TERMINATED,exact_name_or_synonym
1080,Paclitaxel,NCT02775435,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT06212752,paclitaxel,ACTIVE_NOT_RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT00686959,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00005646,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00280150,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT03976362,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00003159,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT05654454,paclitaxel,RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT05226598,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT05014815,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00001499,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00662311,paclitaxel,TERMINATED,exact_name_or_synonym
1080,Paclitaxel,NCT00178256,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00004011,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00002969,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT03920839,paclitaxel,WITHDRAWN,exact_name_or_synonym
1080,Paclitaxel,NCT03595059,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT01649947,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT02754882,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT03085914,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00861627,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT02220894,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT01345851,paclitaxel,ACTIVE_NOT_RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT00085501,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00243867,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT02252796,paclitaxel,TERMINATED,exact_name_or_synonym
1080,Paclitaxel,NCT06047379,paclitaxel,RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT00003696,paclitaxel,UNKNOWN,exact_name_or_synonym
1080,Paclitaxel,NCT00003235,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00113516,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT06333951,paclitaxel,RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT06312137,paclitaxel,RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT05984277,paclitaxel,ACTIVE_NOT_RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT03810872,paclitaxel,UNKNOWN,exact_name_or_synonym
1080,Paclitaxel,NCT00245154,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT02711137,paclitaxel,TERMINATED,exact_name_or_synonym
1080,Paclitaxel,NCT00033553,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00955305,paclitaxel,TERMINATED,exact_name_or_synonym
1080,Paclitaxel,NCT06908993,paclitaxel,RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT01107626,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00526890,paclitaxel,TERMINATED,exact_name_or_synonym
1080,Paclitaxel,NCT00081302,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT01763645,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT03840915,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT06692738,paclitaxel,RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT02069158,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT03095209,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00093756,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT04025879,paclitaxel,ACTIVE_NOT_RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT00226590,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00094835,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT01234038,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00564733,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00276588,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00034346,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00193362,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT05116462,paclitaxel,ACTIVE_NOT_RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT02525757,paclitaxel,ACTIVE_NOT_RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT00728845,paclitaxel,TERMINATED,exact_name_or_synonym
1080,Paclitaxel,NCT00334763,paclitaxel,TERMINATED,exact_name_or_synonym
1080,Paclitaxel,NCT02492867,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT02033551,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT04310007,paclitaxel,ACTIVE_NOT_RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT00866528,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT02420314,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00017407,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00006004,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00807612,paclitaxel,TERMINATED,exact_name_or_synonym
1080,Paclitaxel,NCT00318136,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00481078,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT02591615,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT01912625,paclitaxel,TERMINATED,exact_name_or_synonym
1080,Paclitaxel,NCT00042835,paclitaxel,TERMINATED,exact_name_or_synonym
1080,Paclitaxel,NCT02066103,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT04332367,paclitaxel,RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT00976677,paclitaxel,TERMINATED,exact_name_or_synonym
1080,Paclitaxel,NCT05834348,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT06297811,paclitaxel,NOT_YET_RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT00005059,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00003313,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT06788912,paclitaxel,RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT03699033,paclitaxel,WITHDRAWN,exact_name_or_synonym
1080,Paclitaxel,NCT04325698,paclitaxel,TERMINATED,exact_name_or_synonym
1080,Paclitaxel,NCT00006049,paclitaxel,UNKNOWN,exact_name_or_synonym
1080,Paclitaxel,NCT03128008,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00020007,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT05741021,paclitaxel,UNKNOWN,exact_name_or_synonym
1080,Paclitaxel,NCT06561685,paclitaxel,RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT00107250,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT05247684,paclitaxel,ACTIVE_NOT_RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT05791097,paclitaxel,WITHDRAWN,exact_name_or_synonym
1080,Paclitaxel,NCT05298423,paclitaxel,ACTIVE_NOT_RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT01209520,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT05904379,paclitaxel,ACTIVE_NOT_RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT06161441,paclitaxel,ACTIVE_NOT_RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT05664971,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00617409,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT07063745,paclitaxel,RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT00583830,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT02044601,paclitaxel,WITHDRAWN,exact_name_or_synonym
1080,Paclitaxel,NCT06694454,paclitaxel,NOT_YET_RECRUITING,exact_name_or_synonym
1080,Paclitaxel,NCT00004055,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00004137,paclitaxel,COMPLETED,exact_name_or_synonym
1080,Paclitaxel,NCT00006469,paclitaxel,COMPLETED,exact_name_or_synonym
