canonical_drug_id,DRUG_NAME,cosmic_drug_field,cosmic_drug_value,GENOMIC_MUTATION_ID,TRIAL_ID
1819,Docetaxel,DRUG_COMBINATION,"Cyclophosphamide,Docetaxel,Epirubicin,Patuximab,Pyrotinib,Trastuzumab",,NCT04929548
1819,Docetaxel,DRUG_COMBINATION,"Cyclophosphamide,Docetaxel or Paclitaxel,Doxorubicin hydrochloride,Trastuzumab",,NCT02419742
1819,Docetaxel,DRUG_COMBINATION,"Docetaxel or Paclitaxel,Trastuzumab",,NCT01301729
1819,Docetaxel,DRUG_COMBINATION,"Capecitabine,Docetaxel,Trastuzumab",,NCT00127933
1819,Docetaxel,DRUG_COMBINATION,"Carboplatin,Docetaxel,Trastuzumab",,NCT02419742
1819,Docetaxel,DRUG_COMBINATION,"Docetaxel,Pertuzumab,Trastuzumab",,NCT02445586
1819,Docetaxel,DRUG_COMBINATION,"Carboplatin,Docetaxel,Inetetamab,Pyrotinib",,NCT06234137
1819,Docetaxel,DRUG_COMBINATION,"Cyclophosphamide,Docetaxel,Doxorubicin hydrochloride liposome,Pertuzumab,Trastuzumab",,NCT05656079
1819,Docetaxel,DRUG_COMBINATION,"Carboplatin,Docetaxel,Pyrotinib,Trastuzumab",,NCT03756064
1819,Docetaxel,DRUG_COMBINATION,"Anbenitamab,Docetaxel or Irinotecan or Paclitaxel",,NCT05427383
1819,Docetaxel,DRUG_COMBINATION,"Docetaxel,Pyrotinib",,NCT02378389
1819,Docetaxel,DRUG_COMBINATION,"Docetaxel,Fluorouracil,Leucovorin calcium,Oxaliplatin,Pertuzumab,Trastuzumab",,NCT02581462
1819,Docetaxel,DRUG_COMBINATION,"Capecitabine,Docetaxel,Trastuzumab",,NCT02004769
1819,Docetaxel,DRUG_COMBINATION,"Docetaxel,Fluorouracil,Leucovorin calcium,Oxaliplatin,Trastuzumab",,NCT01472029
1819,Docetaxel,DRUG_COMBINATION,"Docetaxel,Pertuzumab,Trastuzumab",,NCT03845270
