feature,importance,feature_group
emb_1064,0,image_embedding
emb_1065,0,image_embedding
emb_1066,0,image_embedding
emb_1067,0,image_embedding
emb_1068,0,image_embedding
emb_1069,0,image_embedding
emb_1070,0,image_embedding
emb_1071,0,image_embedding
emb_1072,0,image_embedding
emb_1073,0,image_embedding
emb_1074,0,image_embedding
emb_1075,0,image_embedding
emb_1076,0,image_embedding
emb_1077,0,image_embedding
emb_1078,0,image_embedding
emb_1079,0,image_embedding
emb_1080,0,image_embedding
emb_1081,0,image_embedding
emb_1082,0,image_embedding
emb_1083,0,image_embedding
emb_1084,0,image_embedding
emb_1085,0,image_embedding
emb_1086,0,image_embedding
emb_1087,0,image_embedding
emb_1088,0,image_embedding
emb_1089,0,image_embedding
emb_1090,0,image_embedding
emb_1091,0,image_embedding
emb_1092,0,image_embedding
emb_1093,0,image_embedding
emb_1094,0,image_embedding
emb_1095,0,image_embedding
emb_1096,0,image_embedding
emb_1097,0,image_embedding
emb_1098,0,image_embedding
emb_1099,0,image_embedding
emb_1100,0,image_embedding
emb_1101,0,image_embedding
emb_1102,0,image_embedding
emb_1103,0,image_embedding
emb_1104,0,image_embedding
emb_1105,0,image_embedding
emb_1106,0,image_embedding
emb_1107,0,image_embedding
emb_1108,0,image_embedding
emb_1109,0,image_embedding
emb_1110,0,image_embedding
emb_1111,0,image_embedding
emb_1112,0,image_embedding
emb_1113,0,image_embedding
emb_1114,0,image_embedding
emb_1115,0,image_embedding
emb_1116,0,image_embedding
emb_1117,0,image_embedding
emb_1118,0,image_embedding
emb_1119,0,image_embedding
emb_1120,0,image_embedding
emb_1121,0,image_embedding
emb_1122,0,image_embedding
emb_1123,0,image_embedding
emb_1124,0,image_embedding
emb_1125,0,image_embedding
emb_1126,0,image_embedding
emb_1127,0,image_embedding
emb_1128,0,image_embedding
emb_1129,0,image_embedding
emb_1130,0,image_embedding
emb_1131,0,image_embedding
emb_1132,0,image_embedding
emb_1133,0,image_embedding
emb_1134,0,image_embedding
emb_1135,0,image_embedding
emb_1136,0,image_embedding
emb_1137,0,image_embedding
emb_1138,0,image_embedding
emb_1139,0,image_embedding
emb_1140,0,image_embedding
emb_1141,0,image_embedding
emb_1142,0,image_embedding
emb_1143,0,image_embedding
emb_1144,0,image_embedding
emb_1145,0,image_embedding
emb_1146,0,image_embedding
emb_1147,0,image_embedding
emb_1148,0,image_embedding
emb_1149,0,image_embedding
emb_1150,0,image_embedding
emb_1151,0,image_embedding
emb_1152,0,image_embedding
emb_1153,0,image_embedding
emb_1154,0,image_embedding
emb_1155,0,image_embedding
emb_1156,0,image_embedding
emb_1157,0,image_embedding
emb_1158,0,image_embedding
emb_1159,0,image_embedding
emb_1160,0,image_embedding
emb_1161,0,image_embedding
emb_1162,0,image_embedding
emb_1163,0,image_embedding
emb_1164,0,image_embedding
emb_1165,0,image_embedding
emb_1166,0,image_embedding
emb_1167,0,image_embedding
emb_1168,0,image_embedding
emb_1169,0,image_embedding
emb_1170,0,image_embedding
emb_1171,0,image_embedding
emb_1172,0,image_embedding
emb_1173,0,image_embedding
emb_1174,0,image_embedding
emb_1175,0,image_embedding
emb_1176,0,image_embedding
emb_1177,0,image_embedding
emb_1178,0,image_embedding
emb_1179,0,image_embedding
emb_1180,0,image_embedding
emb_1181,0,image_embedding
emb_1182,0,image_embedding
emb_1183,0,image_embedding
emb_1184,0,image_embedding
emb_1185,0,image_embedding
emb_1186,0,image_embedding
emb_1187,0,image_embedding
emb_1188,0,image_embedding
emb_1189,0,image_embedding
emb_1190,0,image_embedding
emb_1191,0,image_embedding
emb_1192,0,image_embedding
emb_1193,0,image_embedding
emb_1194,0,image_embedding
emb_1195,0,image_embedding
emb_1196,0,image_embedding
emb_1197,0,image_embedding
emb_1198,0,image_embedding
emb_1199,0,image_embedding
emb_1200,0,image_embedding
emb_1201,0,image_embedding
emb_1202,0,image_embedding
emb_1203,0,image_embedding
emb_1204,0,image_embedding
emb_1205,0,image_embedding
emb_1206,0,image_embedding
emb_1207,0,image_embedding
emb_1208,0,image_embedding
emb_1209,0,image_embedding
emb_1210,0,image_embedding
emb_1211,0,image_embedding
emb_1212,0,image_embedding
emb_1213,0,image_embedding
emb_1214,0,image_embedding
emb_1215,0,image_embedding
emb_1216,0,image_embedding
emb_1217,0,image_embedding
emb_1218,0,image_embedding
emb_1219,0,image_embedding
emb_1220,0,image_embedding
emb_1221,0,image_embedding
emb_1222,0,image_embedding
emb_1223,0,image_embedding
emb_1224,0,image_embedding
emb_1225,0,image_embedding
emb_1226,0,image_embedding
emb_1227,0,image_embedding
emb_1228,0,image_embedding
emb_1229,0,image_embedding
emb_1230,0,image_embedding
emb_1231,0,image_embedding
emb_1232,0,image_embedding
emb_1233,0,image_embedding
emb_1234,0,image_embedding
emb_1235,0,image_embedding
emb_1236,0,image_embedding
emb_1237,0,image_embedding
emb_1238,0,image_embedding
emb_1239,0,image_embedding
emb_1240,0,image_embedding
emb_1241,0,image_embedding
emb_1242,0,image_embedding
emb_1243,0,image_embedding
emb_1244,0,image_embedding
emb_1245,0,image_embedding
emb_1246,0,image_embedding
emb_1247,0,image_embedding
emb_1248,0,image_embedding
emb_1249,0,image_embedding
emb_1250,0,image_embedding
emb_1251,0,image_embedding
emb_1252,0,image_embedding
emb_1253,0,image_embedding
emb_1254,0,image_embedding
emb_1255,0,image_embedding
emb_1256,0,image_embedding
emb_1257,0,image_embedding
emb_1258,0,image_embedding
emb_1259,0,image_embedding
emb_1260,0,image_embedding
emb_1261,0,image_embedding
emb_1262,0,image_embedding
emb_1263,0,image_embedding
emb_1264,0,image_embedding
emb_1265,0,image_embedding
emb_1266,0,image_embedding
emb_1267,0,image_embedding
emb_1268,0,image_embedding
emb_1269,0,image_embedding
emb_1270,0,image_embedding
emb_1271,0,image_embedding
emb_1272,0,image_embedding
emb_1273,0,image_embedding
emb_1274,0,image_embedding
emb_1275,0,image_embedding
emb_1276,0,image_embedding
emb_1277,0,image_embedding
emb_1278,0,image_embedding
emb_1279,0,image_embedding
emb_1280,0,image_embedding
emb_1281,0,image_embedding
emb_1282,0,image_embedding
emb_1283,0,image_embedding
emb_1284,0,image_embedding
emb_1285,0,image_embedding
emb_1286,0,image_embedding
emb_1287,0,image_embedding
emb_1288,0,image_embedding
emb_1289,0,image_embedding
emb_1290,0,image_embedding
emb_1291,0,image_embedding
emb_1292,0,image_embedding
emb_1293,0,image_embedding
emb_1294,0,image_embedding
emb_1295,0,image_embedding
emb_1296,0,image_embedding
emb_1297,0,image_embedding
emb_1298,0,image_embedding
emb_1299,0,image_embedding
emb_1300,0,image_embedding
emb_1301,0,image_embedding
emb_1302,0,image_embedding
emb_1303,0,image_embedding
emb_1304,0,image_embedding
emb_1305,0,image_embedding
emb_1306,0,image_embedding
emb_1307,0,image_embedding
emb_1308,0,image_embedding
emb_1309,0,image_embedding
emb_1310,0,image_embedding
emb_1311,0,image_embedding
emb_1312,0,image_embedding
emb_1313,0,image_embedding
emb_1314,0,image_embedding
emb_1315,0,image_embedding
emb_1316,0,image_embedding
emb_1317,0,image_embedding
emb_1318,0,image_embedding
emb_1319,0,image_embedding
emb_1320,0,image_embedding
emb_1321,0,image_embedding
emb_1322,0,image_embedding
emb_1323,0,image_embedding
emb_1324,0,image_embedding
emb_1325,0,image_embedding
emb_1326,0,image_embedding
emb_1327,0,image_embedding
emb_1328,0,image_embedding
emb_1329,0,image_embedding
emb_1330,0,image_embedding
emb_1331,0,image_embedding
emb_1332,0,image_embedding
emb_1333,0,image_embedding
emb_1334,0,image_embedding
emb_1335,0,image_embedding
emb_1336,0,image_embedding
emb_1337,0,image_embedding
emb_1338,0,image_embedding
emb_1339,0,image_embedding
emb_1340,0,image_embedding
emb_1341,0,image_embedding
emb_1342,0,image_embedding
emb_1343,0,image_embedding
emb_1344,0,image_embedding
emb_1345,0,image_embedding
emb_1346,0,image_embedding
emb_1347,0,image_embedding
emb_1348,0,image_embedding
emb_1349,0,image_embedding
emb_1350,0,image_embedding
emb_1351,0,image_embedding
emb_1352,0,image_embedding
emb_1353,0,image_embedding
emb_1354,0,image_embedding
emb_1355,0,image_embedding
emb_1356,0,image_embedding
emb_1357,0,image_embedding
emb_1358,0,image_embedding
emb_1359,0,image_embedding
emb_1360,0,image_embedding
emb_1361,0,image_embedding
emb_1362,0,image_embedding
emb_1363,0,image_embedding
emb_1364,0,image_embedding
emb_1365,0,image_embedding
emb_1366,0,image_embedding
emb_1367,0,image_embedding
emb_1368,0,image_embedding
emb_1369,0,image_embedding
emb_1370,0,image_embedding
emb_1371,0,image_embedding
emb_1372,0,image_embedding
emb_1373,0,image_embedding
emb_1374,0,image_embedding
emb_1375,0,image_embedding
emb_1376,0,image_embedding
emb_1377,0,image_embedding
emb_1378,0,image_embedding
emb_1379,0,image_embedding
emb_1380,0,image_embedding
emb_1381,0,image_embedding
emb_1382,0,image_embedding
emb_1383,0,image_embedding
emb_1384,0,image_embedding
emb_1385,0,image_embedding
emb_1386,0,image_embedding
emb_1387,0,image_embedding
emb_1388,0,image_embedding
emb_1389,0,image_embedding
emb_1390,0,image_embedding
emb_1391,0,image_embedding
emb_1392,0,image_embedding
emb_1393,0,image_embedding
emb_1394,0,image_embedding
emb_1395,0,image_embedding
emb_1396,0,image_embedding
emb_1397,0,image_embedding
emb_1398,0,image_embedding
emb_1399,0,image_embedding
emb_1400,0,image_embedding
emb_1401,0,image_embedding
emb_1402,0,image_embedding
emb_1403,0,image_embedding
emb_1404,0,image_embedding
emb_1405,0,image_embedding
emb_1406,0,image_embedding
emb_1407,0,image_embedding
emb_1408,0,image_embedding
emb_1409,0,image_embedding
emb_1410,0,image_embedding
emb_1411,0,image_embedding
emb_1412,0,image_embedding
emb_1413,0,image_embedding
emb_1414,0,image_embedding
emb_1415,0,image_embedding
emb_1416,0,image_embedding
emb_1417,0,image_embedding
emb_1418,0,image_embedding
emb_1419,0,image_embedding
emb_1420,0,image_embedding
emb_1421,0,image_embedding
emb_1422,0,image_embedding
emb_1423,0,image_embedding
emb_1424,0,image_embedding
emb_1425,0,image_embedding
emb_1426,0,image_embedding
emb_1427,0,image_embedding
emb_1428,0,image_embedding
emb_1429,0,image_embedding
emb_1430,0,image_embedding
emb_1431,0,image_embedding
emb_1432,0,image_embedding
emb_1433,0,image_embedding
emb_1434,0,image_embedding
emb_1435,0,image_embedding
emb_1436,0,image_embedding
emb_1437,0,image_embedding
emb_1438,0,image_embedding
emb_1439,0,image_embedding
emb_1440,0,image_embedding
emb_1441,0,image_embedding
emb_1442,0,image_embedding
emb_1443,0,image_embedding
emb_1444,0,image_embedding
emb_1445,0,image_embedding
emb_1446,0,image_embedding
emb_1447,0,image_embedding
emb_1448,0,image_embedding
emb_1449,0,image_embedding
emb_1450,0,image_embedding
emb_1451,0,image_embedding
emb_1452,0,image_embedding
emb_1453,0,image_embedding
emb_1454,0,image_embedding
emb_1455,0,image_embedding
emb_1456,0,image_embedding
emb_1457,0,image_embedding
emb_1458,0,image_embedding
emb_1459,0,image_embedding
emb_1460,0,image_embedding
emb_1461,0,image_embedding
emb_1462,0,image_embedding
emb_1463,0,image_embedding
emb_1464,0,image_embedding
emb_1465,0,image_embedding
emb_1466,0,image_embedding
emb_1467,0,image_embedding
emb_1468,0,image_embedding
emb_1469,0,image_embedding
emb_1470,0,image_embedding
emb_1471,0,image_embedding
emb_1472,0,image_embedding
emb_1473,0,image_embedding
emb_1474,0,image_embedding
emb_1475,0,image_embedding
emb_1476,0,image_embedding
emb_1477,0,image_embedding
emb_1478,0,image_embedding
emb_1479,0,image_embedding
emb_1480,0,image_embedding
emb_1481,0,image_embedding
emb_1482,0,image_embedding
emb_1483,0,image_embedding
emb_1484,0,image_embedding
emb_1485,0,image_embedding
emb_1486,0,image_embedding
emb_1487,0,image_embedding
emb_1488,0,image_embedding
emb_1489,0,image_embedding
emb_1490,0,image_embedding
emb_1491,0,image_embedding
emb_1492,0,image_embedding
emb_1493,0,image_embedding
emb_1494,0,image_embedding
emb_1495,0,image_embedding
emb_1496,0,image_embedding
emb_1497,0,image_embedding
emb_1498,0,image_embedding
emb_1499,0,image_embedding
emb_1500,0,image_embedding
emb_1501,0,image_embedding
emb_1502,0,image_embedding
emb_1503,0,image_embedding
emb_1504,0,image_embedding
emb_1505,0,image_embedding
emb_1506,0,image_embedding
emb_1507,0,image_embedding
emb_1508,0,image_embedding
emb_1509,0,image_embedding
emb_1510,0,image_embedding
emb_1511,0,image_embedding
emb_1512,0,image_embedding
emb_1513,0,image_embedding
emb_1514,0,image_embedding
emb_1515,0,image_embedding
emb_1516,0,image_embedding
emb_1517,0,image_embedding
emb_1518,0,image_embedding
emb_1519,0,image_embedding
emb_1520,0,image_embedding
emb_1521,0,image_embedding
emb_1522,0,image_embedding
emb_1523,0,image_embedding
emb_1524,0,image_embedding
emb_1525,0,image_embedding
emb_1526,0,image_embedding
emb_1527,0,image_embedding
emb_1528,0,image_embedding
emb_1529,0,image_embedding
emb_1530,0,image_embedding
emb_1531,0,image_embedding
emb_1532,0,image_embedding
emb_1533,0,image_embedding
emb_1534,0,image_embedding
emb_1535,0,image_embedding
