canonical_drug_id,pred_label_regression,drug_name,label_regression,representative_ic50_nM,target_support_count,max_phase,pred_rank
CHEMBL3039513,-4.61587595095316,DECERNOTINIB,-4.509860006183766,11.0,2,2.0,64
CHEMBL4650343,-4.570842403650146,IZENCITINIB,-4.605170185988091,10.0,1,2.0,65
CHEMBL4297477,-4.322636649123015,BREPOCITINIB,-4.074541934925921,17.0,2,3.0,66
CHEMBL3393066,-3.7770651798872112,VS-5584,-3.649658740960655,26.0,2,1.0,67
CHEMBL3647420,-3.5600889408524785,PYROTINIB,-3.451438598098902,31.7,1,3.0,68
CHEMBL3137331,-3.420053198961237,DEFACTINIB,-3.568078753968232,28.21,1,3.0,69
CHEMBL43452,-3.381841912130648,POMALIDOMIDE,-3.4112477175156566,33.0,1,4.0,70
CHEMBL3989934,-3.3749762580766465,AVADOMIDE,-3.3813947543659757,34.0,1,2.0,71
CHEMBL4594348,-3.3674917981832295,ELSUBRUTINIB,-3.4112477175156566,33.0,1,2.0,72
CHEMBL1983268,-3.271065289566734,ENTRECTINIB,-3.2188758248682006,40.0,2,4.0,73
CHEMBL1171837,-3.2553554205362216,PONATINIB,-3.4357888264317746,32.2,2,4.0,74
CHEMBL2035185,-3.072246683812967,CT-1578,-3.079113882493042,46.0,2,1.0,75
CHEMBL2316207,-3.0392281946949247,FS-694,-3.270169119255751,38.0,1,0.0,76
CHEMBL4459585,-2.9579672121929335,ROPSACITINIB,-2.6036901857779675,74.0,2,2.0,77
CHEMBL5817577,-2.8574298698350056,SOQUELITINIB,-2.900422093749666,55.0,1,2.0,78
CHEMBL1944698,-2.837526856283753,ZOTIRACICLIB,-2.617295837833746,73.0,1,2.0,79
CHEMBL5095079,-2.7156163087022707,POVORCITINIB,-2.5902671654458267,75.0,2,3.0,80
CHEMBL4574601,-2.6759208616592827,LINPERLISIB,-2.7181005369557116,66.0,1,2.0,81
CHEMBL4577523,-2.635649069802203,GOLIDOCITINIB,-2.659260036932778,70.0,2,2.0,82
CHEMBL2010872,-2.4372358663277702,CEP-11981,-2.375155785828881,93.0,1,2.0,83
CHEMBL302449,-2.3893613204257833,GO-6976,-2.700082031453033,67.2,1,0.0,84
CHEMBL3701238,-2.372400522382941,FUTIBATINIB,-2.3549315733662546,94.9,1,4.0,85
CHEMBL3986824,-2.0275345977844097,LANRAPLENIB,-2.120263536200091,120.0,1,2.0,86
CHEMBL3265032,-1.9498048135994894,ENTOSPLETINIB,-1.9449106487222299,143.0,2,3.0,87
CHEMBL63,-1.8458395800038776,ROLIPRAM,-1.6094379124341003,200.0,1,2.0,88
CHEMBL3545311,-1.801071221690513,BRIGATINIB,-1.870802676568508,154.0,2,4.0,89
CHEMBL31965,-1.5597703998656496,CANERTINIB,-1.6873994539038122,185.0,1,3.0,90
CHEMBL848,-1.5053373985231742,LENALIDOMIDE,-1.5141277326297755,220.0,1,4.0,91
CHEMBL120563,-1.490968246310361,THIRAM,-1.5005835075220182,223.0,1,2.0,92
CHEMBL1822792,-1.3652076559452937,MK-2461,-1.4696759700589417,230.0,1,2.0,93
CHEMBL131,-1.309439985038699,PREDNISOLONE,-1.3823023398503531,251.0,1,4.0,94
CHEMBL188343,-1.2840237201308522,REVERSINE,-1.0498221244986778,350.0,2,0.0,95
CHEMBL3685796,-1.1945758347170976,MRL-SYKi,-1.4188175528254507,242.0,1,0.0,96
CHEMBL4436748,-1.1216018810071224,SR-318,-1.2623083813388996,283.0,1,0.0,97
CHEMBL1738757,-1.0690593928129244,REBASTINIB,-1.1086626245216111,330.0,2,2.0,98
CHEMBL575448,-1.0032387034615695,BMS-754807,-1.058430499035278,347.0,2,2.0,99
CHEMBL4085457,-0.9526233701767761,RITLECITINIB,-0.4992264879226388,607.0,2,4.0,100
CHEMBL5856622,-0.7776478537441835,LEPZACITINIB,-0.5978370007556204,550.0,1,2.0,101
CHEMBL4650338,-0.7723308892210681,EDRALBRUTINIB,-0.6831968497067772,505.0,1,2.0,102
CHEMBL58,-0.7035301616218979,MITOXANTRONE,0.0,1000.0,1,4.0,103
CHEMBL4596392,-0.6671289498317162,CRAVACITINIB,-0.1743533871447778,840.0,1,4.0,104
CHEMBL4207852,-0.6618152156757766,MIZACORAT,-0.4604494164409239,631.0,1,2.0,105
CHEMBL4088216,-0.5832563582431473,TP-030-1,0.0,1000.0,1,0.0,106
CHEMBL4097778,-0.5061451316315297,TP-030n,0.0,1000.0,2,0.0,107
CHEMBL4648362,-0.3359442313171435,GSK789,-0.13926206733350766,870.0,1,0.0,108
CHEMBL4549667,-0.32534616604473726,TP-030-2,0.0,1000.0,1,0.0,109
CHEMBL2403108,-0.3073352045069731,CERITINIB,-0.4942963218147801,610.0,3,4.0,110
CHEMBL279785,0.020783358518818813,MARIMASTAT,0.0009995003330834232,1001.0,1,3.0,111
CHEMBL509032,0.7999438333813237,TAE-684,0.40879289820083897,1505.0,1,0.0,112
CHEMBL1834657,1.149444260949022,INFIGRATINIB PHOSPHATE,1.0584844975773304,2882.0,1,4.0,113
CHEMBL1852688,1.149444260949022,INFIGRATINIB,1.0584844975773304,2882.0,1,4.0,114
CHEMBL553,1.332884003419966,ERLOTINIB,1.3862943611198906,4000.0,1,4.0,115
CHEMBL585,1.6154320623533933,TRIAMTERENE,1.5288784045756836,4613.0,1,4.0,116
CHEMBL565612,1.706859568921437,SOTRASTAURIN,1.9878743481543455,7300.0,1,2.0,117
CHEMBL490355,1.8091389008445817,SULFURETIN,1.7950872593207297,6020.0,2,0.0,118
CHEMBL564201,1.8863143055590037,6-AZAURIDINE,1.9166284512739242,6798.0,1,0.0,119
CHEMBL409450,1.8938132585022416,6BIO,2.0794415416798357,8000.0,1,0.0,120
CHEMBL1448,2.1744486802577274,NICLOSAMIDE,2.302585092994046,10000.0,1,4.0,121
CHEMBL273019,2.518420062926261,BERGENIN,2.5257286443082556,12500.0,1,-1.0,122
CHEMBL3818247,2.8469467968520608,DALMELITINIB,3.0469955674915323,21052.0,1,2.0,123
CHEMBL704,3.0176325022747794,MESALAMINE,2.995732273553991,20000.0,1,4.0,124
CHEMBL4094440,3.649438890669959,BMS-919373,3.912023005428146,50000.0,2,2.0,125
CHEMBL18701,3.8180269215653637,RO-201724,3.912023005428146,50000.0,1,0.0,126
CHEMBL628,4.151587557309276,PENTOXIFYLLINE,4.442651256490317,85000.0,1,4.0,127
