canonical_drug_id,pred_label_regression,drug_name,label_regression,representative_ic50_nM,target_support_count,max_phase,pred_rank
CHEMBL1789941,-10.2319917678833,RUXOLITINIB,-10.231991619508165,0.036,2,4.0,1
CHEMBL1873475,-9.433484077453613,IBRUTINIB,-9.433483923290392,0.08,1,4.0,2
CHEMBL4297674,-9.31570053100586,BRANEBRUTINIB,-9.315700887634009,0.09,1,2.0,3
CHEMBL4594420,-9.21034049987793,LUXEPTINIB,-9.210340371976182,0.1,1,1.0,4
CHEMBL388978,-9.070578575134277,STAUROSPORINE,-9.070578429601024,0.115,3,0.0,5
CHEMBL1231124,-8.517192840576172,AZD-1480,-8.517193191416238,0.2,2,2.0,6
CHEMBL4303389,-8.21708869934082,NS-018,-8.2170885989659,0.27,2,2.0,7
CHEMBL3936761,-8.111727714538574,ZANUBRUTINIB,-8.111728083308073,0.3,1,4.0,8
CHEMBL4209441,-7.849363803863525,SOFNOBRUTINIB,-7.849363818840582,0.39,1,2.0,9
CHEMBL4756476,-7.849363803863525,NEMTABRUTINIB,-7.849363818840582,0.39,1,3.0,10
CHEMBL4297865,-7.826549053192139,ABIVERTINIB,-7.826549141074411,0.399,3,3.0,11
CHEMBL4066193,-7.8240461349487305,ATINVICITINIB,-7.824046010856292,0.4,1,2.0,12
CHEMBL3900554,-7.79935359954834,BMS-986142,-7.799353398265921,0.41,2,2.0,13
CHEMBL5077961,-7.684284210205078,MILREBRUTINIB,-7.6842840684811335,0.46,1,2.0,14
CHEMBL221959,-7.60893440246582,TOFACITINIB,-7.608934631239347,0.496,2,4.0,15
CHEMBL3301625,-7.600902557373047,SPEBRUTINIB,-7.600902459542082,0.5,2,2.0,16
CHEMBL4447181,-7.523941516876221,LONDAMOCITINIB,-7.523941418405954,0.54,2,2.0,17
CHEMBL3989927,-7.435388088226318,IBERDOMIDE,-7.435388021064509,0.59,1,3.0,18
CHEMBL2105759,-7.264430046081543,BARICITINIB,-7.264430222920869,0.7,2,4.0,19
CHEMBL4650323,-7.264430046081543,TOLEBRUTINIB,-7.264430222920869,0.7,1,3.0,20
CHEMBL1287853,-7.195437431335449,FEDRATINIB,-7.195437351433918,0.75,2,4.0,21
CHEMBL3622821,-7.130898952484131,UPADACITINIB,-7.1308988302963465,0.8,2,4.0,22
CHEMBL603469,-7.013115882873535,LESTAURTINIB,-7.013115794639964,0.9,2,3.0,23
CHEMBL191003,-6.907755374908447,JNJ-7706621,-6.907755278982137,1.0,1,0.0,24
CHEMBL2035187,-6.907755374908447,PACRITINIB,-6.907755278982137,1.0,2,4.0,25
CHEMBL3786343,-6.907755374908447,OLMUTINIB,-6.907755278982137,1.0,1,4.0,26
CHEMBL4163691,-6.907755374908447,POSELTINIB,-6.907755278982137,1.0,1,2.0,27
CHEMBL4483575,-6.907755374908447,REMIBRUTINIB,-6.907755278982137,1.0,1,3.0,28
CHEMBL495727,-6.907755374908447,AT-9283,-6.907755278982137,1.0,2,2.0,29
CHEMBL4298138,-6.868534564971924,REPOTRECTINIB,-6.868534565828855,1.04,1,4.0,30
CHEMBL3545215,-6.812445163726807,BMS-911543,-6.812445099177812,1.1,2,2.0,31
CHEMBL4297640,-6.812445163726807,VECABRUTINIB,-6.812445099177812,1.1,1,2.0,32
CHEMBL4065122,-6.725433826446533,FENEBRUTINIB,-6.725433722188183,1.2,1,3.0,33
CHEMBL3702854,-6.64539098739624,RILZABRUTINIB,-6.645391014514646,1.3,1,3.0,34
CHEMBL5416410,-6.64539098739624,DASATINIB,-6.645391014514646,1.3,1,4.0,35
CHEMBL1078178,-6.437751770019531,MOMELOTINIB,-6.437751649736401,1.6,2,4.0,36
CHEMBL4650321,-6.437751770019531,ORELABRUTINIB,-6.437751649736401,1.6,1,3.0,37
CHEMBL4114766,-6.3199687004089355,ATUZABRUTINIB,-6.319968614080018,1.8,1,2.0,38
CHEMBL4072833,-6.303439140319824,EVOBRUTINIB,-6.303439312128807,1.83,1,3.0,39
CHEMBL3622820,-6.214608192443848,ITACITINIB,-6.214608098422191,2.0,2,3.0,40
CHEMBL4582651,-6.214608192443848,PRALSETINIB,-6.214608098422191,2.0,1,4.0,41
CHEMBL5095398,-6.214608192443848,IVARMACITINIB,-6.214608098422191,2.0,2,3.0,42
CHEMBL4594441,-6.165817737579346,IFIDANCITINIB,-6.165817934252759,2.1,1,2.0,43
