canonical_drug_id,pred_label_regression,drug_name,label_regression,representative_ic50_nM,target_support_count,max_phase,pred_rank
CHEMBL288441,-5.991464614868164,BOSUTINIB,-5.991464547107982,2.5,1,4.0,44
CHEMBL4297507,-5.952243804931641,DELGOCITINIB,-5.952243833954701,2.6,2,3.0,45
CHEMBL1795071,-5.878135681152344,RUXOLITINIB PHOSPHATE,-5.8781358618009785,2.8,2,4.0,46
CHEMBL2107823,-5.80914306640625,GANDOTINIB,-5.809142990314028,3.0,2,2.0,47
CHEMBL3707348,-5.80914306640625,ACALABRUTINIB,-5.809142990314028,3.0,1,4.0,48
CHEMBL2103743,-5.744604587554932,TOFACITINIB CITRATE,-5.744604469176456,3.2,2,4.0,49
CHEMBL3137308,-5.546778678894043,PEFICITINIB,-5.546778725846536,3.9,2,4.0,50
CHEMBL4594275,-5.521461009979248,GUSACITINIB,-5.521460917862246,4.0,2,2.0,51
CHEMBL4435170,-5.2983174324035645,DEUCRAVACITINIB,-5.298317366548036,5.0,2,4.0,52
CHEMBL3655081,-5.278514862060547,ABROCITINIB,-5.278514739251857,5.1,2,4.0,53
CHEMBL4071161,-5.259096622467041,TIRABRUTINIB,-5.259096653394756,5.2,1,4.0,54
CHEMBL5083772,-5.221356391906738,BIIB-091,-5.221356325411908,5.4,1,2.0,55
CHEMBL4116008,-5.11599588394165,CERDULATINIB,-5.115995809754082,6.0,2,2.0,56
CHEMBL475251,-5.11599588394165,R-406,-5.115995809754082,6.0,1,2.0,57
CHEMBL3301606,-5.02068567276001,SOLCITINIB,-5.0206856299497575,6.6,2,2.0,58
CHEMBL4789639,-4.853631496429443,BMS-986202,-4.853631545286591,7.8,1,1.0,59
CHEMBL5314920,-4.812194347381592,JNJ-64264681,-4.812194355422418,8.13,1,1.0,60
CHEMBL2103874,-4.653310775756836,OCLACITINIB,-4.653310561316027,9.53,2,2.0,61
CHEMBL3301607,-4.605170249938965,FILGOTINIB,-4.605170185988091,10.0,2,4.0,62
CHEMBL4650343,-4.605170249938965,IZENCITINIB,-4.605170185988091,10.0,1,2.0,63
CHEMBL3039513,-4.509860038757324,DECERNOTINIB,-4.509860006183766,11.0,2,2.0,64
CHEMBL601719,-4.509860038757324,CRIZOTINIB,-4.509860006183766,11.0,2,4.0,65
CHEMBL4297477,-4.074542045593262,BREPOCITINIB,-4.074541934925921,17.0,2,3.0,66
CHEMBL3393066,-3.649658679962158,VS-5584,-3.649658740960655,26.0,2,1.0,67
CHEMBL3137331,-3.5680787563323975,DEFACTINIB,-3.568078753968232,28.21,1,3.0,68
CHEMBL3647420,-3.4514386653900146,PYROTINIB,-3.451438598098902,31.7,1,3.0,69
CHEMBL1171837,-3.435788869857788,PONATINIB,-3.4357888264317746,32.2,2,4.0,70
CHEMBL43452,-3.411247730255127,POMALIDOMIDE,-3.4112477175156566,33.0,1,4.0,71
CHEMBL4594348,-3.411247730255127,ELSUBRUTINIB,-3.4112477175156566,33.0,1,2.0,72
CHEMBL3989934,-3.381394863128662,AVADOMIDE,-3.3813947543659757,34.0,1,2.0,73
CHEMBL2316207,-3.2701690196990967,FS-694,-3.270169119255751,38.0,1,0.0,74
CHEMBL1983268,-3.2188758850097656,ENTRECTINIB,-3.2188758248682006,40.0,2,4.0,75
CHEMBL2035185,-3.0791139602661133,CT-1578,-3.079113882493042,46.0,2,1.0,76
CHEMBL5817577,-2.9004220962524414,SOQUELITINIB,-2.900422093749666,55.0,1,2.0,77
CHEMBL4574601,-2.7181005477905273,LINPERLISIB,-2.7181005369557116,66.0,1,2.0,78
CHEMBL302449,-2.7000820636749268,GO-6976,-2.700082031453033,67.2,1,0.0,79
CHEMBL4577523,-2.6592600345611572,GOLIDOCITINIB,-2.659260036932778,70.0,2,2.0,80
CHEMBL1944698,-2.617295742034912,ZOTIRACICLIB,-2.617295837833746,73.0,1,2.0,81
CHEMBL4459585,-2.6036901473999023,ROPSACITINIB,-2.6036901857779675,74.0,2,2.0,82
CHEMBL5095079,-2.5902671813964844,POVORCITINIB,-2.5902671654458267,75.0,2,3.0,83
CHEMBL2010872,-2.3751556873321533,CEP-11981,-2.375155785828881,93.0,1,2.0,84
CHEMBL3701238,-2.354931592941284,FUTIBATINIB,-2.3549315733662546,94.9,1,4.0,85
CHEMBL3986824,-2.1202635765075684,LANRAPLENIB,-2.120263536200091,120.0,1,2.0,86
CHEMBL3265032,-1.9449106454849243,ENTOSPLETINIB,-1.9449106487222299,143.0,2,3.0,87
CHEMBL3545311,-1.870802640914917,BRIGATINIB,-1.870802676568508,154.0,2,4.0,88
CHEMBL31965,-1.6873995065689087,CANERTINIB,-1.6873994539038122,185.0,1,3.0,89
CHEMBL63,-1.6094379425048828,ROLIPRAM,-1.6094379124341003,200.0,1,2.0,90
CHEMBL848,-1.5141277313232422,LENALIDOMIDE,-1.5141277326297755,220.0,1,4.0,91
CHEMBL120563,-1.500583529472351,THIRAM,-1.5005835075220182,223.0,1,2.0,92
CHEMBL1822792,-1.4696760177612305,MK-2461,-1.4696759700589417,230.0,1,2.0,93
CHEMBL3685796,-1.4188175201416016,MRL-SYKi,-1.4188175528254507,242.0,1,0.0,94
CHEMBL131,-1.3823022842407227,PREDNISOLONE,-1.3823023398503531,251.0,1,4.0,95
CHEMBL4436748,-1.2623083591461182,SR-318,-1.2623083813388996,283.0,1,0.0,96
CHEMBL1738757,-1.1086626052856445,REBASTINIB,-1.1086626245216111,330.0,2,2.0,97
CHEMBL575448,-1.058430552482605,BMS-754807,-1.058430499035278,347.0,2,2.0,98
CHEMBL188343,-1.0498220920562744,REVERSINE,-1.0498221244986778,350.0,2,0.0,99
CHEMBL4650338,-0.6831968426704407,EDRALBRUTINIB,-0.6831968497067772,505.0,1,2.0,100
CHEMBL5856622,-0.597836971282959,LEPZACITINIB,-0.5978370007556204,550.0,1,2.0,101
CHEMBL4085457,-0.49922648072242737,RITLECITINIB,-0.4992264879226388,607.0,2,4.0,102
CHEMBL2403108,-0.4942963123321533,CERITINIB,-0.4942963218147801,610.0,3,4.0,103
CHEMBL4207852,-0.4604494273662567,MIZACORAT,-0.4604494164409239,631.0,1,2.0,104
CHEMBL4596392,-0.17435339093208313,CRAVACITINIB,-0.1743533871447778,840.0,1,4.0,105
CHEMBL4648362,-0.13926206529140472,GSK789,-0.13926206733350766,870.0,1,0.0,106
CHEMBL4088216,0.0,TP-030-1,0.0,1000.0,1,0.0,107
CHEMBL4097778,0.0,TP-030n,0.0,1000.0,2,0.0,108
CHEMBL4549667,0.0,TP-030-2,0.0,1000.0,1,0.0,109
CHEMBL58,0.0,MITOXANTRONE,0.0,1000.0,1,4.0,110
CHEMBL279785,0.0009995002765208483,MARIMASTAT,0.0009995003330834232,1001.0,1,3.0,111
CHEMBL509032,0.4087929129600525,TAE-684,0.40879289820083897,1505.0,1,0.0,112
CHEMBL1834657,1.0584845542907715,INFIGRATINIB PHOSPHATE,1.0584844975773304,2882.0,1,4.0,113
CHEMBL1852688,1.0584845542907715,INFIGRATINIB,1.0584844975773304,2882.0,1,4.0,114
CHEMBL553,1.3862943649291992,ERLOTINIB,1.3862943611198906,4000.0,1,4.0,115
CHEMBL585,1.5288784503936768,TRIAMTERENE,1.5288784045756836,4613.0,1,4.0,116
CHEMBL490355,1.795087218284607,SULFURETIN,1.7950872593207297,6020.0,2,0.0,117
CHEMBL564201,1.9166284799575806,6-AZAURIDINE,1.9166284512739242,6798.0,1,0.0,118
CHEMBL565612,1.9878743886947632,SOTRASTAURIN,1.9878743481543455,7300.0,1,2.0,119
CHEMBL409450,2.079441547393799,6BIO,2.0794415416798357,8000.0,1,0.0,120
CHEMBL1448,2.3025851249694824,NICLOSAMIDE,2.302585092994046,10000.0,1,4.0,121
CHEMBL273019,2.525728702545166,BERGENIN,2.5257286443082556,12500.0,1,-1.0,122
CHEMBL704,2.995732307434082,MESALAMINE,2.995732273553991,20000.0,1,4.0,123
CHEMBL3818247,3.0469956398010254,DALMELITINIB,3.0469955674915323,21052.0,1,2.0,124
CHEMBL18701,3.9120230674743652,RO-201724,3.912023005428146,50000.0,1,0.0,125
CHEMBL4094440,3.9120230674743652,BMS-919373,3.912023005428146,50000.0,2,2.0,126
CHEMBL628,4.442651271820068,PENTOXIFYLLINE,4.442651256490317,85000.0,1,4.0,127
