model,canonical_drug_id,drug_name,pred_rank,assay,category,assay_name,assay_type,match_type,similarity,predicted_label,status
LightGBM,CHEMBL4756476,NEMTABRUTINIB,9,bbb_martins,Distribution,BBB Penetration,binary,no_match,0.26436781609195403,1,no_data
LightGBM,CHEMBL4756476,NEMTABRUTINIB,9,ppbr_az,Distribution,Plasma Protein Binding Rate,regression,no_match,0.27835051546391754,98,no_data
LightGBM,CHEMBL4756476,NEMTABRUTINIB,9,vdss_lombardo,Distribution,Volume of Distribution,regression,no_match,0.26,9,no_data
LightGBM,CHEMBL4756476,NEMTABRUTINIB,9,cyp2c9_veith,Metabolism,CYP2C9 Inhibitor,binary,no_match,0.27906976744186046,0,no_data
LightGBM,CHEMBL4756476,NEMTABRUTINIB,9,cyp2d6_veith,Metabolism,CYP2D6 Inhibitor,binary,no_match,0.2696629213483146,0,no_data
LightGBM,CHEMBL4756476,NEMTABRUTINIB,9,cyp3a4_veith,Metabolism,CYP3A4 Inhibitor,binary,no_match,0.27906976744186046,0,no_data
LightGBM,CHEMBL4756476,NEMTABRUTINIB,9,cyp2c9_substrate_carbonmangels,Metabolism,CYP2C9 Substrate,binary,no_match,0.21153846153846154,0,no_data
LightGBM,CHEMBL4756476,NEMTABRUTINIB,9,cyp2d6_substrate_carbonmangels,Metabolism,CYP2D6 Substrate,binary,no_match,0.21153846153846154,0,no_data
LightGBM,CHEMBL4756476,NEMTABRUTINIB,9,cyp3a4_substrate_carbonmangels,Metabolism,CYP3A4 Substrate,binary,no_match,0.21153846153846154,1,no_data
LightGBM,CHEMBL4756476,NEMTABRUTINIB,9,clearance_hepatocyte_az,Excretion,Hepatocyte Clearance,regression,no_match,0.2571428571428571,15,no_data
LightGBM,CHEMBL4756476,NEMTABRUTINIB,9,clearance_microsome_az,Excretion,Microsome Clearance,regression,no_match,0.27835051546391754,3,no_data
LightGBM,CHEMBL4756476,NEMTABRUTINIB,9,half_life_obach,Excretion,Half-Life,regression,no_match,0.20454545454545456,1,no_data
LightGBM,CHEMBL4756476,NEMTABRUTINIB,9,ames,Toxicity,Ames Mutagenicity,binary,no_match,0.23943661971830985,1,no_data
LightGBM,CHEMBL4756476,NEMTABRUTINIB,9,dili,Toxicity,DILI (Drug-Induced Liver Injury),binary,no_match,0.23595505617977527,0,no_data
LightGBM,CHEMBL4756476,NEMTABRUTINIB,9,herg,Toxicity,hERG Cardiotoxicity,binary,no_match,0.23655913978494625,1,no_data
LightGBM,CHEMBL4756476,NEMTABRUTINIB,9,ld50_zhu,Toxicity,Acute Toxicity (LD50),regression,no_match,0.26506024096385544,3,no_data
LightGBM,CHEMBL4756476,NEMTABRUTINIB,9,lipophilicity_astrazeneca,Properties,Lipophilicity (logD),regression,no_match,0.27835051546391754,3,no_data
LightGBM,CHEMBL4756476,NEMTABRUTINIB,9,solubility_aqsoldb,Properties,Aqueous Solubility,regression,no_match,0.27941176470588236,-4,no_data
LightGBM,CHEMBL4209441,SOFNOBRUTINIB,10,caco2_wang,Absorption,Caco-2 Permeability,regression,no_match,0.20952380952380953,-4,no_data
LightGBM,CHEMBL4209441,SOFNOBRUTINIB,10,hia_hou,Absorption,HIA (Human Intestinal Absorption),binary,no_match,0.1956521739130435,1,no_data
LightGBM,CHEMBL4209441,SOFNOBRUTINIB,10,pgp_broccatelli,Absorption,P-gp Inhibitor,binary,no_match,0.205607476635514,0,no_data
LightGBM,CHEMBL4209441,SOFNOBRUTINIB,10,bioavailability_ma,Absorption,Oral Bioavailability (F>20%),binary,no_match,0.1956521739130435,1,no_data
LightGBM,CHEMBL4209441,SOFNOBRUTINIB,10,bbb_martins,Distribution,BBB Penetration,binary,no_match,0.22115384615384615,1,no_data
LightGBM,CHEMBL4209441,SOFNOBRUTINIB,10,ppbr_az,Distribution,Plasma Protein Binding Rate,regression,no_match,0.2604166666666667,99,no_data
LightGBM,CHEMBL4209441,SOFNOBRUTINIB,10,vdss_lombardo,Distribution,Volume of Distribution,regression,no_match,0.22641509433962265,0,no_data
LightGBM,CHEMBL4209441,SOFNOBRUTINIB,10,cyp2c9_veith,Metabolism,CYP2C9 Inhibitor,binary,no_match,0.24761904761904763,0,no_data
LightGBM,CHEMBL4209441,SOFNOBRUTINIB,10,cyp2d6_veith,Metabolism,CYP2D6 Inhibitor,binary,no_match,0.25274725274725274,1,no_data
LightGBM,CHEMBL4209441,SOFNOBRUTINIB,10,cyp3a4_veith,Metabolism,CYP3A4 Inhibitor,binary,no_match,0.24761904761904763,0,no_data
LightGBM,CHEMBL4209441,SOFNOBRUTINIB,10,cyp2c9_substrate_carbonmangels,Metabolism,CYP2C9 Substrate,binary,no_match,0.1919191919191919,1,no_data
LightGBM,CHEMBL4209441,SOFNOBRUTINIB,10,cyp2d6_substrate_carbonmangels,Metabolism,CYP2D6 Substrate,binary,no_match,0.1919191919191919,0,no_data
LightGBM,CHEMBL4209441,SOFNOBRUTINIB,10,cyp3a4_substrate_carbonmangels,Metabolism,CYP3A4 Substrate,binary,no_match,0.1919191919191919,1,no_data
LightGBM,CHEMBL4209441,SOFNOBRUTINIB,10,clearance_hepatocyte_az,Excretion,Hepatocyte Clearance,regression,no_match,0.2604166666666667,6,no_data
LightGBM,CHEMBL4209441,SOFNOBRUTINIB,10,clearance_microsome_az,Excretion,Microsome Clearance,regression,no_match,0.2604166666666667,131,no_data
LightGBM,CHEMBL4209441,SOFNOBRUTINIB,10,half_life_obach,Excretion,Half-Life,regression,no_match,0.1978021978021978,1,no_data
LightGBM,CHEMBL4209441,SOFNOBRUTINIB,10,ames,Toxicity,Ames Mutagenicity,binary,no_match,0.19626168224299065,1,no_data
LightGBM,CHEMBL4209441,SOFNOBRUTINIB,10,dili,Toxicity,DILI (Drug-Induced Liver Injury),binary,no_match,0.1956521739130435,1,no_data
LightGBM,CHEMBL4209441,SOFNOBRUTINIB,10,herg,Toxicity,hERG Cardiotoxicity,binary,no_match,0.22772277227722773,1,no_data
LightGBM,CHEMBL4209441,SOFNOBRUTINIB,10,ld50_zhu,Toxicity,Acute Toxicity (LD50),regression,no_match,0.21212121212121213,2,no_data
LightGBM,CHEMBL4209441,SOFNOBRUTINIB,10,lipophilicity_astrazeneca,Properties,Lipophilicity (logD),regression,no_match,0.22935779816513763,2,no_data
LightGBM,CHEMBL4209441,SOFNOBRUTINIB,10,solubility_aqsoldb,Properties,Aqueous Solubility,regression,no_match,0.2268041237113402,-4,no_data
LightGBM,CHEMBL4297865,ABIVERTINIB,11,caco2_wang,Absorption,Caco-2 Permeability,regression,no_match,0.27586206896551724,-4,no_data
LightGBM,CHEMBL4297865,ABIVERTINIB,11,hia_hou,Absorption,HIA (Human Intestinal Absorption),binary,no_match,0.25274725274725274,1,no_data
LightGBM,CHEMBL4297865,ABIVERTINIB,11,pgp_broccatelli,Absorption,P-gp Inhibitor,binary,no_match,0.25274725274725274,0,no_data
LightGBM,CHEMBL4297865,ABIVERTINIB,11,bioavailability_ma,Absorption,Oral Bioavailability (F>20%),binary,no_match,0.25274725274725274,1,no_data
LightGBM,CHEMBL4297865,ABIVERTINIB,11,bbb_martins,Distribution,BBB Penetration,binary,no_match,0.2717391304347826,0,no_data
LightGBM,CHEMBL4297865,ABIVERTINIB,11,ppbr_az,Distribution,Plasma Protein Binding Rate,regression,no_match,0.30851063829787234,75,no_data
LightGBM,CHEMBL4297865,ABIVERTINIB,11,vdss_lombardo,Distribution,Volume of Distribution,regression,no_match,0.22727272727272727,13,no_data
LightGBM,CHEMBL4297865,ABIVERTINIB,11,cyp2c9_veith,Metabolism,CYP2C9 Inhibitor,binary,no_match,0.32222222222222224,0,no_data
LightGBM,CHEMBL4297865,ABIVERTINIB,11,cyp2d6_veith,Metabolism,CYP2D6 Inhibitor,binary,no_match,0.32558139534883723,0,no_data
LightGBM,CHEMBL4297865,ABIVERTINIB,11,cyp3a4_veith,Metabolism,CYP3A4 Inhibitor,binary,no_match,0.32558139534883723,0,no_data
LightGBM,CHEMBL4297865,ABIVERTINIB,11,cyp2c9_substrate_carbonmangels,Metabolism,CYP2C9 Substrate,binary,no_match,0.2717391304347826,0,no_data
LightGBM,CHEMBL4297865,ABIVERTINIB,11,cyp2d6_substrate_carbonmangels,Metabolism,CYP2D6 Substrate,binary,no_match,0.2717391304347826,0,no_data
LightGBM,CHEMBL4297865,ABIVERTINIB,11,cyp3a4_substrate_carbonmangels,Metabolism,CYP3A4 Substrate,binary,no_match,0.2717391304347826,0,no_data
LightGBM,CHEMBL4297865,ABIVERTINIB,11,clearance_hepatocyte_az,Excretion,Hepatocyte Clearance,regression,no_match,0.4838709677419355,79,no_data
LightGBM,CHEMBL4297865,ABIVERTINIB,11,clearance_microsome_az,Excretion,Microsome Clearance,regression,no_match,0.29591836734693877,33,no_data
LightGBM,CHEMBL4297865,ABIVERTINIB,11,half_life_obach,Excretion,Half-Life,regression,no_match,0.25274725274725274,11,no_data
LightGBM,CHEMBL4297865,ABIVERTINIB,11,ames,Toxicity,Ames Mutagenicity,binary,no_match,0.25274725274725274,1,no_data
LightGBM,CHEMBL4297865,ABIVERTINIB,11,dili,Toxicity,DILI (Drug-Induced Liver Injury),binary,no_match,0.24074074074074073,1,no_data
LightGBM,CHEMBL4297865,ABIVERTINIB,11,herg,Toxicity,hERG Cardiotoxicity,binary,no_match,0.21153846153846154,1,no_data
LightGBM,CHEMBL4297865,ABIVERTINIB,11,ld50_zhu,Toxicity,Acute Toxicity (LD50),regression,no_match,0.25263157894736843,2,no_data
LightGBM,CHEMBL4297865,ABIVERTINIB,11,lipophilicity_astrazeneca,Properties,Lipophilicity (logD),regression,no_match,0.4838709677419355,3,no_data
LightGBM,CHEMBL4297865,ABIVERTINIB,11,solubility_aqsoldb,Properties,Aqueous Solubility,regression,no_match,0.2717391304347826,-3,no_data
LightGBM,CHEMBL4066193,ATINVICITINIB,12,caco2_wang,Absorption,Caco-2 Permeability,regression,no_match,0.2127659574468085,-4,no_data
LightGBM,CHEMBL4066193,ATINVICITINIB,12,hia_hou,Absorption,HIA (Human Intestinal Absorption),binary,no_match,0.2127659574468085,1,no_data
LightGBM,CHEMBL4066193,ATINVICITINIB,12,pgp_broccatelli,Absorption,P-gp Inhibitor,binary,no_match,0.2127659574468085,0,no_data
LightGBM,CHEMBL4066193,ATINVICITINIB,12,bioavailability_ma,Absorption,Oral Bioavailability (F>20%),binary,no_match,0.2127659574468085,1,no_data
LightGBM,CHEMBL4066193,ATINVICITINIB,12,bbb_martins,Distribution,BBB Penetration,binary,no_match,0.21649484536082475,1,no_data
LightGBM,CHEMBL4066193,ATINVICITINIB,12,ppbr_az,Distribution,Plasma Protein Binding Rate,regression,no_match,0.2549019607843137,92,no_data
LightGBM,CHEMBL4066193,ATINVICITINIB,12,vdss_lombardo,Distribution,Volume of Distribution,regression,no_match,0.2127659574468085,0,no_data
LightGBM,CHEMBL4066193,ATINVICITINIB,12,cyp2c9_veith,Metabolism,CYP2C9 Inhibitor,binary,no_match,0.25842696629213485,0,no_data
LightGBM,CHEMBL4066193,ATINVICITINIB,12,cyp2d6_veith,Metabolism,CYP2D6 Inhibitor,binary,no_match,0.25842696629213485,0,no_data
LightGBM,CHEMBL4066193,ATINVICITINIB,12,cyp3a4_veith,Metabolism,CYP3A4 Inhibitor,binary,no_match,0.22535211267605634,0,no_data
LightGBM,CHEMBL4066193,ATINVICITINIB,12,cyp2c9_substrate_carbonmangels,Metabolism,CYP2C9 Substrate,binary,no_match,0.20253164556962025,0,no_data
LightGBM,CHEMBL4066193,ATINVICITINIB,12,cyp2d6_substrate_carbonmangels,Metabolism,CYP2D6 Substrate,binary,no_match,0.20253164556962025,0,no_data
LightGBM,CHEMBL4066193,ATINVICITINIB,12,cyp3a4_substrate_carbonmangels,Metabolism,CYP3A4 Substrate,binary,no_match,0.20253164556962025,0,no_data
LightGBM,CHEMBL4066193,ATINVICITINIB,12,clearance_hepatocyte_az,Excretion,Hepatocyte Clearance,regression,no_match,0.22093023255813954,14,no_data
LightGBM,CHEMBL4066193,ATINVICITINIB,12,clearance_microsome_az,Excretion,Microsome Clearance,regression,no_match,0.22093023255813954,6,no_data
LightGBM,CHEMBL4066193,ATINVICITINIB,12,half_life_obach,Excretion,Half-Life,regression,no_match,0.2127659574468085,9,no_data
LightGBM,CHEMBL4066193,ATINVICITINIB,12,ames,Toxicity,Ames Mutagenicity,binary,no_match,0.19230769230769232,0,no_data
LightGBM,CHEMBL4066193,ATINVICITINIB,12,dili,Toxicity,DILI (Drug-Induced Liver Injury),binary,no_match,0.18446601941747573,1,no_data
LightGBM,CHEMBL4066193,ATINVICITINIB,12,herg,Toxicity,hERG Cardiotoxicity,binary,no_match,0.2127659574468085,1,no_data
LightGBM,CHEMBL4066193,ATINVICITINIB,12,ld50_zhu,Toxicity,Acute Toxicity (LD50),regression,no_match,0.2054794520547945,1,no_data
LightGBM,CHEMBL4066193,ATINVICITINIB,12,lipophilicity_astrazeneca,Properties,Lipophilicity (logD),regression,no_match,0.2604166666666667,2,no_data
LightGBM,CHEMBL4066193,ATINVICITINIB,12,solubility_aqsoldb,Properties,Aqueous Solubility,regression,no_match,0.2222222222222222,-6,no_data
LightGBM,CHEMBL3900554,BMS-986142,13,caco2_wang,Absorption,Caco-2 Permeability,regression,no_match,0.21428571428571427,-4,no_data
LightGBM,CHEMBL3900554,BMS-986142,13,hia_hou,Absorption,HIA (Human Intestinal Absorption),binary,no_match,0.21359223300970873,1,no_data
LightGBM,CHEMBL3900554,BMS-986142,13,pgp_broccatelli,Absorption,P-gp Inhibitor,binary,no_match,0.21359223300970873,0,no_data
LightGBM,CHEMBL3900554,BMS-986142,13,bioavailability_ma,Absorption,Oral Bioavailability (F>20%),binary,no_match,0.21649484536082475,1,no_data
LightGBM,CHEMBL3900554,BMS-986142,13,bbb_martins,Distribution,BBB Penetration,binary,no_match,0.22105263157894736,1,no_data
LightGBM,CHEMBL3900554,BMS-986142,13,ppbr_az,Distribution,Plasma Protein Binding Rate,regression,no_match,0.26744186046511625,71,no_data
LightGBM,CHEMBL3900554,BMS-986142,13,vdss_lombardo,Distribution,Volume of Distribution,regression,no_match,0.24561403508771928,13,no_data
LightGBM,CHEMBL3900554,BMS-986142,13,cyp2c9_veith,Metabolism,CYP2C9 Inhibitor,binary,no_match,0.22641509433962265,0,no_data
LightGBM,CHEMBL3900554,BMS-986142,13,cyp2d6_veith,Metabolism,CYP2D6 Inhibitor,binary,no_match,0.22641509433962265,0,no_data
LightGBM,CHEMBL3900554,BMS-986142,13,cyp3a4_veith,Metabolism,CYP3A4 Inhibitor,binary,no_match,0.22641509433962265,0,no_data
LightGBM,CHEMBL3900554,BMS-986142,13,cyp2c9_substrate_carbonmangels,Metabolism,CYP2C9 Substrate,binary,no_match,0.21649484536082475,0,no_data
LightGBM,CHEMBL3900554,BMS-986142,13,cyp2d6_substrate_carbonmangels,Metabolism,CYP2D6 Substrate,binary,no_match,0.21649484536082475,0,no_data
LightGBM,CHEMBL3900554,BMS-986142,13,cyp3a4_substrate_carbonmangels,Metabolism,CYP3A4 Substrate,binary,no_match,0.21649484536082475,0,no_data
LightGBM,CHEMBL3900554,BMS-986142,13,clearance_hepatocyte_az,Excretion,Hepatocyte Clearance,regression,no_match,0.21359223300970873,30,no_data
LightGBM,CHEMBL3900554,BMS-986142,13,clearance_microsome_az,Excretion,Microsome Clearance,regression,no_match,0.20192307692307693,3,no_data
LightGBM,CHEMBL3900554,BMS-986142,13,half_life_obach,Excretion,Half-Life,regression,no_match,0.21649484536082475,24,no_data
LightGBM,CHEMBL3900554,BMS-986142,13,ames,Toxicity,Ames Mutagenicity,binary,no_match,0.22772277227722773,1,no_data
LightGBM,CHEMBL3900554,BMS-986142,13,dili,Toxicity,DILI (Drug-Induced Liver Injury),binary,no_match,0.1926605504587156,1,no_data
LightGBM,CHEMBL3900554,BMS-986142,13,herg,Toxicity,hERG Cardiotoxicity,binary,no_match,0.2,1,no_data
LightGBM,CHEMBL3900554,BMS-986142,13,ld50_zhu,Toxicity,Acute Toxicity (LD50),regression,no_match,0.21739130434782608,1,no_data
LightGBM,CHEMBL3900554,BMS-986142,13,lipophilicity_astrazeneca,Properties,Lipophilicity (logD),regression,no_match,0.23636363636363636,3,no_data
LightGBM,CHEMBL3900554,BMS-986142,13,solubility_aqsoldb,Properties,Aqueous Solubility,regression,no_match,0.21428571428571427,-4,no_data
LightGBM,CHEMBL5077961,MILREBRUTINIB,14,caco2_wang,Absorption,Caco-2 Permeability,regression,no_match,0.18518518518518517,-4,no_data
LightGBM,CHEMBL5077961,MILREBRUTINIB,14,hia_hou,Absorption,HIA (Human Intestinal Absorption),binary,no_match,0.18699186991869918,1,no_data
LightGBM,CHEMBL5077961,MILREBRUTINIB,14,pgp_broccatelli,Absorption,P-gp Inhibitor,binary,no_match,0.18699186991869918,1,no_data
LightGBM,CHEMBL5077961,MILREBRUTINIB,14,bioavailability_ma,Absorption,Oral Bioavailability (F>20%),binary,no_match,0.18699186991869918,1,no_data
LightGBM,CHEMBL5077961,MILREBRUTINIB,14,bbb_martins,Distribution,BBB Penetration,binary,no_match,0.18699186991869918,1,no_data
LightGBM,CHEMBL5077961,MILREBRUTINIB,14,ppbr_az,Distribution,Plasma Protein Binding Rate,regression,no_match,0.1935483870967742,91,no_data
LightGBM,CHEMBL5077961,MILREBRUTINIB,14,vdss_lombardo,Distribution,Volume of Distribution,regression,no_match,0.1875,0,no_data
LightGBM,CHEMBL5077961,MILREBRUTINIB,14,cyp2c9_veith,Metabolism,CYP2C9 Inhibitor,binary,no_match,0.19047619047619047,1,no_data
LightGBM,CHEMBL5077961,MILREBRUTINIB,14,cyp2d6_veith,Metabolism,CYP2D6 Inhibitor,binary,no_match,0.2032520325203252,1,no_data
LightGBM,CHEMBL5077961,MILREBRUTINIB,14,cyp3a4_veith,Metabolism,CYP3A4 Inhibitor,binary,no_match,0.2032520325203252,1,no_data
LightGBM,CHEMBL5077961,MILREBRUTINIB,14,cyp2c9_substrate_carbonmangels,Metabolism,CYP2C9 Substrate,binary,no_match,0.18699186991869918,0,no_data
LightGBM,CHEMBL5077961,MILREBRUTINIB,14,cyp2d6_substrate_carbonmangels,Metabolism,CYP2D6 Substrate,binary,no_match,0.18699186991869918,1,no_data
LightGBM,CHEMBL5077961,MILREBRUTINIB,14,cyp3a4_substrate_carbonmangels,Metabolism,CYP3A4 Substrate,binary,no_match,0.18699186991869918,1,no_data
LightGBM,CHEMBL5077961,MILREBRUTINIB,14,clearance_hepatocyte_az,Excretion,Hepatocyte Clearance,regression,no_match,0.2066115702479339,10,no_data
LightGBM,CHEMBL5077961,MILREBRUTINIB,14,clearance_microsome_az,Excretion,Microsome Clearance,regression,no_match,0.1935483870967742,3,no_data
LightGBM,CHEMBL5077961,MILREBRUTINIB,14,half_life_obach,Excretion,Half-Life,regression,no_match,0.18699186991869918,3,no_data
LightGBM,CHEMBL5077961,MILREBRUTINIB,14,ames,Toxicity,Ames Mutagenicity,binary,no_match,0.17647058823529413,1,no_data
LightGBM,CHEMBL5077961,MILREBRUTINIB,14,dili,Toxicity,DILI (Drug-Induced Liver Injury),binary,no_match,0.18699186991869918,1,no_data
LightGBM,CHEMBL5077961,MILREBRUTINIB,14,herg,Toxicity,hERG Cardiotoxicity,binary,no_match,0.184,1,no_data
LightGBM,CHEMBL5077961,MILREBRUTINIB,14,ld50_zhu,Toxicity,Acute Toxicity (LD50),regression,no_match,0.18699186991869918,3,no_data
LightGBM,CHEMBL5077961,MILREBRUTINIB,14,lipophilicity_astrazeneca,Properties,Lipophilicity (logD),regression,no_match,0.2066115702479339,2,no_data
LightGBM,CHEMBL5077961,MILREBRUTINIB,14,solubility_aqsoldb,Properties,Aqueous Solubility,regression,no_match,0.17543859649122806,-4,no_data
LightGBM,CHEMBL221959,TOFACITINIB,15,caco2_wang,Absorption,Caco-2 Permeability,regression,no_match,0.21428571428571427,-5,no_data
LightGBM,CHEMBL221959,TOFACITINIB,15,hia_hou,Absorption,HIA (Human Intestinal Absorption),binary,no_match,0.19753086419753085,1,no_data
LightGBM,CHEMBL221959,TOFACITINIB,15,pgp_broccatelli,Absorption,P-gp Inhibitor,binary,no_match,0.20588235294117646,0,no_data
LightGBM,CHEMBL221959,TOFACITINIB,15,bioavailability_ma,Absorption,Oral Bioavailability (F>20%),binary,no_match,0.1978021978021978,1,no_data
LightGBM,CHEMBL221959,TOFACITINIB,15,bbb_martins,Distribution,BBB Penetration,binary,no_match,0.2714285714285714,1,no_data
LightGBM,CHEMBL221959,TOFACITINIB,15,ppbr_az,Distribution,Plasma Protein Binding Rate,regression,no_match,0.325,83,no_data
LightGBM,CHEMBL221959,TOFACITINIB,15,vdss_lombardo,Distribution,Volume of Distribution,regression,exact,1.0,1,measured
LightGBM,CHEMBL221959,TOFACITINIB,15,cyp2c9_veith,Metabolism,CYP2C9 Inhibitor,binary,no_match,0.2564102564102564,0,no_data
LightGBM,CHEMBL221959,TOFACITINIB,15,cyp2d6_veith,Metabolism,CYP2D6 Inhibitor,binary,no_match,0.2564102564102564,0,no_data
LightGBM,CHEMBL221959,TOFACITINIB,15,cyp3a4_veith,Metabolism,CYP3A4 Inhibitor,binary,no_match,0.2564102564102564,0,no_data
LightGBM,CHEMBL221959,TOFACITINIB,15,cyp2c9_substrate_carbonmangels,Metabolism,CYP2C9 Substrate,binary,no_match,0.1978021978021978,0,no_data
LightGBM,CHEMBL221959,TOFACITINIB,15,cyp2d6_substrate_carbonmangels,Metabolism,CYP2D6 Substrate,binary,no_match,0.1978021978021978,1,no_data
LightGBM,CHEMBL221959,TOFACITINIB,15,cyp3a4_substrate_carbonmangels,Metabolism,CYP3A4 Substrate,binary,no_match,0.1978021978021978,1,no_data
LightGBM,CHEMBL221959,TOFACITINIB,15,clearance_hepatocyte_az,Excretion,Hepatocyte Clearance,regression,no_match,0.25961538461538464,21,no_data
LightGBM,CHEMBL221959,TOFACITINIB,15,clearance_microsome_az,Excretion,Microsome Clearance,regression,no_match,0.2391304347826087,7,no_data
LightGBM,CHEMBL221959,TOFACITINIB,15,half_life_obach,Excretion,Half-Life,regression,no_match,0.19753086419753085,1,no_data
LightGBM,CHEMBL221959,TOFACITINIB,15,ames,Toxicity,Ames Mutagenicity,binary,no_match,0.18518518518518517,1,no_data
LightGBM,CHEMBL221959,TOFACITINIB,15,dili,Toxicity,DILI (Drug-Induced Liver Injury),binary,no_match,0.20588235294117646,1,no_data
LightGBM,CHEMBL221959,TOFACITINIB,15,herg,Toxicity,hERG Cardiotoxicity,binary,no_match,0.24742268041237114,1,no_data
LightGBM,CHEMBL221959,TOFACITINIB,15,ld50_zhu,Toxicity,Acute Toxicity (LD50),regression,no_match,0.2191780821917808,2,no_data
LightGBM,CHEMBL221959,TOFACITINIB,15,lipophilicity_astrazeneca,Properties,Lipophilicity (logD),regression,no_match,0.3409090909090909,1,no_data
LightGBM,CHEMBL221959,TOFACITINIB,15,solubility_aqsoldb,Properties,Aqueous Solubility,regression,no_match,0.2361111111111111,-1,no_data
LightGBM,CHEMBL3301625,SPEBRUTINIB,16,caco2_wang,Absorption,Caco-2 Permeability,regression,no_match,0.32051282051282054,-4,no_data
LightGBM,CHEMBL3301625,SPEBRUTINIB,16,hia_hou,Absorption,HIA (Human Intestinal Absorption),binary,no_match,0.3188405797101449,1,no_data
LightGBM,CHEMBL3301625,SPEBRUTINIB,16,pgp_broccatelli,Absorption,P-gp Inhibitor,binary,no_match,0.26153846153846155,0,no_data
LightGBM,CHEMBL3301625,SPEBRUTINIB,16,bioavailability_ma,Absorption,Oral Bioavailability (F>20%),binary,no_match,0.32051282051282054,1,no_data
LightGBM,CHEMBL3301625,SPEBRUTINIB,16,bbb_martins,Distribution,BBB Penetration,binary,no_match,0.26153846153846155,0,no_data
LightGBM,CHEMBL3301625,SPEBRUTINIB,16,ppbr_az,Distribution,Plasma Protein Binding Rate,regression,no_match,0.38372093023255816,80,no_data
LightGBM,CHEMBL3301625,SPEBRUTINIB,16,vdss_lombardo,Distribution,Volume of Distribution,regression,no_match,0.32051282051282054,0,no_data
LightGBM,CHEMBL3301625,SPEBRUTINIB,16,cyp2c9_veith,Metabolism,CYP2C9 Inhibitor,binary,no_match,0.36904761904761907,0,no_data
LightGBM,CHEMBL3301625,SPEBRUTINIB,16,cyp2d6_veith,Metabolism,CYP2D6 Inhibitor,binary,no_match,0.36904761904761907,0,no_data
LightGBM,CHEMBL3301625,SPEBRUTINIB,16,cyp3a4_veith,Metabolism,CYP3A4 Inhibitor,binary,no_match,0.36904761904761907,1,no_data
LightGBM,CHEMBL3301625,SPEBRUTINIB,16,cyp2c9_substrate_carbonmangels,Metabolism,CYP2C9 Substrate,binary,no_match,0.26153846153846155,1,no_data
LightGBM,CHEMBL3301625,SPEBRUTINIB,16,cyp2d6_substrate_carbonmangels,Metabolism,CYP2D6 Substrate,binary,no_match,0.26153846153846155,1,no_data
LightGBM,CHEMBL3301625,SPEBRUTINIB,16,cyp3a4_substrate_carbonmangels,Metabolism,CYP3A4 Substrate,binary,no_match,0.26153846153846155,1,no_data
LightGBM,CHEMBL3301625,SPEBRUTINIB,16,clearance_hepatocyte_az,Excretion,Hepatocyte Clearance,regression,no_match,0.4166666666666667,15,no_data
LightGBM,CHEMBL3301625,SPEBRUTINIB,16,clearance_microsome_az,Excretion,Microsome Clearance,regression,no_match,0.4482758620689655,7,no_data
LightGBM,CHEMBL3301625,SPEBRUTINIB,16,half_life_obach,Excretion,Half-Life,regression,no_match,0.26153846153846155,0,no_data
LightGBM,CHEMBL3301625,SPEBRUTINIB,16,ames,Toxicity,Ames Mutagenicity,binary,no_match,0.2676056338028169,1,no_data
LightGBM,CHEMBL3301625,SPEBRUTINIB,16,dili,Toxicity,DILI (Drug-Induced Liver Injury),binary,no_match,0.26153846153846155,1,no_data
LightGBM,CHEMBL3301625,SPEBRUTINIB,16,herg,Toxicity,hERG Cardiotoxicity,binary,no_match,0.21686746987951808,0,no_data
LightGBM,CHEMBL3301625,SPEBRUTINIB,16,ld50_zhu,Toxicity,Acute Toxicity (LD50),regression,no_match,0.3188405797101449,1,no_data
LightGBM,CHEMBL3301625,SPEBRUTINIB,16,lipophilicity_astrazeneca,Properties,Lipophilicity (logD),regression,no_match,0.4166666666666667,3,no_data
LightGBM,CHEMBL3301625,SPEBRUTINIB,16,solubility_aqsoldb,Properties,Aqueous Solubility,regression,no_match,0.29411764705882354,-1,no_data
LightGBM,CHEMBL4447181,LONDAMOCITINIB,17,caco2_wang,Absorption,Caco-2 Permeability,regression,no_match,0.24324324324324326,-5,no_data
LightGBM,CHEMBL4447181,LONDAMOCITINIB,17,hia_hou,Absorption,HIA (Human Intestinal Absorption),binary,no_match,0.23684210526315788,1,no_data
LightGBM,CHEMBL4447181,LONDAMOCITINIB,17,pgp_broccatelli,Absorption,P-gp Inhibitor,binary,no_match,0.22321428571428573,1,no_data
LightGBM,CHEMBL4447181,LONDAMOCITINIB,17,bioavailability_ma,Absorption,Oral Bioavailability (F>20%),binary,no_match,0.23684210526315788,1,no_data
LightGBM,CHEMBL4447181,LONDAMOCITINIB,17,bbb_martins,Distribution,BBB Penetration,binary,no_match,0.20175438596491227,1,no_data
LightGBM,CHEMBL4447181,LONDAMOCITINIB,17,ppbr_az,Distribution,Plasma Protein Binding Rate,regression,no_match,0.3063063063063063,96,no_data
LightGBM,CHEMBL4447181,LONDAMOCITINIB,17,vdss_lombardo,Distribution,Volume of Distribution,regression,no_match,0.2396694214876033,5,no_data
LightGBM,CHEMBL4447181,LONDAMOCITINIB,17,cyp2c9_veith,Metabolism,CYP2C9 Inhibitor,binary,no_match,0.2696629213483146,0,no_data
