family,stem,eval_mode,model,train_spearman_mean,val_spearman_mean,train_spearman_std,val_spearman_std,gap_spearman_mean,diagnostic,json_file
ml,stad_numeric_smiles_ml_v1,cv5,ExtraTrees,1.0,0.8496707709890565,4.965068306494546e-17,0.012308465503967069,0.1503292290109436,Overfitting detected in 3 fold(s),stad_numeric_smiles_ml_v1_cv5.json
ml,stad_numeric_smiles_ml_v1,cv5,LightGBM,0.9972685219604414,0.8566558889495568,0.0001886543837619352,0.013846022526759063,0.14061263301088447,Overfitting detected in 2 fold(s),stad_numeric_smiles_ml_v1_cv5.json
ml,stad_numeric_smiles_ml_v1,cv5,RandomForest,0.9838362328207617,0.8512999518520866,0.00028188595820112663,0.01240944802885212,0.13253628096867504,,stad_numeric_smiles_ml_v1_cv5.json
ml,stad_numeric_smiles_ml_v1,cv5,SVR_RBF,0.40432371662090594,0.4004348064322712,0.005499543149290667,0.026475838160449405,0.003888910188634742,,stad_numeric_smiles_ml_v1_cv5.json
ml,stad_numeric_smiles_ml_v1,cv5,XGBoost,0.9935455714330625,0.8589991705008533,0.0003288938689117967,0.012885541418838018,0.13454640093220938,Overfitting detected in 1 fold(s),stad_numeric_smiles_ml_v1_cv5.json
ml,stad_numeric_smiles_ml_v1,groupcv,CatBoost,0.9673828816145158,0.5400532439926189,0.004163627067251879,0.03144814287025668,0.42732963762189685,Overfitting detected in 3 fold(s),stad_numeric_smiles_ml_v1_groupcv.json
ml,stad_numeric_smiles_ml_v1,groupcv,ExtraTrees,1.0,0.45587487942787525,0.0,0.06840391198837344,0.5441251205721248,Overfitting detected in 3 fold(s),stad_numeric_smiles_ml_v1_groupcv.json
ml,stad_numeric_smiles_ml_v1,groupcv,LightGBM,0.9980289543511166,0.4859958769153905,0.00018366463552220764,0.08650768309222892,0.5120330774357261,Overfitting detected in 3 fold(s),stad_numeric_smiles_ml_v1_groupcv.json
ml,stad_numeric_smiles_ml_v1,groupcv,RandomForest,0.9837661052487485,0.4923732107115757,0.0012706493531953807,0.05966882858293884,0.4913928945371729,Overfitting detected in 3 fold(s),stad_numeric_smiles_ml_v1_groupcv.json
ml,stad_numeric_smiles_ml_v1,groupcv,SVR_RBF,0.3998536014268184,0.3582220646235789,0.027778667065916415,0.025789344215456884,0.041631536803239576,,stad_numeric_smiles_ml_v1_groupcv.json
ml,stad_numeric_smiles_ml_v1,groupcv,XGBoost,0.9961979987289556,0.5043029029904912,0.0002277614702057508,0.07873581593380845,0.4918950957384645,Overfitting detected in 3 fold(s),stad_numeric_smiles_ml_v1_groupcv.json
ml,stad_numeric_smiles_ml_v1,scaffoldcv,CatBoost,0.9667690025860187,0.4676317087982948,0.003488504514704183,0.08055247848808302,0.49913729378772387,Overfitting detected in 3 fold(s),stad_numeric_smiles_ml_v1_scaffoldcv.json
ml,stad_numeric_smiles_ml_v1,scaffoldcv,ExtraTrees,1.0,0.4211316484063272,1.2819751242557092e-16,0.07590437638810277,0.5788683515936727,Overfitting detected in 3 fold(s),stad_numeric_smiles_ml_v1_scaffoldcv.json
ml,stad_numeric_smiles_ml_v1,scaffoldcv,LightGBM,0.9976989314512692,0.40767851828929486,0.0003061310403911123,0.10599636512164759,0.5900204131619743,Overfitting detected in 3 fold(s),stad_numeric_smiles_ml_v1_scaffoldcv.json
ml,stad_numeric_smiles_ml_v1,scaffoldcv,RandomForest,0.983588059336352,0.42043494021290945,0.0004638679263560789,0.09911798106105132,0.5631531191234425,Overfitting detected in 3 fold(s),stad_numeric_smiles_ml_v1_scaffoldcv.json
ml,stad_numeric_smiles_ml_v1,scaffoldcv,SVR_RBF,0.4033911858151485,0.3296992294723736,0.04485422455919942,0.1004689032846619,0.07369195634277491,Overfitting detected in 1 fold(s),stad_numeric_smiles_ml_v1_scaffoldcv.json
ml,stad_numeric_smiles_ml_v1,scaffoldcv,XGBoost,0.9962885878429688,0.4518004163012927,0.00047744198322197,0.12379189274458123,0.5444881715416762,Overfitting detected in 3 fold(s),stad_numeric_smiles_ml_v1_scaffoldcv.json
