cluster,Hepatocyte_Differentiation_proxy,Proliferation_TP53_proxy,Unassigned,WNT_CTNNB1_proxy
0,0.046296296296296294,0.18518518518518517,0.5185185185185185,0.25
1,0.0,0.42857142857142855,0.2857142857142857,0.2857142857142857
2,0.0425531914893617,0.22340425531914893,0.35106382978723405,0.3829787234042553
