method,k,silhouette,calinski_harabasz,davies_bouldin
kmeans,4,0.13090397417545319,27.541388712799005,2.04192426254264
kmeans,3,0.12395677715539932,28.991108162951704,2.307909685411874
hierarchical_ward,4,0.12012344598770142,24.06526896496553,2.1887409518233967
kmeans,5,0.11999737471342087,25.49182825988139,2.0546389513119707
hierarchical_ward,3,0.11000953614711761,24.540464214213575,2.507139713484735
hierarchical_ward,5,0.09214792400598526,22.84054623934434,2.424754085482715
