index,part,slide_id,source_file,tcga_case_id,best_cluster,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10
85,part01,TCGA-AN-A0XO-01Z-00-DX1.204E554E-B1A8-41AD-8E39-62484DF4E3CD,_tmp_merge_shard00/part01/slide_embedding_TCGA-AN-A0XO-01Z-00-DX1.204E554E-B1A8-41AD-8E39-62484DF4E3CD_20260430_v1.npy,TCGA-AN-A0XO,C2,2.739911,-1.5811279,5.9132752,-1.4687973,-3.490639,0.38511878,5.1238165,15.258698,-4.4449244,8.945634
86,part01,TCGA-AN-A0XS-01Z-00-DX1.B4D4B73E-2912-4B2E-B18A-FBC35F8160D3,_tmp_merge_shard00/part01/slide_embedding_TCGA-AN-A0XS-01Z-00-DX1.B4D4B73E-2912-4B2E-B18A-FBC35F8160D3_20260430_v1.npy,TCGA-AN-A0XS,C2,7.3273287,-1.8388739,1.9095252,-5.641907,-3.8380537,4.452012,9.122492,13.817813,-4.743247,6.3520517
87,part01,TCGA-AN-A0XW-01Z-00-DX1.811E11E7-FA67-46BB-9BC6-1FD0106B789D,_tmp_merge_shard00/part01/slide_embedding_TCGA-AN-A0XW-01Z-00-DX1.811E11E7-FA67-46BB-9BC6-1FD0106B789D_20260430_v1.npy,TCGA-AN-A0XW,C2,0.6664563,1.1365638,-2.3545477,2.8588414,-5.6545997,-11.270563,-3.6407554,10.829948,3.354374,4.7025113
88,part01,TCGA-AO-A03O-01Z-00-DX1.054BBC89-69F4-4311-814D-E343472CD2C0,_tmp_merge_shard00/part01/slide_embedding_TCGA-AO-A03O-01Z-00-DX1.054BBC89-69F4-4311-814D-E343472CD2C0_20260430_v1.npy,TCGA-AO-A03O,C2,22.377645,1.8962588,4.3469133,-8.64024,-0.68709654,-17.088657,9.596062,9.150992,-7.5434422,-7.8497953
89,part01,TCGA-AO-A0J5-01Z-00-DX1.20C14D0C-1A74-4FE9-A5E6-BDDCB8DE7714,_tmp_merge_shard00/part01/slide_embedding_TCGA-AO-A0J5-01Z-00-DX1.20C14D0C-1A74-4FE9-A5E6-BDDCB8DE7714_20260430_v1.npy,TCGA-AO-A0J5,C2,16.780537,12.612257,2.4388156,3.8012154,14.168168,-12.959113,17.681353,4.65311,-15.194331,-3.7119553
90,part01,TCGA-AO-A0JB-01Z-00-DX1.250FE098-345B-4981-9236-0519E1C9058E,_tmp_merge_shard00/part01/slide_embedding_TCGA-AO-A0JB-01Z-00-DX1.250FE098-345B-4981-9236-0519E1C9058E_20260430_v1.npy,TCGA-AO-A0JB,C2,20.28435,10.495139,3.0574157,-4.523332,17.362564,-9.972612,25.235977,5.520483,-6.151492,-10.576102
91,part01,TCGA-AO-A126-01Z-00-DX1.D9D6AA15-32F0-44BD-AF30-36191784FFA2,_tmp_merge_shard00/part01/slide_embedding_TCGA-AO-A126-01Z-00-DX1.D9D6AA15-32F0-44BD-AF30-36191784FFA2_20260430_v1.npy,TCGA-AO-A126,C2,29.8789,9.560779,1.1144122,-5.373772,5.9012823,-0.0564291,9.745126,-2.9347649,-4.8388014,1.6947875
92,part01,TCGA-AO-A12B-01Z-00-DX1.B215230B-5FF7-4B0A-9C1E-5F1658534B11,_tmp_merge_shard00/part01/slide_embedding_TCGA-AO-A12B-01Z-00-DX1.B215230B-5FF7-4B0A-9C1E-5F1658534B11_20260430_v1.npy,TCGA-AO-A12B,C2,21.368479,7.273894,-1.3348938,-3.6361253,4.7840714,-13.126207,9.235149,7.063061,-6.5066,-10.997658
93,part01,TCGA-AO-A12E-01Z-00-DX1.F2797928-26EC-4B28-BC50-432EB380624B,_tmp_merge_shard00/part01/slide_embedding_TCGA-AO-A12E-01Z-00-DX1.F2797928-26EC-4B28-BC50-432EB380624B_20260430_v1.npy,TCGA-AO-A12E,C2,18.259378,2.198373,17.93893,-1.1330073,2.4032526,-12.2562475,14.061826,-0.98724884,-5.5909953,2.405482
94,part01,TCGA-AO-A1KP-01Z-00-DX1.612442AB-24E2-489B-9838-7CEE82BCD605,_tmp_merge_shard00/part01/slide_embedding_TCGA-AO-A1KP-01Z-00-DX1.612442AB-24E2-489B-9838-7CEE82BCD605_20260430_v1.npy,TCGA-AO-A1KP,C2,13.87024,-4.421723,-0.6859304,4.7826505,13.625277,0.8985129,18.026709,5.495824,-10.025618,2.8267672
95,part01,TCGA-AQ-A04H-01Z-00-DX1.5AC1E459-EF27-401D-98FD-0AC16559AF17,_tmp_merge_shard00/part01/slide_embedding_TCGA-AQ-A04H-01Z-00-DX1.5AC1E459-EF27-401D-98FD-0AC16559AF17_20260430_v1.npy,TCGA-AQ-A04H,C2,3.1932843,-8.045174,-4.4291677,1.576393,3.32389,5.361309,-8.154978,1.5996559,-5.2686124,-5.4043636
96,part01,TCGA-AQ-A04J-01Z-00-DX1.6A4E16D4-2696-4E5F-BCA8-708556FC3A8C,_tmp_merge_shard00/part01/slide_embedding_TCGA-AQ-A04J-01Z-00-DX1.6A4E16D4-2696-4E5F-BCA8-708556FC3A8C_20260430_v1.npy,TCGA-AQ-A04J,C0,-18.036104,8.745456,2.8586762,3.8154047,0.080219276,1.5774144,-8.86998,3.5812817,-3.813162,0.86948997
97,part01,TCGA-AQ-A04L-01Z-00-DX1.F35BF4DD-896A-43C2-8DA6-C67945C003BE,_tmp_merge_shard00/part01/slide_embedding_TCGA-AQ-A04L-01Z-00-DX1.F35BF4DD-896A-43C2-8DA6-C67945C003BE_20260430_v1.npy,TCGA-AQ-A04L,C2,16.856337,9.542801,5.294533,-10.645165,3.1963685,17.811451,-8.137519,-6.0574336,4.4880786,3.6872993
98,part01,TCGA-AQ-A7U7-01Z-00-DX1.AB5629A1-399E-402B-AD3D-DAF9F97D8300,_tmp_merge_shard00/part01/slide_embedding_TCGA-AQ-A7U7-01Z-00-DX1.AB5629A1-399E-402B-AD3D-DAF9F97D8300_20260430_v1.npy,TCGA-AQ-A7U7,C0,-10.482872,15.266756,13.51658,-0.013385474,8.630895,-0.08835157,-3.9111533,3.0508616,4.397078,-4.539682
99,part01,TCGA-AR-A0TR-01Z-00-DX1.BBCE653F-7DD0-4830-BAD3-C06207A93853,_tmp_merge_shard00/part01/slide_embedding_TCGA-AR-A0TR-01Z-00-DX1.BBCE653F-7DD0-4830-BAD3-C06207A93853_20260430_v1.npy,TCGA-AR-A0TR,C0,-14.817479,0.9705156,-1.7256559,-0.2859906,-5.39856,1.0105457,-4.4930606,14.312325,5.9976373,0.6126458
100,part02,TCGA-AR-A0TW-01Z-00-DX1.0C1EAE07-6BA6-4908-89E1-0133F3640174,_tmp_merge_shard00/part02/slide_embedding_TCGA-AR-A0TW-01Z-00-DX1.0C1EAE07-6BA6-4908-89E1-0133F3640174_20260430_v1.npy,TCGA-AR-A0TW,C0,-14.436509,-5.265273,-4.864765,-1.8708901,-8.343898,1.4961162,-4.6404915,16.623127,7.234233,-2.4248421
101,part02,TCGA-AR-A0TX-01Z-00-DX1.5BEA4E65-8CEC-49B2-9F29-DBE53E8ED46E,_tmp_merge_shard00/part02/slide_embedding_TCGA-AR-A0TX-01Z-00-DX1.5BEA4E65-8CEC-49B2-9F29-DBE53E8ED46E_20260430_v1.npy,TCGA-AR-A0TX,C0,-18.880268,11.906256,6.5524173,0.6462902,-1.6271977,-3.536493,-3.1124156,9.614275,8.040228,5.86623
102,part02,TCGA-AR-A0U4-01Z-00-DX1.DE722DC5-859D-4866-ADCC-ED98EDBFB588,_tmp_merge_shard00/part02/slide_embedding_TCGA-AR-A0U4-01Z-00-DX1.DE722DC5-859D-4866-ADCC-ED98EDBFB588_20260430_v1.npy,TCGA-AR-A0U4,C0,-8.089783,-2.7915082,-3.3780167,-1.4177523,-7.7631135,-6.360618,-6.075667,8.681886,4.821989,-1.4413534
103,part02,TCGA-AR-A1AJ-01Z-00-DX1.34B9FCF0-74D8-4328-9B5A-698AD57EDA85,_tmp_merge_shard00/part02/slide_embedding_TCGA-AR-A1AJ-01Z-00-DX1.34B9FCF0-74D8-4328-9B5A-698AD57EDA85_20260430_v1.npy,TCGA-AR-A1AJ,C0,-14.315187,3.3321233,-1.2857206,-2.0357943,-6.7795906,0.82528085,-5.256267,15.719055,11.225969,4.8297434
104,part02,TCGA-AR-A1AO-01Z-00-DX1.244DEE5B-0896-452F-A14D-E290260A9D8F,_tmp_merge_shard00/part02/slide_embedding_TCGA-AR-A1AO-01Z-00-DX1.244DEE5B-0896-452F-A14D-E290260A9D8F_20260430_v1.npy,TCGA-AR-A1AO,C0,-11.94511,13.765835,7.514267,1.2681992,-2.4260516,-1.09338,-2.4556081,13.107192,11.575996,10.12553
105,part02,TCGA-AR-A1AQ-01Z-00-DX1.09D5D7FC-0FA8-4176-94B2-995F44D8ED4C,_tmp_merge_shard00/part02/slide_embedding_TCGA-AR-A1AQ-01Z-00-DX1.09D5D7FC-0FA8-4176-94B2-995F44D8ED4C_20260430_v1.npy,TCGA-AR-A1AQ,C2,0.41899973,-4.632267,-1.8742199,-8.937421,-11.226267,-7.9348364,-4.189853,8.939839,4.374055,-0.73915255
106,part02,TCGA-AR-A1AX-01Z-00-DX1.2389D54F-545E-499E-B392-DD731834460A,_tmp_merge_shard00/part02/slide_embedding_TCGA-AR-A1AX-01Z-00-DX1.2389D54F-545E-499E-B392-DD731834460A_20260430_v1.npy,TCGA-AR-A1AX,C0,-12.264637,1.3779008,10.613517,0.032766894,-1.5953691,1.8350117,1.7546215,7.167887,9.988427,-0.34430498
107,part02,TCGA-AR-A24K-01Z-00-DX1.3A56BAEC-484E-4F9B-BCB4-360ABF6DDB4B,_tmp_merge_shard00/part02/slide_embedding_TCGA-AR-A24K-01Z-00-DX1.3A56BAEC-484E-4F9B-BCB4-360ABF6DDB4B_20260430_v1.npy,TCGA-AR-A24K,C0,-11.0052185,15.246116,11.650639,-1.5012728,4.0183325,-0.005374569,-5.997631,11.833731,10.012978,-1.8708751
108,part02,TCGA-AR-A24N-01Z-00-DX1.563E9160-9E09-4E3F-8CE9-FFED0AA52927,_tmp_merge_shard00/part02/slide_embedding_TCGA-AR-A24N-01Z-00-DX1.563E9160-9E09-4E3F-8CE9-FFED0AA52927_20260430_v1.npy,TCGA-AR-A24N,C0,-16.941456,11.22388,9.1083765,-0.40043956,-0.9125156,1.2840798,-4.3454657,12.360726,12.357843,-1.1855636
109,part02,TCGA-AR-A24T-01Z-00-DX1.3B325D54-38EC-4E16-BDE1-628894CC15AA,_tmp_merge_shard00/part02/slide_embedding_TCGA-AR-A24T-01Z-00-DX1.3B325D54-38EC-4E16-BDE1-628894CC15AA_20260430_v1.npy,TCGA-AR-A24T,C0,-15.707151,5.5572104,7.473027,-1.9748769,2.4051,13.818159,5.9490848,10.925474,3.463422,6.3455296
110,part02,TCGA-AR-A24U-01Z-00-DX1.220FD0D0-0DB6-4E3C-92A0-66CD6509F0AD,_tmp_merge_shard00/part02/slide_embedding_TCGA-AR-A24U-01Z-00-DX1.220FD0D0-0DB6-4E3C-92A0-66CD6509F0AD_20260430_v1.npy,TCGA-AR-A24U,C0,-22.830687,2.608786,1.0281367,-0.697955,-6.2444806,2.5504463,-5.019928,8.331869,1.4437382,2.485895
111,part02,TCGA-AR-A251-01Z-00-DX1.E91E357A-3AD4-4F79-A698-05F0B21A37EC,_tmp_merge_shard00/part02/slide_embedding_TCGA-AR-A251-01Z-00-DX1.E91E357A-3AD4-4F79-A698-05F0B21A37EC_20260430_v1.npy,TCGA-AR-A251,C0,-17.156427,-5.166329,-5.9045877,-1.6263194,-9.680477,5.877537,-4.966523,13.12554,-0.48623934,2.2790904
112,part02,TCGA-AR-A2LL-01Z-00-DX1.F0AF890C-2B34-4758-A929-58AAFF593EC5,_tmp_merge_shard00/part02/slide_embedding_TCGA-AR-A2LL-01Z-00-DX1.F0AF890C-2B34-4758-A929-58AAFF593EC5_20260430_v1.npy,TCGA-AR-A2LL,C0,-21.929003,-10.447603,-1.4023403,1.7283994,-8.621333,7.594683,2.0073905,8.283042,-1.6059427,-0.40396765
113,part02,TCGA-B6-A0I5-01Z-00-DX1.47A30509-4BA0-4BA5-AD9B-F2C2DB701159,_tmp_merge_shard00/part02/slide_embedding_TCGA-B6-A0I5-01Z-00-DX1.47A30509-4BA0-4BA5-AD9B-F2C2DB701159_20260430_v1.npy,TCGA-B6-A0I5,C2,13.566416,9.115805,-1.756143,-0.045151874,-0.6023975,4.172139,-4.2489004,-6.6705923,4.9148273,17.680695
114,part02,TCGA-B6-A0I9-01Z-00-DX1.78E1D43A-507E-482E-B988-AF13B12B4497,_tmp_merge_shard00/part02/slide_embedding_TCGA-B6-A0I9-01Z-00-DX1.78E1D43A-507E-482E-B988-AF13B12B4497_20260430_v1.npy,TCGA-B6-A0I9,C2,22.967682,-2.8238297,-7.39932,-1.5660734,4.3190866,0.6872512,-2.0257468,-6.623917,3.6276119,6.4800887
115,part02,TCGA-B6-A0IE-01Z-00-DX1.E6C4E5C0-338C-481D-B691-0385E8D090B1,_tmp_merge_shard00/part02/slide_embedding_TCGA-B6-A0IE-01Z-00-DX1.E6C4E5C0-338C-481D-B691-0385E8D090B1_20260430_v1.npy,TCGA-B6-A0IE,C2,16.868288,9.796298,-4.117242,-6.985461,9.081291,13.5682,4.623119,-4.0445204,10.17586,11.010009
116,part02,TCGA-B6-A0IM-01Z-00-DX1.E2CBD42F-D933-4446-BE7C-C2F8B5AFB976,_tmp_merge_shard00/part02/slide_embedding_TCGA-B6-A0IM-01Z-00-DX1.E2CBD42F-D933-4446-BE7C-C2F8B5AFB976_20260430_v1.npy,TCGA-B6-A0IM,C2,19.430866,0.18746653,0.3168044,-11.123891,-3.4064813,9.459888,-3.029405,-8.022842,1.4098922,8.476155
117,part02,TCGA-B6-A0IP-01Z-00-DX1.3723A250-AA4B-4AFE-A692-C1311E9BA268,_tmp_merge_shard00/part02/slide_embedding_TCGA-B6-A0IP-01Z-00-DX1.3723A250-AA4B-4AFE-A692-C1311E9BA268_20260430_v1.npy,TCGA-B6-A0IP,C2,18.205101,8.863747,9.241642,-7.9951677,7.518587,20.603315,-0.8425476,2.1726303,8.38696,9.310662
118,part02,TCGA-B6-A0IQ-01Z-00-DX1.662EA039-825E-41FF-91D6-021EB0E099BD,_tmp_merge_shard00/part02/slide_embedding_TCGA-B6-A0IQ-01Z-00-DX1.662EA039-825E-41FF-91D6-021EB0E099BD_20260430_v1.npy,TCGA-B6-A0IQ,C2,0.6738364,3.3665838,-4.2150455,-8.642292,-7.7836175,-6.2615895,-4.6745424,-3.9533656,-0.7050397,6.3851457
119,part02,TCGA-B6-A0RH-01Z-00-DX1.33DB5CF9-AC87-435B-A8AF-C4F84BEF15F1,_tmp_merge_shard00/part02/slide_embedding_TCGA-B6-A0RH-01Z-00-DX1.33DB5CF9-AC87-435B-A8AF-C4F84BEF15F1_20260430_v1.npy,TCGA-B6-A0RH,C2,15.01401,2.0547583,-8.607479,-3.5448947,3.820123,5.826793,-3.2551503,-4.055119,4.6036,7.9293394
120,part02,TCGA-B6-A0RP-01Z-00-DX1.02A55E9D-2AA9-497A-B481-85724EA813AD,_tmp_merge_shard00/part02/slide_embedding_TCGA-B6-A0RP-01Z-00-DX1.02A55E9D-2AA9-497A-B481-85724EA813AD_20260430_v1.npy,TCGA-B6-A0RP,C2,4.276481,11.997932,7.8981924,0.8868915,4.226218,-6.8345327,4.2106824,-1.5220437,1.6911602,4.544967
121,part02,TCGA-B6-A0RV-01Z-00-DX1.C46C2937-868D-47B7-B9B9-E51F5433BE97,_tmp_merge_shard00/part02/slide_embedding_TCGA-B6-A0RV-01Z-00-DX1.C46C2937-868D-47B7-B9B9-E51F5433BE97_20260430_v1.npy,TCGA-B6-A0RV,C0,-2.45918,14.286603,6.3289633,-2.0122726,-5.3194447,-2.7601972,-5.5435066,4.7254267,-0.13660674,18.203518
122,part02,TCGA-B6-A0WT-01Z-00-DX1.7ED21DA2-A3D8-4DCA-9742-963879A658D8,_tmp_merge_shard00/part02/slide_embedding_TCGA-B6-A0WT-01Z-00-DX1.7ED21DA2-A3D8-4DCA-9742-963879A658D8_20260430_v1.npy,TCGA-B6-A0WT,C2,15.025198,28.220901,2.8525257,3.2202222,13.4563055,4.422237,-9.913217,-12.907508,-0.19414003,2.682842
123,part02,TCGA-B6-A0X4-01Z-00-DX1.4B7914DE-3436-4D69-9BC6-F6419D3CC518,_tmp_merge_shard00/part02/slide_embedding_TCGA-B6-A0X4-01Z-00-DX1.4B7914DE-3436-4D69-9BC6-F6419D3CC518_20260430_v1.npy,TCGA-B6-A0X4,C2,7.2966957,-0.95186543,-2.4172986,-7.718985,-6.9526305,0.80013585,-2.3286562,4.794636,-5.781721,6.7396946
124,part02,TCGA-B6-A1KC-01Z-00-DX1.4DD3E48B-F434-499F-9FF1-0FFD2883A375,_tmp_merge_shard00/part02/slide_embedding_TCGA-B6-A1KC-01Z-00-DX1.4DD3E48B-F434-499F-9FF1-0FFD2883A375_20260430_v1.npy,TCGA-B6-A1KC,C2,13.47434,2.7408485,-1.5160911,-8.354792,-6.949849,4.8814645,-8.385188,2.839185,11.318287,3.630657
125,part02,TCGA-B6-A1KF-01Z-00-DX1.2E08E830-4216-4CD0-9646-1F489300E11D,_tmp_merge_shard00/part02/slide_embedding_TCGA-B6-A1KF-01Z-00-DX1.2E08E830-4216-4CD0-9646-1F489300E11D_20260430_v1.npy,TCGA-B6-A1KF,C0,-0.32258388,5.345237,2.9971828,0.09715536,-0.30235624,-11.478135,3.664085,0.58740455,5.9561934,11.886717
126,part02,TCGA-B6-A1KN-01Z-00-DX1.E769FD65-E5CE-4CA4-8BBE-6FC54A2ED870,_tmp_merge_shard00/part02/slide_embedding_TCGA-B6-A1KN-01Z-00-DX1.E769FD65-E5CE-4CA4-8BBE-6FC54A2ED870_20260430_v1.npy,TCGA-B6-A1KN,C2,21.617712,9.066682,-4.829349,-7.5343738,0.24438569,8.109472,0.84173447,-6.51053,14.250372,9.24753
127,part02,TCGA-BH-A0AU-01Z-00-DX1.E852F218-B15C-4CF8-8FD0-F284043834C4,_tmp_merge_shard00/part02/slide_embedding_TCGA-BH-A0AU-01Z-00-DX1.E852F218-B15C-4CF8-8FD0-F284043834C4_20260430_v1.npy,TCGA-BH-A0AU,C0,-18.132677,6.480375,-20.230806,10.574842,5.413164,7.4275646,-0.679921,-1.4793549,-1.9457184,-7.4366584
128,part02,TCGA-BH-A0B1-01Z-00-DX1.CC60D284-04FB-4B73-90AA-FCE9185DADB6,_tmp_merge_shard00/part02/slide_embedding_TCGA-BH-A0B1-01Z-00-DX1.CC60D284-04FB-4B73-90AA-FCE9185DADB6_20260430_v1.npy,TCGA-BH-A0B1,C0,-23.684969,9.7415,-8.434964,5.0827518,-2.9135497,-2.4846458,2.3395927,-1.3433542,3.4289637,2.5752275
129,part02,TCGA-BH-A0BD-01Z-00-DX1.CD4A6FC2-BA8C-4E30-972A-E6CD1BEAD8AD,_tmp_merge_shard00/part02/slide_embedding_TCGA-BH-A0BD-01Z-00-DX1.CD4A6FC2-BA8C-4E30-972A-E6CD1BEAD8AD_20260430_v1.npy,TCGA-BH-A0BD,C0,-9.785116,-2.7568796,-10.105739,-5.355688,-9.03154,0.7878245,4.890269,3.187306,1.6926664,3.365071
130,part02,TCGA-BH-A0BF-01Z-00-DX1.934DF984-9054-4B20-B85B-9CF94B8DC3D4,_tmp_merge_shard00/part02/slide_embedding_TCGA-BH-A0BF-01Z-00-DX1.934DF984-9054-4B20-B85B-9CF94B8DC3D4_20260430_v1.npy,TCGA-BH-A0BF,C0,-15.0681925,3.869077,-3.279818,-0.9627376,-2.9286401,10.178616,-5.6328278,-0.25034958,-5.0481315,-8.0366535
131,part02,TCGA-BH-A0BM-01Z-00-DX1.8BD324F2-60F5-4F59-AF2D-533A5FB230BF,_tmp_merge_shard00/part02/slide_embedding_TCGA-BH-A0BM-01Z-00-DX1.8BD324F2-60F5-4F59-AF2D-533A5FB230BF_20260430_v1.npy,TCGA-BH-A0BM,C0,-12.481884,3.0672596,-14.393706,0.33406705,-1.0447078,0.72693485,9.797876,0.26301724,-0.49462038,7.7181997
132,part02,TCGA-BH-A0BZ-01Z-00-DX1.45EB3E93-A871-49C6-9EAE-90D98AE01913,_tmp_merge_shard00/part02/slide_embedding_TCGA-BH-A0BZ-01Z-00-DX1.45EB3E93-A871-49C6-9EAE-90D98AE01913_20260430_v1.npy,TCGA-BH-A0BZ,C0,-9.450258,0.69508576,-12.873508,-6.05604,-8.670683,11.257004,-0.9574386,-4.4192863,-5.189483,-7.077743
133,part02,TCGA-BH-A0C0-01Z-00-DX1.2D32D35A-EB7E-4D0E-BE5F-E56F7B930463,_tmp_merge_shard00/part02/slide_embedding_TCGA-BH-A0C0-01Z-00-DX1.2D32D35A-EB7E-4D0E-BE5F-E56F7B930463_20260430_v1.npy,TCGA-BH-A0C0,C0,-11.140817,8.876536,-13.524803,2.3628087,-4.698396,-6.9413557,0.17871375,0.8581902,2.8792937,11.516984
134,part02,TCGA-BH-A0DD-01Z-00-DX1.2242DD1F-0B7C-4B43-A7A9-8130D2BDEE78,_tmp_merge_shard00/part02/slide_embedding_TCGA-BH-A0DD-01Z-00-DX1.2242DD1F-0B7C-4B43-A7A9-8130D2BDEE78_20260430_v1.npy,TCGA-BH-A0DD,C2,-2.933497,6.330259,-21.967344,-0.5606736,-0.7222757,0.1695901,-3.7415504,-6.5592546,-2.447303,-1.1384958
135,part02,TCGA-BH-A0DI-01Z-00-DX1.6A42D535-8842-4C36-8299-A40E9E56759D,_tmp_merge_shard00/part02/slide_embedding_TCGA-BH-A0DI-01Z-00-DX1.6A42D535-8842-4C36-8299-A40E9E56759D_20260430_v1.npy,TCGA-BH-A0DI,C0,-21.617235,0.3415125,-0.8930038,3.3881485,-4.9854255,0.8032962,2.0837274,-6.758326,-2.6791537,-4.5226407
136,part02,TCGA-BH-A0DK-01Z-00-DX1.0CFED53C-BAD9-4E35-B12F-57E64F3FEF1C,_tmp_merge_shard00/part02/slide_embedding_TCGA-BH-A0DK-01Z-00-DX1.0CFED53C-BAD9-4E35-B12F-57E64F3FEF1C_20260430_v1.npy,TCGA-BH-A0DK,C0,-5.5042067,8.461547,-11.749746,1.631627,-3.2523491,-5.3227324,2.459839,-2.9991455,0.9578934,10.018049
137,part02,TCGA-BH-A0DO-01Z-00-DX1.1684557E-A5D4-4828-B2D5-FA899993A019,_tmp_merge_shard00/part02/slide_embedding_TCGA-BH-A0DO-01Z-00-DX1.1684557E-A5D4-4828-B2D5-FA899993A019_20260430_v1.npy,TCGA-BH-A0DO,C0,-15.346284,1.4318053,-17.546965,10.251294,7.4184732,10.290211,5.462491,-1.6059984,-3.7374387,-7.108959
138,part02,TCGA-BH-A0H5-01Z-00-DX1.28F24D4D-EE80-4EDA-BC30-A194E22FD61C,_tmp_merge_shard00/part02/slide_embedding_TCGA-BH-A0H5-01Z-00-DX1.28F24D4D-EE80-4EDA-BC30-A194E22FD61C_20260430_v1.npy,TCGA-BH-A0H5,C0,-11.37553,4.740088,-7.686156,-0.42428803,-1.1235934,4.7438912,-1.061045,-10.46515,-6.2153897,-1.5922191
139,part02,TCGA-BH-A0H9-01Z-00-DX1.8AE869C6-5C78-4D52-AC8B-5B6FD5FD91AA,_tmp_merge_shard00/part02/slide_embedding_TCGA-BH-A0H9-01Z-00-DX1.8AE869C6-5C78-4D52-AC8B-5B6FD5FD91AA_20260430_v1.npy,TCGA-BH-A0H9,C0,-6.2532077,4.3198895,-13.618743,-0.55821484,-3.726243,-5.5162444,4.7932796,-5.238708,0.68839455,8.379226
140,part02,TCGA-BH-A0HA-01Z-00-DX1.5A2F5C86-E1E7-445D-A4E3-29980FA37708,_tmp_merge_shard00/part02/slide_embedding_TCGA-BH-A0HA-01Z-00-DX1.5A2F5C86-E1E7-445D-A4E3-29980FA37708_20260430_v1.npy,TCGA-BH-A0HA,C0,-22.853971,27.734255,-2.205307,11.6913395,13.774765,-0.59927464,-7.3698063,-10.497877,-5.2006826,-7.960309
141,part02,TCGA-BH-A0HB-01Z-00-DX1.F90F7139-B804-4548-9FAF-9B475BF225EB,_tmp_merge_shard00/part02/slide_embedding_TCGA-BH-A0HB-01Z-00-DX1.F90F7139-B804-4548-9FAF-9B475BF225EB_20260430_v1.npy,TCGA-BH-A0HB,C0,-12.894996,15.87392,21.694778,1.8341653,10.325153,-6.873186,-7.7013526,-7.7717686,-1.47881,-9.941568
142,part02,TCGA-BH-A0HF-01Z-00-DX1.1EB2F7CE-54F4-4E41-A3CF-78209770B7CE,_tmp_merge_shard00/part02/slide_embedding_TCGA-BH-A0HF-01Z-00-DX1.1EB2F7CE-54F4-4E41-A3CF-78209770B7CE_20260430_v1.npy,TCGA-BH-A0HF,C0,-7.0528727,-6.387885,-5.4474196,4.816048,-0.5808126,0.9224106,7.0256047,-1.2281557,-3.8882668,-2.4676921
143,part02,TCGA-BH-A0HK-01Z-00-DX1.019036F5-647A-4EC4-8479-F2C100291AEF,_tmp_merge_shard00/part02/slide_embedding_TCGA-BH-A0HK-01Z-00-DX1.019036F5-647A-4EC4-8479-F2C100291AEF_20260430_v1.npy,TCGA-BH-A0HK,C0,-30.894163,-0.6579348,-2.1512125,2.525243,-5.2109737,11.728882,0.29636878,6.179372,-0.052617975,-4.9947057
144,part02,TCGA-BH-A0HP-01Z-00-DX1.F1FF6E88-B2D1-40AA-8373-1714D82E666F,_tmp_merge_shard00/part02/slide_embedding_TCGA-BH-A0HP-01Z-00-DX1.F1FF6E88-B2D1-40AA-8373-1714D82E666F_20260430_v1.npy,TCGA-BH-A0HP,C0,-14.241236,5.9225736,-8.511741,-0.2622885,3.3064525,3.4717705,14.252277,1.4582386,3.2272513,9.125798
145,part02,TCGA-BH-A0HW-01Z-00-DX1.44DCCE00-133F-4469-A4DA-5057C011B4AC,_tmp_merge_shard00/part02/slide_embedding_TCGA-BH-A0HW-01Z-00-DX1.44DCCE00-133F-4469-A4DA-5057C011B4AC_20260430_v1.npy,TCGA-BH-A0HW,C0,-13.0619335,9.221233,-9.162362,5.339849,-3.3247552,-8.187085,-1.6883343,2.9749565,0.39832675,13.193735
146,part02,TCGA-BH-A18I-01Z-00-DX1.EE699DE3-EBF4-4AB4-8319-9911F027FA18,_tmp_merge_shard00/part02/slide_embedding_TCGA-BH-A18I-01Z-00-DX1.EE699DE3-EBF4-4AB4-8319-9911F027FA18_20260430_v1.npy,TCGA-BH-A18I,C0,-29.384567,0.7168012,-11.852093,13.121269,-0.15896411,0.917791,3.5150414,1.9666041,-1.185688,0.18628025
147,part02,TCGA-BH-A18N-01Z-00-DX1.FE0E24A1-8AE9-4021-B9C7-B408EE0DE329,_tmp_merge_shard00/part02/slide_embedding_TCGA-BH-A18N-01Z-00-DX1.FE0E24A1-8AE9-4021-B9C7-B408EE0DE329_20260430_v1.npy,TCGA-BH-A18N,C2,-0.24291082,10.553478,-16.302807,2.8156455,1.7006723,-5.9136906,2.0298884,-3.1313198,-0.613176,2.7529616
148,part02,TCGA-BH-A18Q-01Z-00-DX1.E89E49C7-D62A-4408-A3D9-19E79FCB249E,_tmp_merge_shard00/part02/slide_embedding_TCGA-BH-A18Q-01Z-00-DX1.E89E49C7-D62A-4408-A3D9-19E79FCB249E_20260430_v1.npy,TCGA-BH-A18Q,C2,2.7477903,3.495605,-20.987858,-1.8985423,-1.9604025,-5.547553,-0.99870163,-1.0889426,5.13239,-6.659632
